time;x;y;z;gforce
6,7090;0,4768;-0,9147;0,0156;1,032
6,7100;0,4730;-0,9303;0,0078;1,044
6,7120;0,4768;-0,9264;0,0195;1,042
6,7140;0,4964;-0,8990;-0,0195;1,027
6,7160;0,5042;-0,9030;-0,0116;1,034
6,7170;0,4964;-0,9224;-0,0078;1,048
6,7280;0,4847;-0,9420;-0,0039;1,059
6,7390;0,4847;-0,9420;0,0000;1,059
6,7860;0,4847;-0,9303;-0,0039;1,049
6,7880;0,4847;-0,9342;-0,0078;1,052
6,7900;0,4847;-0,9382;0,0000;1,056
6,7920;0,4886;-0,9382;0,0039;1,058
6,7940;0,4807;-0,9224;0,0116;1,040
6,7950;0,4651;-0,9224;0,0195;1,033
6,8070;0,4495;-0,9107;-0,0078;1,016
6,8140;0,4534;-0,9068;-0,0312;1,014
6,8250;0,4573;-0,9107;-0,0312;1,020
6,8350;0,4534;-0,9264;-0,0273;1,032
6,8740;0,4534;-0,9615;-0,0195;1,063
6,8760;0,4456;-0,9186;-0,0156;1,021
6,8780;0,4416;-0,9224;-0,0078;1,023
6,8800;0,3948;-0,9224;-0,0156;1,004
6,8900;0,4026;-0,8951;-0,0039;0,981
6,8940;0,4143;-0,8990;-0,0039;0,990
6,9040;0,4299;-0,9147;-0,0195;1,011
6,9450;0,4339;-0,9186;-0,0195;1,016
6,9470;0,4456;-0,9186;-0,0195;1,021
6,9490;0,4691;-0,9030;-0,0195;1,018
6,9500;0,4886;-0,8990;-0,0116;1,023
6,9550;0,5042;-0,9147;-0,0078;1,044
6,9640;0,5199;-0,9107;-0,0039;1,049
6,9790;0,5394;-0,8873;0,0156;1,039
6,9840;0,5433;-0,8873;0,0312;1,041
6,9950;0,5277;-0,9224;0,0312;1,063
7,0050;0,5199;-0,9224;0,0391;1,060
7,0140;0,5042;-0,9107;0,0391;1,042
7,0650;0,4886;-0,9147;0,0312;1,037
7,0670;0,4807;-0,9147;0,0195;1,034
7,0690;0,4691;-0,9068;0,0078;1,021
7,0710;0,4495;-0,8990;-0,0078;1,005
7,0740;0,4534;-0,8951;-0,0039;1,003
7,0760;0,4495;-0,9068;-0,0039;1,012
7,0840;0,4573;-0,9068;-0,0039;1,016
7,0980;0,4691;-0,8951;-0,0039;1,011
7,1040;0,4886;-0,8912;0,0000;1,016
7,1140;0,4924;-0,9030;0,0078;1,029
7,1250;0,5003;-0,9107;0,0116;1,039
7,1640;0,5120;-0,9147;0,0234;1,049
7,1660;0,5082;-0,9107;0,0195;1,043
7,1680;0,5042;-0,9107;0,0078;1,041
7,1690;0,4886;-0,8990;0,0039;1,023
7,1740;0,4847;-0,8873;-0,0078;1,011
7,1840;0,4651;-0,8990;-0,0116;1,012
7,1990;0,4691;-0,8990;-0,0078;1,014
7,2040;0,4691;-0,8951;-0,0156;1,011
7,2160;0,4768;-0,8951;-0,0156;1,014
7,2590;0,4847;-0,9030;-0,0116;1,025
7,2620;0,4886;-0,9068;-0,0078;1,030
7,2640;0,4924;-0,9068;-0,0116;1,032
7,2650;0,4924;-0,9030;-0,0078;1,029
7,2670;0,4807;-0,8990;-0,0078;1,019
7,2740;0,4730;-0,9030;-0,0156;1,019
7,2850;0,4691;-0,8990;-0,0195;1,014
7,2950;0,4612;-0,8951;-0,0116;1,007
7,3110;0,4573;-0,8912;-0,0116;1,002
7,3140;0,4534;-0,8912;-0,0156;1,000
7,3240;0,4651;-0,8912;-0,0116;1,005
7,3670;0,4807;-0,8912;-0,0156;1,013
7,3690;0,4924;-0,9186;-0,0116;1,042
7,3710;0,4964;-0,9224;-0,0116;1,048
7,3750;0,5003;-0,9147;-0,0156;1,043
7,3760;0,4964;-0,9068;-0,0156;1,034
7,3840;0,5003;-0,9068;-0,0116;1,036
7,3950;0,4924;-0,9107;-0,0078;1,035
7,4080;0,4886;-0,9030;0,0000;1,027
7,4150;0,4730;-0,8951;0,0116;1,012
7,4240;0,4573;-0,8873;0,0078;0,998
7,4690;0,4416;-0,8795;0,0116;0,984
7,4710;0,4339;-0,8834;0,0078;0,984
7,4740;0,4378;-0,8795;0,0078;0,982
7,4750;0,4456;-0,8756;0,0078;0,983
7,4770;0,4534;-0,8873;-0,0039;0,996
7,4930;0,4651;-0,8990;-0,0116;1,012
7,4950;0,4924;-0,9068;-0,0078;1,032
7,5060;0,4964;-0,9147;-0,0078;1,041
7,5140;0,5042;-0,9186;0,0039;1,048
7,5240;0,5003;-0,9147;0,0078;1,043
7,5350;0,5042;-0,9224;0,0116;1,051
7,5720;0,5003;-0,9224;0,0116;1,049
7,5750;0,4886;-0,9147;0,0156;1,037
7,5770;0,4807;-0,9030;0,0156;1,023
7,8650;0,4807;-0,8951;0,0078;1,016
7,8670;0,4807;-0,9068;0,0116;1,026
7,8680;0,4924;-0,9030;-0,0078;1,029
7,8700;0,4964;-0,9030;-0,0039;1,030
7,8720;0,5042;-0,9068;-0,0116;1,038
7,8740;0,5042;-0,9107;-0,0078;1,041
7,8760;0,5042;-0,9030;-0,0078;1,034
7,8780;0,5159;-0,8990;-0,0039;1,037
7,8790;0,5238;-0,9030;-0,0078;1,044
7,8810;0,5159;-0,9147;-0,0078;1,050
7,8830;0,5082;-0,9030;-0,0116;1,036
7,8840;0,4924;-0,8912;0,0000;1,018
7,8860;0,5003;-0,9068;-0,0039;1,036
7,8880;0,5003;-0,9068;0,0000;1,036
7,8970;0,5082;-0,9068;0,0039;1,040
7,9040;0,5159;-0,9030;0,0078;1,040
7,9140;0,5159;-0,9147;0,0039;1,050
7,9240;0,5199;-0,9147;0,0039;1,052
8,0080;0,5120;-0,9147;0,0000;1,048
8,0110;0,5042;-0,9068;0,0000;1,038
8,0140;0,4924;-0,8951;0,0039;1,022
8,0160;0,4807;-0,8951;0,0000;1,016
8,0180;0,4768;-0,8990;0,0000;1,018
8,0190;0,4807;-0,9030;-0,0039;1,023
8,0210;0,4924;-0,9030;0,0039;1,029
8,0230;0,5042;-0,9068;0,0000;1,038
8,0250;0,5199;-0,9068;0,0078;1,045
8,0270;0,5277;-0,9107;0,0116;1,053
8,0340;0,5277;-0,9147;0,0156;1,056
8,0790;0,5199;-0,9107;0,0116;1,049
8,0830;0,5082;-0,9030;0,0116;1,036
8,0850;0,5003;-0,8951;0,0000;1,025
8,0870;0,4847;-0,8951;0,0000;1,018
8,0880;0,4768;-0,8912;-0,0078;1,011
8,0960;0,4730;-0,8873;-0,0078;1,006
8,1040;0,4730;-0,8873;-0,0116;1,006
8,1440;0,4730;-0,8912;-0,0116;1,009
8,1460;0,4730;-0,8912;-0,0078;1,009
8,1480;0,4847;-0,9030;-0,0116;1,025
8,1510;0,4964;-0,9030;-0,0078;1,030
8,1580;0,5003;-0,9068;-0,0116;1,036
8,1680;0,5003;-0,9068;-0,0039;1,036
8,1740;0,4924;-0,9107;-0,0078;1,035
8,1860;0,5042;-0,9030;0,0039;1,034
8,2240;0,5003;-0,9030;0,0078;1,032
8,2270;0,4886;-0,9107;0,0039;1,033
8,2290;0,4886;-0,9068;0,0039;1,030
8,2320;0,4924;-0,9030;0,0000;1,029
8,2340;0,4924;-0,9068;-0,0039;1,032
8,2540;0,4886;-0,9030;-0,0039;1,027
8,2640;0,4730;-0,8990;-0,0039;1,016
8,2750;0,4651;-0,8951;0,0000;1,009
8,3150;0,4651;-0,8990;-0,0039;1,012
8,3180;0,4730;-0,8990;-0,0078;1,016
8,3190;0,4886;-0,9107;-0,0195;1,034
8,3210;0,5003;-0,9147;-0,0234;1,043
8,3340;0,5003;-0,9147;-0,0195;1,043
8,3470;0,4964;-0,9068;-0,0234;1,034
8,3570;0,4924;-0,9068;-0,0195;1,032
8,3640;0,4886;-0,9068;-0,0195;1,030
8,3750;0,4886;-0,9107;-0,0195;1,034
8,3850;0,4886;-0,9030;-0,0234;1,027
8,3940;0,4886;-0,8990;-0,0234;1,023
8,4400;0,4847;-0,9107;-0,0156;1,032
8,4420;0,4924;-0,9107;-0,0195;1,036
8,4440;0,4924;-0,9068;-0,0195;1,032
8,4460;0,4886;-0,9030;-0,0156;1,027
8,4470;0,4886;-0,8990;-0,0116;1,023
8,4590;0,4768;-0,8990;-0,0078;1,018
8,4640;0,4807;-0,9068;-0,0078;1,026
8,4840;0,4807;-0,8990;-0,0078;1,019
8,5300;0,4886;-0,9030;-0,0116;1,027
8,5340;0,4847;-0,9068;-0,0078;1,028
8,5360;0,4807;-0,9030;-0,0078;1,023
8,5370;0,4886;-0,9030;-0,0116;1,027
8,5390;0,4847;-0,9068;-0,0078;1,028
8,5480;0,4847;-0,9107;-0,0116;1,032
8,5600;0,4847;-0,9107;-0,0078;1,032
8,5640;0,4886;-0,9068;-0,0116;1,030
8,5740;0,4924;-0,9068;-0,0078;1,032
8,6190;0,4964;-0,9107;-0,0156;1,037
8,6230;0,4964;-0,9107;-0,0116;1,037
8,6260;0,4886;-0,9107;-0,0078;1,034
8,6270;0,4847;-0,9068;-0,0116;1,028
8,6290;0,4807;-0,9068;-0,0116;1,026
8,6440;0,4886;-0,9107;-0,0156;1,034
8,6550;0,5003;-0,9107;-0,0195;1,039
8,6640;0,5003;-0,9147;-0,0234;1,043
8,6750;0,5042;-0,9147;-0,0273;1,045
8,6840;0,5042;-0,9107;-0,0312;1,041
8,7600;0,4964;-0,9068;-0,0312;1,034
8,7650;0,4886;-0,9030;-0,0273;1,027
8,7670;0,4807;-0,8990;-0,0234;1,020
8,7680;0,4768;-0,9030;-0,0156;1,021
8,7700;0,4768;-0,9030;-0,0195;1,021
8,7710;0,4807;-0,8990;-0,0156;1,020
8,7840;0,4807;-0,8990;-0,0234;1,020
8,7860;0,4768;-0,8990;-0,0195;1,018
8,7940;0,4847;-0,9030;-0,0195;1,025
8,8050;0,4847;-0,9068;-0,0156;1,028
8,9660;0,4886;-0,9068;-0,0116;1,030
8,9680;0,4924;-0,9068;-0,0078;1,032
8,9690;0,4924;-0,9068;-0,0116;1,032
8,9840;0,4924;-0,9107;-0,0116;1,035
8,9850;0,4964;-0,9107;-0,0116;1,037
8,9870;0,4924;-0,9107;-0,0116;1,035
8,9880;0,4924;-0,9107;-0,0156;1,035
8,9900;0,4924;-0,9068;-0,0156;1,032
8,9920;0,4964;-0,9068;-0,0156;1,034
8,9990;0,4886;-0,9030;-0,0116;1,027
9,0010;0,4924;-0,9030;-0,0156;1,029
9,0030;0,4924;-0,9030;-0,0116;1,029
9,0050;0,4924;-0,9030;-0,0273;1,029
9,0060;0,4924;-0,9068;-0,0234;1,032
9,0080;0,4924;-0,9030;-0,0234;1,029
9,0100;0,4924;-0,9068;-0,0195;1,032
9,0520;0,4964;-0,9068;-0,0234;1,034
9,0560;0,5003;-0,9107;-0,0195;1,039
9,0580;0,4924;-0,9107;-0,0195;1,036
9,0590;0,4847;-0,9030;-0,0195;1,025
9,0610;0,4807;-0,8990;-0,0156;1,020
9,0710;0,4847;-0,8951;-0,0195;1,018
9,0790;0,4964;-0,9030;-0,0234;1,031
9,1190;0,4964;-0,9030;-0,0195;1,031
9,1220;0,5003;-0,9030;-0,0195;1,032
9,1240;0,4964;-0,9030;-0,0234;1,031
9,1260;0,4964;-0,9068;-0,0234;1,034
9,1350;0,4924;-0,9030;-0,0312;1,029
9,1720;0,4964;-0,9068;-0,0273;1,034
9,1930;0,5042;-0,9147;-0,0312;1,045
9,1950;0,5042;-0,9107;-0,0273;1,041
9,1960;0,4964;-0,9030;-0,0195;1,031
9,1980;0,4964;-0,8990;-0,0234;1,027
9,1990;0,4847;-0,8990;-0,0156;1,021
9,2080;0,4807;-0,8990;-0,0156;1,020
9,2140;0,4847;-0,8951;-0,0195;1,018
9,2250;0,4847;-0,8990;-0,0156;1,021
9,2340;0,4847;-0,9068;-0,0156;1,028
9,2730;0,4886;-0,9030;-0,0156;1,027
9,2750;0,4924;-0,8990;-0,0116;1,025
9,2770;0,4964;-0,9030;-0,0078;1,030
9,2800;0,5042;-0,9107;-0,0078;1,041
9,2880;0,5003;-0,9147;-0,0156;1,043
9,3000;0,5003;-0,9068;-0,0156;1,036
9,3040;0,5042;-0,9107;-0,0156;1,041
9,3420;0,5003;-0,9107;-0,0156;1,039
9,3510;0,5003;-0,9068;-0,0195;1,036
9,3520;0,4964;-0,8990;-0,0156;1,027
9,3540;0,5003;-0,8990;-0,0195;1,029
9,3570;0,4924;-0,8990;-0,0156;1,025
9,3650;0,4847;-0,8951;-0,0195;1,018
9,3750;0,4847;-0,8912;-0,0156;1,015
9,3840;0,4847;-0,8951;-0,0116;1,018
9,4290;0,4886;-0,8990;-0,0156;1,023
9,4320;0,4964;-0,9030;-0,0195;1,031
9,4340;0,4924;-0,9068;-0,0234;1,032
9,4350;0,4964;-0,8951;-0,0195;1,024
9,4380;0,4964;-0,9030;-0,0195;1,031
9,4450;0,4924;-0,9068;-0,0195;1,032
9,4560;0,4964;-0,9030;-0,0156;1,031
9,4680;0,5003;-0,9068;-0,0078;1,036
9,4800;0,5082;-0,9068;-0,0078;1,040
9,4840;0,5120;-0,9147;-0,0116;1,048
9,4990;0,5042;-0,9147;-0,0156;1,045
9,5040;0,4964;-0,9030;-0,0195;1,031
9,5160;0,4924;-0,9030;-0,0156;1,029
9,5240;0,4847;-0,9030;-0,0156;1,025
9,5640;0,4847;-0,8990;-0,0234;1,022
9,5660;0,4924;-0,8990;-0,0273;1,025
9,5680;0,4924;-0,8990;-0,0234;1,025
9,5700;0,4886;-0,9030;-0,0234;1,027
9,5740;0,4964;-0,8912;-0,0195;1,020
9,5950;0,5082;-0,9030;-0,0234;1,036
9,6980;0,5120;-0,9107;-0,0195;1,045
9,7010;0,5082;-0,9068;-0,0234;1,040
9,7030;0,5042;-0,8990;-0,0156;1,031
9,7050;0,5042;-0,8990;-0,0116;1,031
9,7070;0,4964;-0,8990;-0,0156;1,027
9,7080;0,4924;-0,9030;-0,0116;1,029
9,7100;0,4886;-0,8990;-0,0156;1,023
9,7110;0,4924;-0,8990;-0,0078;1,025
9,7140;0,4886;-0,8990;-0,0116;1,023
9,7160;0,4924;-0,9030;-0,0078;1,029
9,7180;0,4964;-0,8990;-0,0078;1,027
9,7260;0,5003;-0,8990;-0,0116;1,029
9,7690;0,5082;-0,8990;-0,0116;1,033
9,7710;0,5120;-0,9030;-0,0156;1,038
9,7730;0,5082;-0,9030;-0,0156;1,036
9,7750;0,5042;-0,9030;-0,0156;1,034
9,7760;0,5042;-0,8990;-0,0156;1,031
9,7860;0,5042;-0,8951;-0,0195;1,028
9,8370;0,5003;-0,8990;-0,0234;1,029
9,8390;0,5003;-0,8990;-0,0195;1,029
9,8410;0,5003;-0,9030;-0,0195;1,032
9,8430;0,5003;-0,8990;-0,0195;1,029
9,8450;0,5003;-0,8990;-0,0156;1,029
9,8570;0,5082;-0,8990;-0,0116;1,033
9,8640;0,4964;-0,8990;-0,0116;1,027
9,8740;0,4964;-0,8990;-0,0039;1,027
9,8850;0,5003;-0,8990;-0,0039;1,029
10,0620;0,5042;-0,9030;-0,0039;1,034
10,0640;0,5042;-0,9030;-0,0116;1,034
10,0650;0,5082;-0,9068;-0,0116;1,040
10,0670;0,5159;-0,9030;-0,0116;1,040
10,0690;0,5159;-0,9030;-0,0195;1,040
10,0700;0,5120;-0,9030;-0,0195;1,038
10,0720;0,5082;-0,8951;-0,0156;1,029
10,0740;0,5003;-0,8951;-0,0195;1,026
10,0760;0,5003;-0,8951;-0,0156;1,026
10,0770;0,5003;-0,8912;-0,0116;1,022
10,0790;0,5003;-0,8912;-0,0156;1,022
10,0830;0,4964;-0,8912;-0,0156;1,020
10,0880;0,5042;-0,9030;-0,0234;1,034
10,0890;0,5082;-0,9068;-0,0234;1,040
10,0910;0,5082;-0,9030;-0,0234;1,036
10,0940;0,5042;-0,9030;-0,0156;1,034
10,1040;0,5042;-0,9068;-0,0195;1,038
10,1450;0,5042;-0,9030;-0,0156;1,034
10,1480;0,5042;-0,9030;-0,0195;1,034
10,1490;0,5003;-0,8990;-0,0234;1,029
10,1510;0,5003;-0,8990;-0,0156;1,029
10,1540;0,5003;-0,8990;-0,0195;1,029
10,1640;0,4924;-0,8951;-0,0156;1,022
10,1750;0,4964;-0,8951;-0,0156;1,024
10,2180;0,4924;-0,8912;-0,0156;1,018
10,2200;0,4964;-0,8951;-0,0195;1,024
10,2220;0,5042;-0,8951;-0,0195;1,028
10,2260;0,5082;-0,8990;-0,0234;1,033
10,2340;0,5120;-0,8990;-0,0234;1,035
10,2790;0,5120;-0,9030;-0,0195;1,038
10,2810;0,5082;-0,8990;-0,0156;1,033
10,2830;0,5082;-0,8951;-0,0116;1,029
10,2850;0,5042;-0,8951;-0,0078;1,027
10,2860;0,5003;-0,8912;-0,0116;1,022
10,2990;0,5082;-0,8951;-0,0116;1,029
10,3040;0,5042;-0,8990;-0,0156;1,031
10,3170;0,5042;-0,8951;-0,0156;1,027
10,3240;0,5042;-0,8873;-0,0156;1,021
10,3340;0,5003;-0,8990;-0,0156;1,029
10,3450;0,5042;-0,8951;-0,0156;1,027
10,3880;0,4964;-0,8951;-0,0156;1,024
10,3910;0,5003;-0,8951;-0,0156;1,026
10,3930;0,5042;-0,8990;-0,0234;1,031
10,3960;0,5120;-0,9030;-0,0273;1,038
10,3980;0,5159;-0,8990;-0,0312;1,037
10,4050;0,5199;-0,8990;-0,0351;1,039
10,4190;0,5159;-0,9030;-0,0351;1,041
10,4240;0,5120;-0,8951;-0,0351;1,032
10,4370;0,5082;-0,8951;-0,0351;1,030
10,4440;0,5003;-0,8912;-0,0351;1,023
10,4540;0,4964;-0,8873;-0,0351;1,017
10,4990;0,5003;-0,8951;-0,0312;1,026
10,5020;0,5120;-0,8990;-0,0273;1,035
10,5040;0,5159;-0,8990;-0,0273;1,037
10,5060;0,5199;-0,9068;-0,0351;1,046
10,5070;0,5199;-0,8990;-0,0234;1,039
10,5150;0,5120;-0,8951;-0,0156;1,031
10,5240;0,4924;-0,8951;-0,0078;1,022
10,5380;0,4964;-0,8951;-0,0116;1,024
10,5440;0,5003;-0,8912;-0,0116;1,022
10,5550;0,5082;-0,8912;-0,0078;1,026
10,5950;0,5082;-0,9030;-0,0195;1,036
10,6000;0,5120;-0,8990;-0,0234;1,035
10,6010;0,5120;-0,8990;-0,0195;1,035
10,6030;0,5120;-0,9030;-0,0195;1,038
10,6050;0,5159;-0,9107;-0,0156;1,047
10,6140;0,5159;-0,9068;-0,0195;1,044
10,6290;0,5238;-0,8990;-0,0195;1,041
10,6390;0,5277;-0,8990;-0,0234;1,043
10,6440;0,5159;-0,8990;-0,0273;1,037
10,6870;0,5120;-0,8912;-0,0234;1,028
10,6900;0,5003;-0,8873;-0,0234;1,019
10,6920;0,4964;-0,8834;-0,0195;1,013
10,6940;0,5003;-0,8912;-0,0156;1,022
10,7070;0,5003;-0,8912;-0,0195;1,022
10,7140;0,5003;-0,8951;-0,0234;1,026
10,7260;0,5042;-0,8912;-0,0234;1,024
10,7340;0,5082;-0,8951;-0,0273;1,030
10,7440;0,5159;-0,8990;-0,0234;1,037
10,7890;0,5238;-0,8990;-0,0273;1,041
10,7910;0,5238;-0,9030;-0,0273;1,044
10,7930;0,5199;-0,8990;-0,0312;1,039
10,7950;0,5159;-0,8951;-0,0273;1,034
10,8040;0,5120;-0,8990;-0,0273;1,035
10,8240;0,5042;-0,8912;-0,0312;1,024
10,8340;0,4924;-0,8873;-0,0312;1,015
10,8470;0,4964;-0,8834;-0,0273;1,014
10,8550;0,5042;-0,8912;-0,0312;1,024
10,9300;0,5082;-0,8951;-0,0234;1,030
10,9320;0,5159;-0,8990;-0,0312;1,037
10,9340;0,5159;-0,8990;-0,0273;1,037
10,9360;0,5120;-0,8912;-0,0273;1,028
10,9370;0,5159;-0,8951;-0,0351;1,034
10,9410;0,5159;-0,9030;-0,0312;1,040
10,9420;0,5159;-0,8990;-0,0273;1,037
10,9440;0,5120;-0,8951;-0,0273;1,032
10,9460;0,5082;-0,8912;-0,0312;1,026
10,9540;0,5120;-0,8873;-0,0273;1,025
11,0150;0,5042;-0,8873;-0,0273;1,021
11,0170;0,5082;-0,8912;-0,0312;1,026
11,1680;0,5042;-0,8951;-0,0312;1,028
11,1700;0,5082;-0,8951;-0,0312;1,030
11,1720;0,5082;-0,8951;-0,0351;1,030
11,1740;0,5120;-0,8990;-0,0312;1,035
11,1750;0,5159;-0,8990;-0,0273;1,037
11,1770;0,5120;-0,8990;-0,0312;1,035
11,1790;0,5082;-0,8990;-0,0312;1,033
11,1810;0,5120;-0,8951;-0,0273;1,032
11,1820;0,5082;-0,8951;-0,0273;1,030
11,1840;0,5082;-0,8990;-0,0312;1,033
11,1880;0,5120;-0,8951;-0,0312;1,032
11,1890;0,5120;-0,8912;-0,0312;1,028
11,1910;0,5277;-0,9030;-0,0312;1,046
11,1930;0,5199;-0,9030;-0,0351;1,043
11,1950;0,5120;-0,8990;-0,0273;1,035
11,2080;0,5082;-0,8990;-0,0234;1,033
11,2500;0,5042;-0,8990;-0,0273;1,031
11,2520;0,5042;-0,8951;-0,0273;1,028
11,2540;0,5082;-0,8951;-0,0234;1,030
11,2560;0,5120;-0,9030;-0,0273;1,038
11,2690;0,5082;-0,9030;-0,0234;1,036
11,2740;0,5120;-0,8951;-0,0195;1,031
11,2870;0,5120;-0,8912;-0,0195;1,028
11,2940;0,5159;-0,8951;-0,0195;1,033
11,3040;0,5159;-0,8990;-0,0195;1,037
11,3430;0,5199;-0,8951;-0,0273;1,035
11,3480;0,5120;-0,8951;-0,0273;1,032
11,3500;0,5042;-0,8873;-0,0312;1,021
11,3510;0,5042;-0,8951;-0,0351;1,028
11,3580;0,5042;-0,8873;-0,0312;1,021
11,3680;0,5003;-0,8912;-0,0312;1,023
11,3800;0,4964;-0,8912;-0,0312;1,021
11,3840;0,5042;-0,8951;-0,0312;1,028
11,3940;0,5042;-0,8990;-0,0273;1,031
11,4450;0,5082;-0,9030;-0,0273;1,036
11,4470;0,5120;-0,8990;-0,0312;1,035
11,4490;0,5159;-0,9030;-0,0273;1,040
11,4590;0,5120;-0,9030;-0,0273;1,038
11,4600;0,5082;-0,8990;-0,0234;1,033
11,4630;0,5159;-0,9030;-0,0273;1,040
11,4650;0,5120;-0,9068;-0,0273;1,042
11,4740;0,5120;-0,8990;-0,0234;1,035
11,4880;0,5003;-0,8951;-0,0273;1,026
11,5360;0,5042;-0,8951;-0,0312;1,028
11,5390;0,5003;-0,8951;-0,0351;1,026
11,5400;0,5003;-0,8912;-0,0312;1,023
11,5420;0,5003;-0,8951;-0,0312;1,026
11,5440;0,5082;-0,8951;-0,0312;1,030
11,5540;0,5120;-0,8951;-0,0312;1,032
11,5670;0,5159;-0,8990;-0,0312;1,037
11,5780;0,5120;-0,8951;-0,0312;1,032
11,5880;0,5120;-0,8912;-0,0312;1,028
11,5940;0,5159;-0,8990;-0,0234;1,037
11,6040;0,5082;-0,8951;-0,0273;1,030
11,6440;0,5120;-0,8951;-0,0273;1,032
11,6470;0,5082;-0,8990;-0,0273;1,033
11,6480;0,5042;-0,8951;-0,0273;1,028
11,6520;0,5042;-0,8912;-0,0273;1,024
11,6540;0,5003;-0,8951;-0,0273;1,026
11,6650;0,5003;-0,8990;-0,0234;1,029
11,6840;0,5003;-0,8951;-0,0234;1,026
11,7380;0,5003;-0,8990;-0,0273;1,029
11,7400;0,5042;-0,9068;-0,0312;1,038
11,7440;0,5082;-0,9068;-0,0273;1,040
11,7460;0,5120;-0,9030;-0,0273;1,038
11,7470;0,5120;-0,9068;-0,0234;1,042
11,7490;0,5120;-0,9030;-0,0273;1,038
11,7570;0,5120;-0,8990;-0,0234;1,035
11,7640;0,5082;-0,8951;-0,0273;1,030
11,7740;0,5120;-0,8951;-0,0273;1,032
11,7880;0,5082;-0,8912;-0,0273;1,026
11,7980;0,5082;-0,8873;-0,0273;1,023
11,8040;0,5042;-0,8951;-0,0312;1,028
11,8450;0,5003;-0,8873;-0,0312;1,019
11,8470;0,5082;-0,8873;-0,0312;1,023
11,8490;0,5120;-0,8951;-0,0351;1,032
11,8540;0,5120;-0,8990;-0,0351;1,035
11,8650;0,5120;-0,8951;-0,0351;1,032
11,8820;0,5199;-0,8990;-0,0312;1,039
11,8840;0,5120;-0,9030;-0,0312;1,039
11,9000;0,5082;-0,9030;-0,0312;1,037
11,9040;0,5082;-0,9030;-0,0273;1,036
11,9260;0,5003;-0,8951;-0,0273;1,026
12,0180;0,4924;-0,8951;-0,0234;1,022
12,0200;0,4886;-0,8951;-0,0234;1,020
12,0220;0,4964;-0,8951;-0,0156;1,024
12,0240;0,5042;-0,8990;-0,0156;1,031
12,0260;0,5082;-0,9030;-0,0156;1,036
12,0290;0,5082;-0,8990;-0,0156;1,033
12,0310;0,5120;-0,9030;-0,0195;1,038
12,0320;0,5120;-0,9030;-0,0234;1,038
12,0340;0,5159;-0,9030;-0,0273;1,040
12,0360;0,5238;-0,9107;-0,0273;1,051
12,0380;0,5199;-0,9068;-0,0273;1,046
12,0470;0,5082;-0,9030;-0,0273;1,036
12,0540;0,5082;-0,8990;-0,0312;1,033
12,0980;0,4964;-0,8951;-0,0273;1,024
12,1000;0,4964;-0,8912;-0,0234;1,020
12,1020;0,4924;-0,8873;-0,0234;1,015
12,1060;0,4886;-0,8834;-0,0195;1,010
12,2600;0,4886;-0,8873;-0,0195;1,013
12,2620;0,4964;-0,8912;-0,0195;1,020
12,2640;0,4964;-0,9030;-0,0273;1,031
12,2650;0,4964;-0,8990;-0,0312;1,027
12,2670;0,5120;-0,9030;-0,0312;1,039
12,2690;0,5120;-0,9107;-0,0273;1,045
12,2710;0,5082;-0,9107;-0,0234;1,043
12,2730;0,5082;-0,9030;-0,0078;1,036
12,2740;0,5082;-0,9030;-0,0039;1,036
12,2760;0,5042;-0,9107;-0,0116;1,041
12,2780;0,5042;-0,9068;-0,0156;1,038
12,2790;0,5120;-0,9030;-0,0156;1,038
12,2810;0,5199;-0,9030;-0,0195;1,042
12,2830;0,5277;-0,9030;-0,0195;1,046
12,2850;0,5199;-0,8990;-0,0273;1,039
12,2940;0,5042;-0,8951;-0,0234;1,028
12,3360;0,4924;-0,8873;-0,0234;1,015
12,3380;0,4807;-0,8834;-0,0234;1,006
12,3400;0,4847;-0,8795;-0,0234;1,004
12,3440;0,4886;-0,8873;-0,0234;1,013
12,3540;0,5003;-0,8951;-0,0273;1,026
12,3670;0,5082;-0,8951;-0,0312;1,030
12,3750;0,5159;-0,9030;-0,0273;1,040
12,3840;0,5159;-0,9107;-0,0234;1,047
12,4270;0,5082;-0,9107;-0,0234;1,043
12,4290;0,5082;-0,9068;-0,0234;1,040
12,4300;0,5120;-0,9107;-0,0234;1,045
12,4320;0,5120;-0,9186;-0,0234;1,052
12,4350;0,5042;-0,9147;-0,0273;1,045
12,4440;0,4964;-0,9068;-0,0273;1,034
12,4540;0,4847;-0,8990;-0,0234;1,022
12,4640;0,4847;-0,8990;-0,0273;1,022
12,5150;0,4886;-0,8990;-0,0273;1,024
12,5170;0,4964;-0,8990;-0,0351;1,028
12,5190;0,5082;-0,9030;-0,0312;1,037
12,5210;0,5120;-0,9030;-0,0273;1,038
12,5230;0,5120;-0,8990;-0,0273;1,035
12,5260;0,5082;-0,8951;-0,0273;1,030
12,5340;0,5003;-0,8912;-0,0156;1,022
12,5450;0,5003;-0,8912;-0,0234;1,022
12,5540;0,4964;-0,8951;-0,0195;1,024
12,5680;0,5003;-0,8912;-0,0312;1,023
12,5750;0,5003;-0,8951;-0,0312;1,026
12,5840;0,5159;-0,9030;-0,0273;1,040
12,6800;0,5238;-0,9068;-0,0312;1,048
12,6880;0,5238;-0,9030;-0,0234;1,044
12,6900;0,5159;-0,9030;-0,0234;1,040
12,6920;0,5120;-0,8951;-0,0156;1,031
12,7120;0,5120;-0,8951;-0,0116;1,031
