time;x;y;z;gforce
8.1070;-0.5433;-1.1883;0.1172;1.312
8.1100;-0.5941;-1.2352;0.0859;1.373
8.1120;-0.6606;-1.2469;0.0351;1.412
8.1150;-0.6801;-1.2040;0.0039;1.383
8.1570;-0.6528;-1.0632;-0.0195;1.248
8.1710;-0.5981;-0.9382;-0.0156;1.113
8.1730;-0.5238;-0.7896;0.0039;0.948
8.1740;-0.4924;-0.7192;0.0234;0.872
8.1760;-0.4573;-0.6645;0.0547;0.809
8.1890;-0.4573;-0.6684;0.0820;0.814
8.1910;-0.4768;-0.7114;0.1250;0.866
8.1930;-0.5082;-0.7740;0.1602;0.940
8.2100;-0.5511;-0.8756;0.2033;1.054
8.2130;-0.5590;-0.9382;0.2189;1.114
8.2240;-0.5590;-0.9811;0.2228;1.151
8.2310;-0.5277;-1.0007;0.2071;1.150
8.2820;-0.4924;-0.9929;0.1758;1.122
8.2910;-0.4495;-0.9772;0.1329;1.084
8.2930;-0.4339;-0.9733;0.1094;1.071
8.2950;-0.4183;-0.9733;0.0742;1.062
8.2960;-0.4104;-0.9772;0.0586;1.062
8.2990;-0.4026;-0.9694;0.0430;1.051
8.3020;-0.4065;-0.9615;0.0351;1.045
8.3600;-0.4026;-0.9420;0.0273;1.025
8.3620;-0.3987;-0.9303;0.0312;1.013
8.3650;-0.3987;-0.9030;0.0273;0.987
8.3690;-0.4026;-0.8873;0.0312;0.975
8.3710;-0.4183;-0.8795;0.0430;0.975
8.3720;-0.4260;-0.8639;0.0508;0.965
8.3740;-0.4378;-0.8248;0.0664;0.936
8.3840;-0.4456;-0.8013;0.0742;0.920
8.3900;-0.4416;-0.7465;0.0782;0.871
8.4060;-0.4299;-0.6997;0.0859;0.826
8.4100;-0.4065;-0.6371;0.0782;0.760
8.4570;-0.3948;-0.6058;0.0782;0.727
8.4620;-0.3791;-0.5707;0.0703;0.689
8.4650;-0.3635;-0.5550;0.0624;0.666
8.4670;-0.3479;-0.5511;0.0586;0.654
8.4700;-0.3400;-0.5590;0.0547;0.657
8.4780;-0.3479;-0.5902;0.0508;0.687
8.4800;-0.3596;-0.6293;0.0508;0.727
8.4900;-0.3831;-0.7114;0.0624;0.810
8.5000;-0.3987;-0.7622;0.0664;0.863
8.5440;-0.4065;-0.8091;0.0782;0.909
8.5470;-0.4104;-0.8599;0.0859;0.957
8.5490;-0.3987;-0.8678;0.0899;0.959
8.5510;-0.3752;-0.8521;0.0938;0.936
8.5520;-0.3557;-0.8365;0.0938;0.914
8.5650;-0.3361;-0.8131;0.0938;0.885
8.5700;-0.3244;-0.8013;0.0977;0.870
8.5800;-0.3165;-0.7973;0.0938;0.863
8.6270;-0.3205;-0.7973;0.0938;0.864
8.6300;-0.3283;-0.8091;0.0938;0.878
8.6330;-0.3440;-0.8248;0.0899;0.898
8.6350;-0.3596;-0.8482;0.0820;0.925
8.6370;-0.3713;-0.8521;0.0742;0.932
8.6420;-0.3908;-0.8482;0.0547;0.935
8.6500;-0.3987;-0.8365;0.0391;0.927
8.6660;-0.4065;-0.8013;0.0195;0.899
8.6700;-0.4143;-0.7740;0.0078;0.878
8.6820;-0.4143;-0.7270;-0.0039;0.837
8.6910;-0.4104;-0.6957;-0.0039;0.808
8.7010;-0.4026;-0.6489;0.0000;0.764
8.7470;-0.3987;-0.6293;0.0039;0.745
8.7570;-0.3987;-0.6215;0.0234;0.739
8.7590;-0.4065;-0.6332;0.0351;0.753
8.7610;-0.4260;-0.6723;0.0664;0.799
8.7620;-0.4416;-0.7036;0.0899;0.836
8.7640;-0.4534;-0.7622;0.1211;0.895
8.7740;-0.4651;-0.7973;0.1407;0.934
9.3520;-0.4691;-0.8560;0.1602;0.989
9.3550;-0.4730;-0.8951;0.1641;1.026
9.3570;-0.4730;-0.9303;0.1641;1.056
9.3600;-0.4691;-0.9694;0.1563;1.088
9.3610;-0.4691;-0.9929;0.1485;1.108
9.3630;-0.4573;-1.0202;0.1250;1.125
9.3650;-0.4573;-1.0281;0.1094;1.131
9.3670;-0.4534;-1.0398;0.0782;1.137
9.3700;-0.4534;-1.0437;0.0624;1.140
9.3720;-0.4612;-1.0515;0.0468;1.149
9.3750;-0.4651;-1.0554;0.0351;1.154
9.3770;-0.4807;-1.0554;0.0273;1.160
9.3800;-0.5785;-1.1922;0.0820;1.328
9.3820;-0.6098;-1.2000;0.0624;1.347
9.3870;-0.6176;-1.1727;0.0508;1.326
9.3910;-0.6098;-1.1062;0.0508;1.264
9.4030;-0.5941;-1.0398;0.0468;1.198
9.4530;-0.5629;-0.9459;0.0586;1.102
9.4550;-0.5472;-0.8951;0.0742;1.052
9.4580;-0.5394;-0.8521;0.0899;1.013
9.4600;-0.5433;-0.8443;0.1055;1.009
9.4620;-0.5433;-0.8404;0.1290;1.009
9.4650;-0.5472;-0.8521;0.1446;1.023
9.5100;-0.5355;-0.8639;0.1563;1.028
9.5140;-0.5315;-0.8756;0.1602;1.037
9.5160;-0.5199;-0.8990;0.1524;1.050
9.5180;-0.5082;-0.9224;0.1485;1.064
9.5200;-0.5042;-0.9577;0.1329;1.090
9.5230;-0.5003;-0.9850;0.1172;1.111
9.5330;-0.4964;-1.0163;0.1016;1.136
9.5400;-0.4964;-1.0281;0.0938;1.145
9.5940;-0.4768;-1.0202;0.0859;1.129
9.5970;-0.4612;-1.0085;0.0782;1.112
9.5990;-0.4183;-0.9303;0.0664;1.022
9.6010;-0.4104;-0.9224;0.0624;1.012
9.6040;-0.4143;-0.9186;0.0586;1.009
9.6060;-0.4260;-0.9186;0.0703;1.015
9.6170;-0.4416;-0.9264;0.0703;1.029
9.6200;-0.4534;-0.9264;0.0782;1.034
9.6700;-0.4612;-0.9030;0.0742;1.017
9.6720;-0.4651;-0.8795;0.0742;0.998
9.6740;-0.4573;-0.8404;0.0742;0.960
9.6760;-0.4339;-0.7700;0.0664;0.886
9.6780;-0.4221;-0.7270;0.0586;0.843
9.6830;-0.4104;-0.6880;0.0547;0.803
9.6920;-0.4065;-0.6684;0.0468;0.784
9.7410;-0.3948;-0.6449;0.0468;0.758
9.7440;-0.3948;-0.6371;0.0468;0.751
9.7460;-0.3869;-0.6371;0.0468;0.747
9.7500;-0.3869;-0.6489;0.0508;0.757
9.7520;-0.3869;-0.6684;0.0586;0.775
9.7540;-0.3908;-0.6918;0.0624;0.797
9.7620;-0.3948;-0.7309;0.0742;0.834
9.7730;-0.4026;-0.7544;0.0859;0.859
9.7800;-0.4026;-0.7973;0.0977;0.899
9.7900;-0.3948;-0.8131;0.1016;0.910
9.8410;-0.3869;-0.8248;0.1055;0.917
9.8440;-0.3752;-0.8169;0.1055;0.905
9.8470;-0.3635;-0.8131;0.1094;0.897
9.8500;-0.3557;-0.8091;0.1055;0.890
9.8520;-0.3479;-0.8052;0.0977;0.883
9.8540;-0.3440;-0.8052;0.0938;0.881
9.8620;-0.3440;-0.7973;0.0859;0.873
9.8720;-0.3440;-0.7935;0.0782;0.868
9.8800;-0.3517;-0.8013;0.0664;0.878
9.9300;-0.3596;-0.8052;0.0547;0.884
9.9340;-0.3791;-0.8091;0.0430;0.895
9.9360;-0.3869;-0.8091;0.0391;0.898
9.9380;-0.3948;-0.7896;0.0273;0.883
9.9410;-0.3987;-0.7700;0.0234;0.867
9.9430;-0.3987;-0.7465;0.0234;0.847
9.9520;-0.3908;-0.7114;0.0234;0.812
9.9600;-0.3948;-0.6957;0.0234;0.800
9.9730;-0.3948;-0.6723;0.0391;0.781
9.9800;-0.3948;-0.6645;0.0468;0.774
9.9940;-0.4026;-0.6684;0.0624;0.783
10.0000;-0.4104;-0.6723;0.0742;0.791
10.0110;-0.4183;-0.6957;0.0938;0.817
10.0200;-0.4221;-0.7153;0.1094;0.838
10.0730;-0.4260;-0.7388;0.1250;0.862
10.0770;-0.4260;-0.7583;0.1329;0.880
10.0790;-0.4299;-0.8052;0.1329;0.922
10.0810;-0.4299;-0.8287;0.1407;0.944
10.0820;-0.4378;-0.8756;0.1407;0.989
10.0840;-0.4416;-0.9030;0.1367;1.014
10.0900;-0.4495;-0.9420;0.1250;1.051
10.1000;-0.4495;-0.9577;0.1172;1.064
10.1500;-0.4456;-0.9733;0.1016;1.075
10.1520;-0.4416;-0.9811;0.0938;1.080
10.1540;-0.4378;-0.9733;0.0820;1.070
10.1560;-0.4378;-0.9772;0.0742;1.073
10.1570;-0.4495;-0.9811;0.0703;1.081
10.1610;-0.4573;-0.9890;0.0742;1.092
10.1700;-0.4691;-0.9929;0.0782;1.101
10.1810;-0.4886;-0.9967;0.0820;1.113
10.1930;-0.5082;-0.9967;0.0938;1.123
10.2000;-0.5238;-0.9890;0.0977;1.123
10.2110;-0.5315;-0.9733;0.1133;1.115
10.2550;-0.5394;-0.9459;0.1211;1.096
10.2570;-0.5394;-0.9224;0.1250;1.076
11.0720;-0.5277;-0.8795;0.1250;1.033
11.0740;-0.5238;-0.8639;0.1290;1.018
11.0760;-0.5199;-0.8521;0.1290;1.007
11.0770;-0.5238;-0.8599;0.1367;1.016
11.0800;-0.5394;-0.8990;0.1446;1.058
11.0810;-0.5511;-0.9382;0.1446;1.098
11.0830;-0.5707;-1.0046;0.1524;1.165
11.0860;-0.5785;-1.0515;0.1563;1.210
11.0880;-0.5902;-1.1140;0.1681;1.272
11.0910;-0.5941;-1.1492;0.1681;1.305
11.0930;-0.5902;-1.1883;0.1758;1.338
11.0950;-0.5823;-1.2000;0.1798;1.346
11.0980;-0.3791;-0.8287;0.1211;0.919
11.1000;-0.3635;-0.8287;0.1133;0.912
11.1070;-0.3596;-0.8248;0.1055;0.906
11.1190;-0.3517;-0.8208;0.0977;0.898
11.1220;-0.3479;-0.8169;0.0899;0.892
11.1310;-0.3479;-0.8131;0.0782;0.888
11.1400;-0.3479;-0.8169;0.0664;0.890
11.1950;-0.3557;-0.8131;0.0586;0.889
11.1990;-0.3596;-0.8091;0.0508;0.887
11.2010;-0.3674;-0.8091;0.0391;0.889
11.2030;-0.3752;-0.8013;0.0351;0.886
11.2040;-0.3791;-0.7857;0.0312;0.873
11.2060;-0.3831;-0.7661;0.0273;0.857
11.2150;-0.3831;-0.7427;0.0273;0.836
11.2290;-0.3831;-0.7270;0.0312;0.822
11.2310;-0.3831;-0.7114;0.0430;0.809
11.2740;-0.3869;-0.7036;0.0508;0.805
11.2770;-0.3908;-0.6957;0.0624;0.800
11.2790;-0.3948;-0.6918;0.0742;0.800
11.2830;-0.3987;-0.6957;0.0899;0.807
11.2840;-0.3987;-0.6957;0.1016;0.808
11.2940;-0.3948;-0.7114;0.1094;0.821
11.3080;-0.3987;-0.7192;0.1133;0.830
11.3110;-0.3948;-0.7427;0.1250;0.850
11.3260;-0.3987;-0.7622;0.1250;0.869
11.3300;-0.4026;-0.8013;0.1290;0.906
11.3400;-0.4065;-0.8248;0.1250;0.928
11.3960;-0.4143;-0.8482;0.1211;0.952
11.3980;-0.4104;-0.8795;0.1133;0.977
11.4010;-0.4143;-0.8912;0.1094;0.989
11.4020;-0.4104;-0.9107;0.1055;1.004
11.4040;-0.4065;-0.9107;0.1016;1.002
11.4060;-0.4065;-0.9147;0.0977;1.006
11.4150;-0.4065;-0.9186;0.0977;1.009
11.4200;-0.4143;-0.9264;0.0899;1.019
11.4300;-0.4221;-0.9264;0.0899;1.022
11.4750;-0.4378;-0.9342;0.0938;1.036
11.4800;-0.4456;-0.9382;0.0899;1.042
11.4820;-0.4612;-0.9342;0.0938;1.046
11.4830;-0.4730;-0.9264;0.0938;1.044
11.4850;-0.4847;-0.9107;0.0899;1.036
11.4940;-0.4886;-0.8912;0.0938;1.021
11.5010;-0.4886;-0.8678;0.0938;1.000
11.5100;-0.4886;-0.8521;0.0938;0.987
11.5200;-0.4924;-0.8326;0.0938;0.972
11.5300;-0.4886;-0.8287;0.1016;0.967
11.5800;-0.4924;-0.8404;0.1094;0.980
11.5830;-0.5003;-0.8599;0.1094;1.001
11.5850;-0.5082;-0.8951;0.1250;1.037
11.5870;-0.5159;-0.9224;0.1329;1.065
11.5900;-0.5238;-0.9733;0.1485;1.115
11.5920;-0.5277;-1.0085;0.1524;1.148
11.6000;-0.5355;-1.0554;0.1641;1.195
11.6140;-0.5355;-1.0789;0.1681;1.216
11.6200;-0.5277;-1.1062;0.1641;1.237
11.6360;-0.5315;-1.1101;0.1602;1.241
11.6400;-0.5238;-1.1218;0.1563;1.248
11.6500;-0.5159;-1.1180;0.1407;1.239
11.7030;-0.5159;-1.1140;0.1329;1.235
11.7050;-0.5199;-1.1218;0.1172;1.242
11.7100;-0.5355;-1.1297;0.1016;1.254
11.7120;-0.5511;-1.1257;0.0859;1.256
11.7140;-0.5629;-1.1257;0.0742;1.261
11.7160;-0.5785;-1.1101;0.0586;1.253
11.7260;-0.5902;-1.0945;0.0586;1.245
11.7300;-0.5941;-1.0710;0.0586;1.226
11.7400;-0.5981;-1.0515;0.0624;1.211
11.7520;-0.5981;-1.0202;0.0782;1.185
11.7660;-0.5941;-1.0085;0.0899;1.174
11.7710;-0.5902;-1.0007;0.1133;1.167
11.7800;-0.5902;-1.0046;0.1250;1.172
11.7900;-0.5902;-1.0241;0.1485;1.191
11.8360;-0.5941;-1.0437;0.1563;1.211
11.8380;-0.5941;-1.0749;0.1641;1.239
11.8430;-0.5902;-1.1023;0.1719;1.262
11.8450;-0.5863;-1.1374;0.1681;1.291
11.8480;-0.5863;-1.1609;0.1641;1.311
11.8500;-0.5785;-1.1883;0.1524;1.330
11.8640;-0.5785;-1.2000;0.1446;1.340
11.8710;-0.5707;-1.2079;0.1250;1.342
11.8810;-0.5667;-1.2040;0.1133;1.336
11.9350;-0.5667;-1.1961;0.0977;1.327
11.9380;-0.5667;-1.1844;0.0938;1.316
11.9410;-0.5746;-1.1727;0.0899;1.309
11.9430;-0.5785;-1.1688;0.0859;1.307
11.9470;-0.5823;-1.1648;0.0859;1.305
11.9500;-0.5902;-1.1374;0.0938;1.285
11.9520;-0.5941;-1.1218;0.0938;1.273
12.5530;-0.5941;-1.0906;0.0977;1.246
12.5550;-0.5941;-1.0593;0.0977;1.218
12.5570;-0.5823;-1.0202;0.0938;1.178
12.5600;-0.5746;-0.9967;0.0977;1.155
12.5620;-0.5629;-0.9694;0.0977;1.125
12.5630;-0.5590;-0.9655;0.0977;1.120
12.5650;-0.5472;-0.9577;0.0977;1.107
12.5670;-0.5433;-0.9615;0.1016;1.109
12.5710;-0.5433;-0.9811;0.1055;1.126
12.5730;-0.5394;-1.0007;0.1094;1.142
12.5750;-0.5433;-1.0281;0.1133;1.168
12.5760;-0.5433;-1.0515;0.1250;1.190
12.5780;-0.3713;-0.6997;0.0664;0.795
12.5810;-0.3713;-0.7074;0.0703;0.802
12.5830;-0.3752;-0.7309;0.0742;0.825
12.5940;-0.3791;-0.7427;0.0742;0.837
12.6000;-0.3869;-0.7779;0.0782;0.872
12.6190;-0.3831;-0.7973;0.0820;0.888
12.6210;-0.3869;-0.8248;0.0820;0.915
12.6780;-0.3908;-0.8443;0.0820;0.934
12.6810;-0.3869;-0.8639;0.0820;0.950
12.6830;-0.3869;-0.8756;0.0820;0.961
12.6850;-0.3831;-0.8912;0.0782;0.973
12.6870;-0.3869;-0.8990;0.0782;0.982
12.6890;-0.3908;-0.9147;0.0742;0.997
12.6910;-0.3908;-0.9186;0.0664;1.000
12.7000;-0.3987;-0.9303;0.0586;1.014
12.7100;-0.4065;-0.9342;0.0547;1.020
12.7560;-0.4183;-0.9382;0.0430;1.028
12.7590;-0.4299;-0.9382;0.0351;1.033
12.7610;-0.4378;-0.9303;0.0273;1.029
12.7640;-0.4456;-0.9342;0.0195;1.035
12.7660;-0.4573;-0.9186;0.0156;1.026
12.7730;-0.4651;-0.9147;0.0078;1.026
12.7860;-0.4691;-0.9068;0.0078;1.021
12.7900;-0.4768;-0.8951;0.0156;1.014
12.8380;-0.4847;-0.8912;0.0234;1.015
12.8410;-0.4924;-0.8912;0.0312;1.019
12.8430;-0.4964;-0.8951;0.0391;1.024
12.8440;-0.4964;-0.9068;0.0664;1.036
12.8460;-0.5042;-0.9264;0.0782;1.058
12.8550;-0.5120;-0.9498;0.1016;1.084
12.8600;-0.5120;-0.9694;0.1133;1.102
12.8750;-0.5159;-1.0046;0.1250;1.136
12.8800;-0.5199;-1.0281;0.1290;1.159
12.8900;-0.5159;-1.0554;0.1250;1.181
12.9470;-0.5159;-1.0671;0.1250;1.192
12.9500;-0.5199;-1.0945;0.1016;1.216
12.9530;-0.5199;-1.1023;0.0899;1.222
12.9550;-0.5277;-1.1218;0.0703;1.242
12.9570;-0.5315;-1.1257;0.0664;1.247
12.9590;-0.5394;-1.1297;0.0586;1.253
12.9610;-0.5394;-1.1336;0.0586;1.257
12.9730;-0.5472;-1.1297;0.0468;1.256
12.9800;-0.5550;-1.1257;0.0391;1.256
12.9920;-0.5629;-1.1218;0.0468;1.256
13.0000;-0.5667;-1.1140;0.0468;1.251
13.0100;-0.5785;-1.0984;0.0624;1.243
13.0600;-0.5863;-1.0866;0.0703;1.237
13.0620;-0.5941;-1.0710;0.0859;1.228
13.0660;-0.5863;-1.0593;0.0938;1.214
13.0690;-0.5902;-1.0437;0.1016;1.203
13.0710;-0.5863;-1.0281;0.1094;1.189
13.0730;-0.5823;-1.0241;0.1172;1.184
13.0980;-0.5785;-1.0358;0.1250;1.193
13.1010;-0.5823;-1.0632;0.1290;1.219
13.1240;-0.5863;-1.0866;0.1290;1.241
13.1260;-0.5902;-1.1218;0.1290;1.274
13.1330;-0.5941;-1.1453;0.1290;1.297
13.1970;-0.5941;-1.1648;0.1367;1.315
13.2010;-0.5863;-1.1727;0.1367;1.318
13.2030;-0.5746;-1.1765;0.1367;1.316
13.2070;-0.5667;-1.1727;0.1407;1.310
13.2140;-0.5590;-1.1609;0.1446;1.297
13.2160;-0.5550;-1.1609;0.1485;1.295
13.2180;-0.5550;-1.1532;0.1524;1.289
13.2210;-0.5629;-1.1532;0.1524;1.292
13.2230;-0.5667;-1.1492;0.1524;1.290
13.2320;-0.5629;-1.1297;0.1485;1.271
13.2400;-0.5629;-1.1023;0.1367;1.245
13.2920;-0.5590;-1.0710;0.1250;1.215
13.2940;-0.5550;-1.0281;0.1172;1.174
13.2960;-0.5472;-1.0046;0.1094;1.149
13.2980;-0.5394;-0.9772;0.1055;1.121
13.3000;-0.5394;-0.9615;0.1055;1.108
13.3040;-0.5433;-0.9615;0.1133;1.110
13.3130;-0.5511;-0.9655;0.1172;1.118
13.3810;-0.5472;-0.9850;0.1329;1.135
13.3830;-0.5511;-0.9967;0.1446;1.148
13.3860;-0.5433;-1.0046;0.1563;1.153
13.3870;-0.5315;-1.0046;0.1681;1.149
13.3910;-0.5120;-1.0046;0.1758;1.141
13.3930;-0.5003;-1.0046;0.1758;1.136
13.3960;-0.4964;-1.0085;0.1758;1.138
13.3970;-0.4847;-1.0123;0.1681;1.135
13.4070;-0.4768;-1.0163;0.1563;1.133
13.4100;-0.4730;-1.0163;0.1446;1.130
13.4250;-0.4651;-1.0123;0.1250;1.121
13.4710;-0.4612;-1.0046;0.1055;1.110
13.4740;-0.4573;-0.9929;0.0938;1.097
14.0750;-0.4573;-0.9733;0.0742;1.078
14.0760;-0.4495;-0.9577;0.0624;1.060
14.0780;-0.4573;-0.9342;0.0508;1.041
14.0800;-0.4573;-0.9147;0.0508;1.024
14.0820;-0.4573;-0.8951;0.0430;1.006
14.0840;-0.4573;-0.8756;0.0468;0.989
14.0850;-0.4534;-0.8560;0.0508;0.970
14.0880;-0.4534;-0.8365;0.0586;0.953
14.0910;-0.4534;-0.8169;0.0703;0.937
14.0930;-0.4495;-0.8091;0.0782;0.929
14.0950;-0.4378;-0.7896;0.0938;0.908
14.0960;-0.4339;-0.7817;0.0977;0.899
14.0990;-0.4730;-0.8678;0.0586;0.990
14.1010;-0.4768;-0.8639;0.0742;0.990
14.1020;-0.4807;-0.8639;0.0859;0.992
14.1140;-0.4886;-0.8678;0.0977;1.001
14.1200;-0.4886;-0.8756;0.1016;1.008
14.1300;-0.4924;-0.8912;0.1133;1.025
14.1400;-0.4924;-0.9030;0.1133;1.035
14.1880;-0.4964;-0.9264;0.1172;1.058
14.1930;-0.5003;-0.9459;0.1172;1.076
14.1950;-0.5042;-0.9772;0.1172;1.106
14.1970;-0.5120;-0.9929;0.1172;1.123
14.1990;-0.5120;-1.0163;0.1094;1.143
14.2010;-0.5159;-1.0398;0.1055;1.166
14.2100;-0.5159;-1.0476;0.1055;1.172
14.2650;-0.5159;-1.0593;0.1016;1.183
14.2680;-0.5199;-1.0632;0.1016;1.188
14.2700;-0.5199;-1.0632;0.0977;1.187
14.2720;-0.5199;-1.0632;0.1016;1.188
14.2740;-0.5277;-1.0632;0.1055;1.192
14.2750;-0.5355;-1.0632;0.1094;1.195
14.2860;-0.5433;-1.0554;0.1094;1.192
14.2900;-0.5472;-1.0476;0.1172;1.188
14.3040;-0.5590;-1.0398;0.1211;1.187
14.3100;-0.5590;-1.0281;0.1290;1.177
14.3220;-0.5629;-1.0123;0.1329;1.166
14.3310;-0.5629;-0.9967;0.1329;1.152
14.3400;-0.5590;-0.9811;0.1367;1.137
14.4000;-0.5550;-0.9733;0.1367;1.129
14.4030;-0.5511;-0.9772;0.1407;1.131
14.4050;-0.5550;-0.9850;0.1407;1.139
14.4070;-0.5629;-1.0123;0.1563;1.169
14.4090;-0.5629;-1.0319;0.1563;1.186
14.4110;-0.5629;-1.0593;0.1602;1.210
14.4130;-0.5629;-1.0789;0.1681;1.228
14.4220;-0.5590;-1.0984;0.1681;1.244
14.4300;-0.5550;-1.1062;0.1719;1.250
14.4760;-0.5511;-1.1140;0.1758;1.255
14.4790;-0.5433;-1.1101;0.1641;1.247
14.4810;-0.5355;-1.1101;0.1602;1.243
14.4850;-0.5315;-1.1101;0.1563;1.241
14.4860;-0.5277;-1.1062;0.1524;1.235
14.4940;-0.5355;-1.1062;0.1367;1.237
14.5000;-0.5433;-1.1023;0.1250;1.235
14.5150;-0.5472;-1.0828;0.1055;1.218
14.5620;-0.5511;-1.0749;0.0977;1.212
14.5640;-0.5511;-1.0515;0.0938;1.191
14.5660;-0.5433;-1.0358;0.0820;1.173
14.5680;-0.5433;-1.0085;0.0820;1.148
14.5710;-0.5433;-0.9967;0.0820;1.138
14.5720;-0.5394;-0.9772;0.0859;1.120
14.5830;-0.5394;-0.9733;0.0977;1.117
14.5900;-0.5394;-0.9733;0.1094;1.118
14.6000;-0.5394;-0.9850;0.1250;1.130
14.6440;-0.5355;-0.9890;0.1367;1.133
14.6480;-0.5315;-0.9929;0.1407;1.135
14.6500;-0.5199;-1.0046;0.1485;1.141
14.6520;-0.5120;-1.0046;0.1485;1.137
14.6560;-0.4964;-1.0085;0.1446;1.133
14.6630;-0.4924;-1.0163;0.1446;1.139
14.6700;-0.4886;-1.0241;0.1290;1.142
14.6800;-0.4847;-1.0281;0.1250;1.143
14.6960;-0.4807;-1.0319;0.1094;1.144
14.7000;-0.4807;-1.0358;0.1055;1.147
14.7140;-0.4768;-1.0319;0.0938;1.141
14.7200;-0.4768;-1.0241;0.0859;1.133
14.7300;-0.4730;-1.0085;0.0820;1.117
14.7820;-0.4691;-0.9967;0.0782;1.104
14.7850;-0.4651;-0.9772;0.0742;1.085
14.7940;-0.4612;-0.9615;0.0742;1.069
14.7960;-0.4651;-0.9498;0.0703;1.060
14.7970;-0.4612;-0.9303;0.0782;1.041
14.8000;-0.4691;-0.9186;0.0782;1.034
14.8020;-0.4651;-0.9107;0.0820;1.026
14.8110;-0.4651;-0.8834;0.0859;1.002
14.8200;-0.4534;-0.8678;0.0899;0.983
14.8300;-0.4495;-0.8560;0.0899;0.971
14.8410;-0.4339;-0.8326;0.0899;0.943
14.8850;-0.4065;-0.7973;0.0899;0.900
14.8880;-0.4104;-0.8091;0.0899;0.912
14.8910;-0.4183;-0.8248;0.0938;0.930
14.8940;-0.4339;-0.8639;0.1016;0.972
14.8960;-0.4456;-0.8873;0.1055;0.999
14.9040;-0.4416;-0.8951;0.1094;1.004
14.9100;-0.4260;-0.8834;0.1094;0.987
14.9200;-0.4026;-0.8639;0.1055;0.959
14.9670;-0.3908;-0.8482;0.1016;0.939
14.9710;-0.3791;-0.8404;0.0938;0.927
14.9730;-0.3713;-0.8404;0.0977;0.924
15.6030;-0.3791;-0.8560;0.0938;0.941
15.6050;-0.3791;-0.8678;0.0938;0.952
15.6060;-0.3791;-0.8716;0.0977;0.956
15.6080;-0.3869;-0.8756;0.0899;0.962
15.6100;-0.3869;-0.8639;0.0859;0.950
15.6120;-0.3752;-0.8482;0.0820;0.931
15.6140;-0.3713;-0.8248;0.0703;0.907
15.6160;-0.3635;-0.8091;0.0703;0.890
15.6170;-0.3674;-0.7973;0.0586;0.880
15.6200;-0.3713;-0.7857;0.0547;0.871
15.6230;-0.3713;-0.7817;0.0508;0.867
15.6250;-0.3791;-0.7779;0.0508;0.867
15.6270;-0.5394;-1.0632;0.0586;1.194
15.6290;-0.5394;-1.0515;0.0586;1.183
15.6310;-0.5433;-1.0437;0.0624;1.178
15.6500;-0.5472;-1.0437;0.0742;1.181
15.6520;-0.5511;-1.0476;0.0899;1.187
15.6680;-0.5511;-1.0515;0.0938;1.191
15.6730;-0.5590;-1.0710;0.1055;1.213
15.7170;-0.5590;-1.0789;0.1172;1.221
15.7210;-0.5590;-1.0945;0.1250;1.235
15.7230;-0.5550;-1.1062;0.1367;1.245
15.7240;-0.5550;-1.1218;0.1367;1.259
15.7270;-0.5472;-1.1257;0.1290;1.258
15.7350;-0.5433;-1.1374;0.1290;1.267
15.7490;-0.5394;-1.1414;0.1250;1.269
15.7510;-0.5394;-1.1453;0.1133;1.271
15.7610;-0.5394;-1.1492;0.1016;1.274
15.8070;-0.5394;-1.1532;0.0977;1.277
15.8150;-0.5433;-1.1532;0.0899;1.278
15.8170;-0.5433;-1.1453;0.0820;1.270
15.8190;-0.5394;-1.1336;0.0782;1.258
15.8210;-0.5433;-1.1140;0.0742;1.242
15.8230;-0.5433;-1.1062;0.0782;1.235
15.8300;-0.5433;-1.0828;0.0782;1.214
15.8400;-0.5472;-1.0710;0.0820;1.206
15.8530;-0.5472;-1.0515;0.0938;1.189
15.8600;-0.5472;-1.0398;0.1055;1.180
15.9040;-0.5394;-1.0241;0.1133;1.163
15.9070;-0.5355;-1.0163;0.1172;1.155
15.9090;-0.5315;-1.0085;0.1172;1.146
15.9110;-0.5238;-0.9967;0.1211;1.132
15.9150;-0.5199;-0.9929;0.1329;1.129
15.9220;-0.5159;-0.9967;0.1367;1.131
15.9300;-0.5159;-1.0046;0.1367;1.138
15.9400;-0.5120;-1.0202;0.1407;1.150
15.9880;-0.5082;-1.0319;0.1407;1.159
15.9910;-0.5042;-1.0358;0.1367;1.160
15.9920;-0.4964;-1.0319;0.1367;1.153
15.9980;-0.4807;-1.0241;0.1329;1.139
16.0000;-0.4768;-1.0202;0.1290;1.134
16.0020;-0.4691;-1.0123;0.1329;1.124
16.0110;-0.4612;-1.0123;0.1211;1.119
16.0240;-0.4612;-1.0007;0.1172;1.108
16.0300;-0.4573;-0.9929;0.1133;1.099
16.0400;-0.4573;-0.9850;0.1055;1.091
16.0510;-0.4534;-0.9694;0.1016;1.075
16.0610;-0.4495;-0.9498;0.0938;1.055
16.1170;-0.4495;-0.9382;0.0938;1.045
16.1200;-0.4416;-0.9107;0.0782;1.015
16.1230;-0.4378;-0.8873;0.0742;0.992
16.1240;-0.4378;-0.8716;0.0703;0.978
16.1260;-0.4378;-0.8560;0.0703;0.964
16.1300;-0.4299;-0.8443;0.0703;0.950
16.1310;-0.4339;-0.8365;0.0703;0.945
16.1420;-0.4299;-0.8287;0.0782;0.937
16.1500;-0.4260;-0.8248;0.0782;0.932
