time,x,y,z
17:40:39:173,-0.02,-0.01,-0.11
17:40:39:174,-0.02,0.00,-0.09
17:40:39:175,-0.02,0.00,-0.01
17:40:39:177,-0.01,0.00,0.06
17:40:39:179,-0.01,0.00,0.13
17:40:39:180,-0.00,0.01,0.19
17:40:39:182,-0.01,0.00,0.17
17:40:39:213,-0.02,0.00,0.11
17:40:39:216,-0.04,-0.01,0.01
17:40:39:217,-0.04,-0.03,-0.07
17:40:39:219,-0.03,-0.03,-0.07
17:40:39:225,-0.02,-0.02,-0.03
17:40:39:235,-0.00,-0.01,0.06
17:40:39:245,-0.00,0.00,0.09
17:40:39:275,-0.01,0.00,0.07
17:40:39:277,-0.02,0.00,0.06
17:40:39:278,-0.03,-0.01,0.01
17:40:39:286,-0.03,-0.02,-0.00
17:40:39:294,-0.02,-0.01,0.01
17:40:39:338,-0.02,0.00,0.02
17:40:39:342,-0.02,0.00,0.02
17:40:39:345,-0.02,0.00,0.01
17:40:39:348,-0.02,-0.01,0.02
17:40:39:362,-0.01,0.00,0.04
17:40:39:366,-0.00,0.01,0.06
17:40:39:371,-0.01,0.01,0.06
17:40:39:385,-0.00,0.01,0.06
17:40:39:391,-0.01,-0.00,0.04
17:40:39:425,-0.02,-0.01,0.01
17:40:39:427,-0.01,-0.01,0.00
17:40:39:429,-0.01,-0.00,-0.02
17:40:39:439,0.00,0.01,0.00
17:40:39:451,-0.01,0.01,0.01
17:40:39:459,-0.02,-0.00,0.04
17:40:39:468,-0.01,0.01,0.05
17:40:39:478,-0.02,0.01,0.05
17:40:39:509,-0.01,-0.00,0.03
17:40:39:511,-0.01,0.01,0.01
17:40:39:515,-0.01,-0.00,-0.02
17:40:39:517,-0.01,-0.00,-0.05
17:40:39:526,-0.01,0.01,-0.06
17:40:39:536,-0.01,0.01,-0.06
17:40:39:546,-0.00,0.02,-0.03
17:40:39:556,-0.00,0.01,0.01
17:40:39:590,-0.00,0.01,0.04
17:40:39:593,0.00,0.01,0.06
17:40:39:594,-0.01,0.01,0.07
17:40:39:596,-0.01,0.01,0.06
17:40:39:604,-0.03,-0.00,0.04
17:40:39:618,-0.03,-0.00,0.01
17:40:39:624,-0.04,-0.00,-0.02
17:40:39:634,-0.03,0.01,-0.03
17:40:39:643,-0.02,0.01,-0.02
17:40:39:653,-0.03,0.01,-0.00
17:40:39:662,-0.02,0.01,0.02
17:40:39:699,-0.02,0.01,0.04
17:40:39:702,-0.01,0.02,0.05
17:40:39:704,-0.00,0.01,0.05
17:40:39:705,0.00,-0.00,0.03
17:40:39:711,0.00,-0.00,0.01
17:40:39:721,-0.00,-0.01,-0.02
17:40:39:736,-0.00,-0.00,-0.03
17:40:39:740,-0.01,0.00,-0.01
17:40:39:751,-0.01,0.00,0.01
17:40:39:760,-0.01,0.01,0.04
17:40:39:770,-0.01,0.01,0.05
17:40:39:819,-0.01,0.01,0.04
17:40:39:822,-0.01,0.01,0.03
17:40:39:824,-0.00,0.00,0.03
17:40:39:826,0.00,-0.01,0.01
17:40:39:828,0.00,-0.02,-0.00
17:40:39:838,0.00,-0.02,-0.01
17:40:39:847,-0.01,-0.01,-0.01
17:40:39:857,-0.01,0.00,0.01
17:40:39:902,-0.02,0.01,0.03
17:40:39:906,-0.01,0.01,0.05
17:40:39:908,-0.02,0.01,0.05
17:40:39:910,-0.02,0.00,0.02
17:40:39:912,-0.02,0.00,-0.02
17:40:39:920,-0.03,0.00,-0.04
17:40:39:936,-0.03,0.01,-0.01
17:40:39:944,-0.03,0.00,0.01
17:40:39:955,-0.03,0.00,0.03
17:40:39:964,-0.02,0.00,0.04
17:40:40:22,-0.03,0.00,0.04
17:40:40:25,-0.03,0.00,0.04
17:40:40:29,-0.02,0.01,0.04
17:40:40:32,-0.03,0.01,0.04
17:40:40:34,-0.03,0.00,0.05
17:40:40:35,-0.03,0.01,0.06
17:40:40:37,-0.03,0.00,0.08
17:40:40:45,-0.03,0.00,0.09
17:40:40:53,-0.02,0.01,0.08
17:40:40:61,-0.02,0.01,0.06
17:40:40:93,-0.03,0.01,0.01
17:40:40:152,-0.03,-0.00,-0.03
17:40:40:153,-0.03,-0.00,-0.05
17:40:40:155,-0.02,-0.00,-0.05
17:40:40:156,-0.01,-0.00,-0.01
17:40:40:159,-0.01,0.01,0.03
17:40:40:160,-0.01,-0.00,0.04
17:40:40:162,-0.01,-0.00,0.03
17:40:40:163,-0.02,-0.00,-0.01
17:40:40:165,-0.02,-0.01,-0.04
17:40:40:171,-0.03,-0.00,-0.04
17:40:40:177,-0.03,0.01,-0.02
17:40:40:210,-0.03,0.01,0.02
17:40:40:212,-0.02,0.02,0.04
17:40:40:220,-0.02,-0.00,0.01
17:40:40:226,-0.01,-0.00,-0.01
17:40:40:236,-0.02,-0.00,-0.01
17:40:40:245,-0.02,-0.00,0.02
17:40:40:255,-0.01,0.01,0.06
17:40:40:292,-0.01,0.01,0.08
17:40:40:295,-0.01,0.01,0.10
17:40:40:297,-0.02,0.01,0.08
17:40:40:300,-0.03,-0.00,0.06
17:40:40:306,-0.03,-0.01,0.03
17:40:40:313,-0.04,-0.02,0.01
17:40:40:323,-0.03,-0.02,0.00
17:40:40:335,-0.02,-0.01,-0.01
17:40:40:343,-0.02,-0.00,0.00
17:40:40:353,-0.01,0.01,0.01
17:40:40:362,-0.01,-0.00,0.02
17:40:40:372,-0.01,-0.01,0.03
17:40:40:382,-0.00,-0.01,0.04
17:40:40:422,-0.00,-0.01,0.03
17:40:40:425,-0.01,-0.00,0.03
17:40:40:427,-0.01,0.01,0.03
17:40:40:430,-0.03,0.01,0.01
17:40:40:432,-0.03,-0.00,0.01
17:40:40:440,-0.02,-0.00,0.01
17:40:40:454,-0.02,-0.00,0.01
17:40:40:459,-0.01,-0.00,0.01
17:40:40:469,-0.01,0.01,0.01
17:40:40:479,-0.01,0.01,0.01
17:40:40:520,-0.01,0.01,0.00
17:40:40:523,-0.01,-0.00,-0.01
17:40:40:527,-0.00,0.01,0.01
17:40:40:537,-0.00,0.02,0.03
17:40:40:547,-0.01,0.02,0.03
17:40:40:557,-0.02,0.02,0.04
17:40:40:605,-0.03,0.01,0.03
17:40:40:608,-0.03,0.01,0.02
17:40:40:610,-0.02,0.01,0.01
17:40:40:612,-0.01,0.01,-0.01
17:40:40:613,0.00,0.01,-0.02
17:40:40:616,0.00,-0.00,-0.02
17:40:40:625,0.00,-0.00,-0.01
17:40:40:638,0.00,-0.00,-0.00
17:40:40:644,0.00,-0.00,0.01
17:40:40:654,0.00,0.01,-0.00
17:40:40:663,0.00,0.01,-0.01
17:40:40:705,0.00,0.01,-0.00
17:40:40:708,0.01,0.01,0.01
17:40:40:711,-0.00,-0.00,0.01
17:40:40:713,0.01,-0.01,0.02
17:40:40:716,0.01,-0.02,0.02
17:40:40:725,0.01,-0.02,0.00
17:40:40:732,0.02,-0.00,0.01
17:40:40:741,0.01,0.01,0.01
17:40:40:754,0.01,0.02,0.02
17:40:40:761,0.01,0.02,0.01
17:40:40:771,0.01,-0.00,-0.00
17:40:40:780,0.01,-0.01,-0.01
17:40:40:823,-0.00,-0.01,-0.00
17:40:40:826,-0.00,-0.01,0.01
17:40:40:828,-0.00,-0.00,0.02
17:40:40:830,-0.00,0.01,0.03
17:40:40:834,0.01,-0.00,0.02
17:40:40:841,0.01,-0.01,0.01
17:40:40:848,0.01,-0.01,-0.00
17:40:40:858,0.01,-0.01,-0.01
17:40:40:904,0.01,-0.01,0.00
17:40:40:907,0.02,-0.01,0.01
17:40:40:910,0.02,-0.00,0.00
17:40:40:916,0.01,-0.00,-0.01
17:40:40:926,-0.00,-0.00,0.00
17:40:40:939,-0.00,-0.00,0.00
17:40:40:945,-0.01,-0.00,-0.01
17:40:40:955,-0.02,0.01,-0.01
17:40:40:964,-0.01,0.01,-0.02
17:40:41:20,-0.01,0.01,-0.01
17:40:41:25,-0.01,0.01,0.01
17:40:41:29,0.00,0.01,0.02
17:40:41:35,0.00,0.01,0.02
17:40:41:40,0.00,-0.00,0.01
17:40:41:42,-0.01,-0.00,-0.00
17:40:41:44,-0.01,-0.00,-0.01
17:40:41:47,-0.01,-0.00,-0.00
17:40:41:57,-0.01,0.01,0.01
17:40:41:61,0.00,0.01,0.01
17:40:41:71,-0.01,0.01,0.01
17:40:41:81,-0.01,0.01,-0.00
17:40:41:112,-0.01,0.01,-0.00
17:40:41:170,-0.01,0.01,0.01
17:40:41:172,0.00,0.01,0.02
17:40:41:173,0.00,0.01,0.03
17:40:41:174,0.00,0.01,0.02
17:40:41:176,-0.01,0.01,0.02
17:40:41:178,-0.02,0.01,0.02
17:40:41:179,-0.03,0.01,0.03
17:40:41:181,-0.03,0.01,0.03
17:40:41:188,-0.02,0.01,0.02
17:40:41:197,-0.01,0.01,0.01
17:40:41:229,0.00,0.01,-0.00
17:40:41:232,0.00,0.01,-0.01
17:40:41:236,-0.01,0.01,-0.01
17:40:41:238,-0.02,-0.00,-0.00
17:40:41:246,-0.02,-0.00,0.01
17:40:41:256,-0.02,-0.00,0.01
17:40:41:265,-0.01,-0.00,0.00
17:40:41:302,-0.01,0.01,-0.00
17:40:41:306,-0.01,0.01,-0.01
17:40:41:309,-0.01,0.01,-0.01
17:40:41:311,-0.01,0.01,0.00
17:40:41:314,-0.00,0.01,0.01
17:40:41:324,-0.01,-0.00,0.01
17:40:41:338,-0.01,-0.00,0.02
17:40:41:343,-0.01,-0.01,0.02
17:40:41:353,-0.02,-0.02,0.01
17:40:41:362,-0.01,-0.01,0.00
17:40:41:372,-0.01,-0.01,-0.01
17:40:41:382,-0.01,-0.01,-0.02
17:40:41:411,-0.00,0.00,-0.02
17:40:41:413,-0.00,-0.01,-0.02
17:40:41:415,-0.00,-0.01,-0.01
17:40:41:421,0.01,-0.01,-0.01
17:40:41:430,0.01,-0.02,0.00
17:40:41:440,-0.00,-0.01,-0.00
17:40:41:450,-0.01,-0.01,-0.00
17:40:41:460,-0.02,-0.01,0.01
17:40:41:506,-0.03,0.00,0.01
17:40:41:509,-0.03,0.00,0.02
17:40:41:511,-0.03,0.00,0.02
17:40:41:513,-0.02,0.00,0.01
17:40:41:522,-0.01,0.00,-0.00
17:40:41:528,0.00,-0.01,-0.01
17:40:41:539,0.01,-0.01,-0.01
17:40:41:547,0.01,-0.01,0.01
17:40:41:557,0.01,-0.01,0.02
17:40:41:567,0.00,-0.01,0.04
17:40:41:610,-0.01,-0.01,0.03
17:40:41:613,-0.01,-0.01,0.03
17:40:41:616,-0.01,0.00,0.02
17:40:41:618,-0.02,0.00,0.02
17:40:41:626,-0.02,-0.01,0.02
17:40:41:640,-0.02,-0.00,0.01
17:40:41:644,-0.02,-0.01,-0.00
17:40:41:656,-0.01,-0.02,-0.01
17:40:41:664,-0.00,-0.01,-0.02
17:40:41:674,-0.00,-0.01,-0.01
17:40:41:683,-0.00,-0.00,-0.00
17:40:41:724,-0.00,0.01,0.01
17:40:41:728,-0.00,0.01,0.02
17:40:41:730,-0.00,0.01,0.01
17:40:41:732,-0.00,0.01,0.00
17:40:41:735,-0.00,-0.00,-0.00
17:40:41:742,-0.01,-0.00,-0.01
17:40:41:756,-0.01,-0.00,0.01
17:40:41:761,-0.01,-0.00,0.02
17:40:41:772,-0.02,0.01,0.03
17:40:41:822,-0.02,-0.00,0.01
17:40:41:825,-0.02,-0.00,-0.01
17:40:41:827,-0.02,-0.00,-0.02
17:40:41:829,-0.02,0.01,-0.01
17:40:41:839,-0.02,-0.00,0.01
17:40:41:848,-0.02,-0.00,0.03
17:40:41:859,-0.02,-0.00,0.04
17:40:41:868,-0.01,-0.00,0.04
17:40:41:909,-0.01,0.01,0.02
17:40:41:912,-0.01,-0.00,-0.01
17:40:41:914,-0.01,-0.00,-0.03
17:40:41:916,-0.01,-0.00,-0.03
17:40:41:922,-0.00,-0.00,-0.01
17:40:41:930,0.01,0.01,0.02
17:40:41:941,0.02,0.01,0.04
17:40:41:946,0.02,-0.00,0.05
17:40:41:956,0.01,-0.00,0.05
17:40:41:965,-0.00,-0.00,0.04
17:40:41:975,-0.01,-0.00,0.02
17:40:41:984,-0.01,0.01,-0.00
17:40:42:41,-0.02,0.01,-0.01
17:40:42:44,-0.02,0.01,-0.00
17:40:42:46,-0.02,0.01,0.02
17:40:42:48,-0.01,-0.00,0.03
17:40:42:50,0.00,-0.00,0.02
17:40:42:55,0.00,-0.00,0.01
17:40:42:57,0.00,-0.00,0.00
17:40:42:65,-0.01,0.01,0.00
17:40:42:73,-0.01,-0.00,0.00
17:40:42:81,-0.01,-0.01,0.00
17:40:42:145,-0.01,-0.01,0.00
17:40:42:148,-0.01,-0.02,0.00
17:40:42:150,0.00,-0.01,0.00
17:40:42:225,0.00,-0.00,0.01
17:40:42:227,0.01,-0.01,0.01
17:40:42:229,0.01,-0.00,0.01
17:40:42:231,0.00,-0.01,0.02
17:40:42:233,0.00,-0.01,0.01
17:40:42:235,-0.01,-0.00,0.01
17:40:42:239,0.00,-0.00,0.02
17:40:42:241,0.00,0.01,0.01
17:40:42:242,0.00,0.01,0.01
17:40:42:243,-0.01,0.01,-0.00
17:40:42:245,0.00,0.01,-0.00
17:40:42:246,0.00,0.01,0.01
17:40:42:256,0.00,0.01,0.01
17:40:42:296,-0.01,0.01,0.01
17:40:42:299,-0.02,0.01,-0.00
17:40:42:300,-0.02,0.01,-0.00
17:40:42:314,-0.02,-0.00,0.01
17:40:42:346,-0.02,-0.00,0.00
17:40:42:348,-0.01,-0.00,0.01
17:40:42:350,-0.01,-0.00,0.01
17:40:42:357,-0.01,0.01,0.00
17:40:42:373,-0.01,-0.00,-0.02
17:40:42:382,-0.01,-0.00,-0.01
17:40:42:392,-0.00,-0.00,-0.01
17:40:42:402,-0.00,-0.00,0.00
17:40:42:432,-0.00,0.01,0.02
17:40:42:434,-0.00,0.02,0.02
17:40:42:441,-0.01,0.01,0.02
17:40:42:451,-0.01,0.01,0.01
17:40:42:460,-0.01,-0.00,0.00
17:40:42:473,-0.01,-0.00,0.01
17:40:42:479,-0.00,0.01,0.01
17:40:42:517,-0.01,0.01,0.02
17:40:42:521,-0.01,0.01,0.03
17:40:42:523,-0.01,0.01,0.02
17:40:42:528,-0.00,-0.00,0.02
17:40:42:539,-0.00,-0.00,0.02
17:40:42:547,-0.00,-0.00,0.03
17:40:42:557,-0.01,-0.01,0.02
17:40:42:567,-0.01,0.00,0.02
17:40:42:577,-0.02,0.00,0.01
17:40:42:626,-0.03,-0.01,-0.00
17:40:42:629,-0.02,-0.02,-0.00
17:40:42:631,-0.03,-0.02,-0.01
17:40:42:632,-0.02,-0.02,-0.01
17:40:42:635,-0.02,-0.02,-0.00
17:40:42:639,-0.01,0.00,-0.00
17:40:42:647,-0.01,0.00,0.01
17:40:42:658,-0.01,0.00,0.02
17:40:42:664,0.00,0.00,0.01
17:40:42:674,-0.01,-0.01,0.00
17:40:42:683,0.00,-0.01,0.00
17:40:42:695,0.00,-0.02,0.00
17:40:42:742,0.00,-0.01,0.00
17:40:42:745,-0.00,-0.01,0.01
17:40:42:747,-0.00,-0.01,0.01
17:40:42:749,-0.01,0.00,0.00
17:40:42:751,-0.01,0.00,0.01
17:40:42:753,-0.01,-0.01,0.00
17:40:42:761,-0.01,-0.01,-0.01
17:40:42:807,-0.02,-0.01,-0.01
17:40:42:811,-0.02,-0.01,-0.00
17:40:42:813,-0.03,-0.01,0.01
17:40:42:814,-0.03,-0.01,0.02
17:40:42:824,-0.02,-0.01,0.02
17:40:42:829,-0.02,-0.00,0.02
17:40:42:841,-0.02,-0.00,0.01
17:40:42:858,-0.03,0.01,0.01
17:40:42:868,-0.03,-0.00,0.01
17:40:42:878,-0.03,-0.00,0.02
17:40:42:933,-0.03,-0.01,0.02
17:40:42:937,-0.02,-0.01,0.02
17:40:42:940,-0.02,-0.00,0.02
17:40:42:943,-0.02,-0.00,0.02
17:40:42:945,-0.02,-0.00,0.02
17:40:42:948,-0.02,-0.00,0.02
17:40:42:965,-0.01,-0.00,0.02
17:40:43:27,-0.02,-0.00,0.02
17:40:43:30,-0.01,-0.01,0.03
17:40:43:32,-0.00,-0.02,0.03
17:40:43:34,-0.00,-0.02,0.02
17:40:43:37,0.01,-0.02,0.03
17:40:43:39,0.00,-0.01,0.02
17:40:43:42,0.00,-0.00,0.02
17:40:43:44,0.00,-0.00,0.01
17:40:43:53,-0.01,-0.01,0.00
17:40:43:62,0.00,-0.01,0.00
17:40:43:73,0.01,-0.01,0.01
17:40:43:81,0.02,0.00,0.02
17:40:43:91,0.03,0.01,0.02
17:40:43:101,0.02,0.00,0.01
17:40:43:153,0.02,0.00,-0.00
17:40:43:157,0.01,0.00,-0.00
17:40:43:160,0.02,0.00,0.01
17:40:43:161,0.01,0.00,0.01
17:40:43:162,0.01,0.00,0.01
17:40:43:169,-0.00,-0.01,0.00
17:40:43:178,-0.01,0.00,0.01
17:40:43:215,-0.00,0.00,0.01
17:40:43:217,-0.00,0.00,0.00
17:40:43:273,-0.00,0.01,0.00
17:40:43:275,-0.00,0.01,-0.02
17:40:43:276,-0.00,0.01,-0.01
17:40:43:278,0.01,0.01,-0.01
17:40:43:280,0.01,0.01,0.00
17:40:43:281,-0.00,0.00,0.00
17:40:43:283,-0.00,0.00,-0.00
17:40:43:289,-0.01,0.00,-0.00
17:40:43:295,-0.01,0.00,-0.00
17:40:43:308,-0.00,0.01,-0.00
17:40:43:314,-0.00,0.01,-0.01
17:40:43:352,-0.00,0.01,-0.01
17:40:43:354,0.01,0.01,-0.02
17:40:43:357,-0.00,0.01,-0.02
17:40:43:358,0.01,0.00,-0.01
17:40:43:363,0.02,0.00,-0.00
17:40:43:374,0.01,-0.01,0.01
17:40:43:393,-0.00,0.00,0.01
17:40:43:402,-0.01,-0.01,0.01
17:40:43:445,-0.02,0.00,0.01
17:40:43:448,-0.01,0.00,0.01
17:40:43:451,-0.01,0.01,-0.00
17:40:43:453,-0.00,0.01,0.00
17:40:43:462,-0.00,-0.00,0.01
17:40:43:470,0.00,-0.01,0.01
17:40:43:524,-0.00,-0.01,0.02
17:40:43:528,-0.01,-0.00,0.01
17:40:43:530,-0.02,-0.00,0.01
17:40:43:532,-0.02,-0.00,0.00
17:40:43:542,-0.02,-0.01,-0.01
17:40:43:548,-0.02,-0.00,-0.01
17:40:43:560,-0.02,-0.01,-0.01
17:40:43:577,-0.00,-0.00,0.00
17:40:43:587,-0.00,-0.00,-0.00
17:40:43:639,-0.00,-0.00,0.00
17:40:43:643,-0.00,-0.00,0.01
17:40:43:646,-0.01,-0.00,0.02
17:40:43:648,-0.00,-0.00,0.02
17:40:43:651,-0.00,0.01,0.02
17:40:43:654,0.01,-0.00,0.02
17:40:43:657,0.02,-0.01,0.01
17:40:43:666,0.02,-0.00,0.01
17:40:43:677,0.02,-0.01,0.02
17:40:43:684,0.01,-0.00,0.01
17:40:43:693,-0.01,-0.00,0.01
17:40:43:703,-0.02,-0.01,0.01
17:40:43:755,-0.03,-0.00,-0.01
17:40:43:760,-0.02,0.01,-0.01
17:40:43:763,-0.02,0.02,-0.01
17:40:43:765,-0.01,0.02,0.01
17:40:43:768,-0.01,0.02,0.01
17:40:43:771,-0.01,0.02,0.02
17:40:43:781,-0.01,0.02,0.02
17:40:43:814,-0.00,0.02,0.01
17:40:43:816,-0.00,0.01,-0.00
17:40:43:819,0.01,0.00,-0.00
17:40:43:829,0.02,0.00,-0.00
17:40:43:849,0.02,0.01,-0.01
17:40:43:858,0.01,0.00,-0.01
17:40:43:868,-0.01,0.00,0.00
17:40:43:888,-0.01,0.00,0.00
17:40:43:920,-0.01,0.01,0.00
17:40:43:924,-0.00,-0.00,-0.02
17:40:43:926,-0.00,-0.00,-0.02
17:40:43:928,-0.00,-0.00,-0.02
17:40:43:936,0.01,-0.00,-0.01
17:40:43:945,0.01,0.01,0.01
17:40:43:959,-0.01,-0.03,-0.01
17:40:43:965,-0.02,-0.05,-0.02
17:40:43:975,-0.02,-0.06,-0.03
17:40:43:984,-0.03,-0.06,-0.05
17:40:43:994,-0.02,-0.03,-0.02
17:40:44:4,-0.00,-0.00,0.00
17:40:44:44,-0.03,-0.01,0.00
17:40:44:46,-0.06,-0.11,-0.02
17:40:44:49,-0.10,-0.27,-0.09
17:40:44:50,-0.10,-0.43,-0.24
17:40:44:53,-0.08,-0.59,-0.34
17:40:44:63,-0.04,-0.60,-0.39
17:40:44:79,-0.02,-0.31,-0.36
17:40:44:83,-0.06,0.11,-0.10
17:40:44:93,-0.14,0.62,0.23
17:40:44:101,-0.16,0.93,0.60
17:40:44:143,-0.12,0.84,0.86
17:40:44:146,-0.19,0.54,0.78
17:40:44:150,-0.25,0.13,0.51
17:40:44:152,-0.34,-0.17,0.25
17:40:44:158,-0.39,-0.34,0.13
17:40:44:160,-0.33,-0.55,0.21
17:40:44:169,-0.32,-0.84,0.25
17:40:44:179,-0.32,-1.13,0.21
17:40:44:189,-0.31,-1.30,0.11
17:40:44:234,-0.28,-1.39,0.05
17:40:44:239,-0.16,-1.21,0.26
17:40:44:242,0.02,-0.91,0.65
17:40:44:245,0.09,-0.66,1.06
17:40:44:248,0.10,-0.35,1.44
17:40:44:251,0.10,-0.20,1.72
17:40:44:259,0.14,-0.09,1.70
17:40:44:266,0.20,-0.15,1.53
17:40:44:369,0.17,-0.47,1.38
17:40:44:371,0.08,-0.91,1.15
17:40:44:373,-0.13,-1.41,1.02
17:40:44:375,-0.38,-1.71,1.03
17:40:44:377,-0.51,-1.64,0.90
17:40:44:379,-0.70,-1.23,0.73
17:40:44:381,-1.00,-0.63,0.64
17:40:44:383,-1.22,0.06,0.59
17:40:44:385,-1.25,0.62,0.82
17:40:44:387,-0.80,1.18,1.16
17:40:44:389,0.01,1.62,1.36
17:40:44:391,0.83,1.71,1.21
17:40:44:393,1.37,1.34,0.75
17:40:44:402,1.46,0.43,0.10
17:40:44:434,1.18,-0.74,-0.67
17:40:44:437,0.92,-1.84,-1.35
17:40:44:441,0.89,-2.54,-2.04
17:40:44:443,1.08,-2.85,-2.55
17:40:44:451,1.53,-2.98,-2.81
17:40:44:461,2.04,-2.96,-2.84
17:40:44:470,2.60,-3.00,-2.71
17:40:44:480,3.25,-3.03,-2.73
17:40:44:494,3.87,-3.15,-3.03
17:40:44:499,4.27,-3.39,-3.48
17:40:44:511,4.56,-3.44,-3.88
17:40:44:518,4.56,-3.46,-4.11
17:40:44:550,4.56,-3.06,-4.09
17:40:44:553,4.81,-2.10,-3.82
17:40:44:555,4.69,-1.04,-3.77
17:40:44:559,4.34,-0.19,-3.77
17:40:44:567,3.45,0.04,-4.07
17:40:44:577,2.24,-0.36,-4.47
17:40:44:586,1.24,-1.02,-4.77
17:40:44:596,0.68,-1.47,-4.89
17:40:44:606,0.73,-1.36,-4.68
17:40:44:636,1.12,-0.73,-4.29
17:40:44:641,1.58,0.03,-4.62
17:40:44:643,1.94,0.61,-4.71
17:40:44:646,1.83,0.42,-5.03
17:40:44:655,1.60,-0.27,-5.52
17:40:44:664,1.56,-0.88,-4.76
17:40:44:677,1.38,-1.23,-4.51
17:40:44:683,1.31,-1.04,-4.04
17:40:44:695,1.09,-0.56,-3.39
17:40:44:703,0.61,-0.09,-3.17
17:40:44:715,0.28,0.11,-3.02
17:40:44:723,0.04,0.15,-3.08
17:40:44:768,-0.11,0.19,-3.45
17:40:44:771,0.05,0.00,-4.26
17:40:44:775,-0.49,-0.44,-4.25
17:40:44:777,-0.54,-0.51,-4.44
17:40:44:779,0.13,-0.28,-4.05
17:40:44:781,0.89,-0.13,-3.47
17:40:44:816,2.44,0.28,-3.44
17:40:44:820,3.81,0.79,-2.67
17:40:44:823,4.13,1.15,-2.73
17:40:44:826,3.54,1.01,-2.87
17:40:44:833,2.41,0.78,-3.17
17:40:44:839,1.27,0.17,-3.91
17:40:44:849,0.75,-0.49,-4.22
17:40:44:861,0.93,-0.47,-4.24
17:40:44:868,1.45,-0.22,-4.14
17:40:44:878,1.61,0.04,-4.10
17:40:44:887,1.42,0.01,-4.12
17:40:44:897,1.18,-0.11,-4.22
17:40:44:936,0.98,-0.15,-4.26
17:40:44:939,0.82,-0.13,-4.19
17:40:44:942,0.74,0.00,-4.18
17:40:44:944,0.61,0.34,-4.14
17:40:44:946,0.50,0.74,-4.26
17:40:44:955,0.39,1.15,-4.38
17:40:44:965,0.21,1.51,-4.45
17:40:44:977,0.04,1.59,-4.42
17:40:44:984,-0.06,1.58,-4.32
17:40:44:994,-0.10,1.56,-4.22
17:40:45:4,-0.15,1.50,-4.10
17:40:45:14,-0.25,1.47,-4.02
17:40:45:51,-0.35,1.44,-3.91
17:40:45:54,-0.37,1.36,-3.79
17:40:45:58,-0.39,1.42,-3.73
17:40:45:60,-0.46,1.64,-3.76
17:40:45:63,-0.62,1.89,-3.87
17:40:45:72,-0.78,2.13,-4.02
17:40:45:82,-0.83,2.34,-4.12
17:40:45:95,-0.92,2.50,-4.20
17:40:45:101,-1.15,2.59,-4.23
17:40:45:112,-1.43,2.60,-4.24
17:40:45:121,-1.67,2.49,-4.17
17:40:45:162,-1.73,2.28,-4.01
17:40:45:165,-1.65,2.12,-3.81
17:40:45:167,-1.57,2.04,-3.63
17:40:45:170,-1.71,2.03,-3.64
17:40:45:172,-1.85,2.20,-3.67
17:40:45:184,-1.87,2.41,-3.68
17:40:45:189,-1.95,2.62,-3.64
17:40:45:199,-1.97,2.86,-3.46
17:40:45:242,-2.18,3.01,-3.39
17:40:45:245,-2.53,3.08,-3.39
17:40:45:247,-2.69,3.10,-3.32
17:40:45:250,-2.72,3.01,-3.25
17:40:45:321,-2.45,2.95,-3.03
17:40:45:322,-2.49,2.66,-2.86
17:40:45:325,-2.52,2.35,-2.67
17:40:45:327,-2.35,2.18,-2.51
17:40:45:329,-2.39,1.91,-2.46
17:40:45:330,-2.22,1.91,-2.38
17:40:45:332,-2.13,2.05,-2.39
17:40:45:334,-2.23,2.17,-2.35
17:40:45:336,-2.20,2.41,-2.24
17:40:45:338,-2.30,2.59,-2.18
17:40:45:347,-2.32,2.74,-2.04
17:40:45:353,-2.35,2.75,-1.97
17:40:45:363,-2.35,2.68,-1.90
17:40:45:373,-2.04,2.73,-0.80
17:40:45:404,-2.18,2.15,0.21
17:40:45:407,-2.22,2.05,1.07
17:40:45:409,-2.44,1.95,2.17
17:40:45:416,-2.74,2.00,1.75
17:40:45:421,-2.67,2.80,1.26
17:40:45:452,-2.50,3.13,0.88
17:40:45:454,-2.13,3.48,0.07
17:40:45:456,-1.67,3.55,-0.39
17:40:45:463,-1.22,3.40,-0.96
17:40:45:470,0.01,3.04,-1.34
17:40:45:480,0.59,2.13,-1.81
17:40:45:489,1.43,1.09,-1.76
17:40:45:499,1.87,0.34,-1.86
17:40:45:512,1.24,0.11,-1.36
17:40:45:519,1.00,0.66,0.11
17:40:45:555,0.33,1.48,0.93
17:40:45:559,0.13,2.03,1.86
17:40:45:561,-0.02,2.28,2.20
17:40:45:562,0.00,2.13,1.78
17:40:45:569,0.21,1.85,1.54
17:40:45:580,0.48,1.62,1.46
17:40:45:587,0.88,1.55,1.09
17:40:45:596,1.23,1.68,0.40
17:40:45:606,1.18,1.54,-0.22
17:40:45:616,1.30,1.54,-0.60
17:40:45:653,1.41,1.34,-1.06
17:40:45:655,1.14,1.00,-1.07
17:40:45:657,1.33,0.97,-0.77
17:40:45:660,1.35,0.67,-0.60
17:40:45:668,1.44,0.38,-0.06
17:40:45:674,1.99,0.20,0.37
17:40:45:684,2.31,0.02,0.52
17:40:45:695,2.26,0.03,0.65
17:40:45:703,1.77,0.15,0.69
17:40:45:713,1.07,0.31,0.67
17:40:45:722,0.54,0.42,0.53
17:40:45:753,0.20,0.40,0.18
17:40:45:755,0.17,0.34,-0.40
17:40:45:757,0.57,0.49,-0.81
