time,x,y,z
18:36:06:391,0.28,-0.45,-0.13
18:36:06:432,0.37,-0.13,-0.15
18:36:06:435,0.44,0.12,-0.23
18:36:06:437,0.47,0.18,-0.34
18:36:06:439,0.37,0.03,-0.43
18:36:06:443,0.23,-0.28,-0.52
18:36:06:451,0.16,-0.57,-0.52
18:36:06:464,0.17,-0.67,-0.45
18:36:06:469,0.24,-0.74,-0.31
18:36:06:480,0.18,-0.80,-0.11
18:36:06:488,-0.09,-0.90,0.09
18:36:06:528,-0.35,-1.03,0.26
18:36:06:531,-0.48,-1.16,0.36
18:36:06:534,-0.39,-1.18,0.41
18:36:06:536,-0.23,-1.05,0.44
18:36:06:538,-0.18,-0.79,0.48
18:36:06:548,-0.32,-0.49,0.58
18:36:06:556,-0.60,-0.29,0.73
18:36:06:748,-0.82,-0.07,0.96
18:36:06:751,-0.88,0.08,1.15
18:36:06:753,-0.70,0.15,1.23
18:36:06:756,-0.35,0.15,1.15
18:36:06:757,0.13,0.05,0.97
18:36:06:759,0.60,0.04,0.81
18:36:06:761,0.90,0.25,0.70
18:36:06:763,1.02,0.50,0.65
18:36:06:765,0.91,0.56,0.62
18:36:06:767,0.64,0.38,0.59
18:36:06:769,0.24,0.04,0.59
18:36:06:771,-0.21,-0.28,0.65
18:36:06:773,-0.21,0.12,0.51
18:36:06:776,-0.36,-0.17,0.51
18:36:06:778,-0.59,-0.50,0.48
18:36:06:780,-0.82,-0.73,0.45
18:36:06:790,-1.04,-0.84,0.49
18:36:06:799,-1.20,-0.96,0.50
18:36:06:809,-1.22,-0.81,0.64
18:36:06:818,-1.13,-0.63,0.72
18:36:06:857,-0.92,-0.46,0.66
18:36:06:860,-0.65,-0.26,0.55
18:36:06:862,-0.43,-0.03,0.43
18:36:06:864,-0.26,0.14,0.36
18:36:06:871,-0.20,0.10,0.30
18:36:06:882,-0.25,-0.09,0.25
18:36:06:886,-0.37,-0.39,0.19
18:36:06:896,-0.48,-0.55,0.20
18:36:06:906,-0.51,-0.50,0.19
18:36:06:937,-0.44,-0.26,0.14
18:36:06:939,-0.24,0.15,0.10
18:36:06:940,-0.04,0.31,-0.05
18:36:06:948,0.10,0.22,-0.16
18:36:06:954,0.18,-0.04,-0.22
18:36:06:964,0.17,-0.43,-0.26
18:36:06:974,0.15,-0.61,-0.22
18:36:06:984,0.09,-0.63,-0.24
18:36:07:16,-0.02,-0.58,-0.28
18:36:07:19,-0.19,-0.47,-0.32
18:36:07:20,-0.40,-0.38,-0.35
18:36:07:22,-0.56,-0.27,-0.35
18:36:07:32,-0.64,-0.10,-0.33
18:36:07:42,-0.64,0.09,-0.30
18:36:07:52,-0.56,0.25,-0.26
18:36:07:64,-0.47,0.40,-0.23
18:36:07:71,-0.40,0.43,-0.23
18:36:07:81,-0.33,0.35,-0.24
18:36:07:90,-0.30,0.15,-0.25
18:36:07:125,-0.29,-0.10,-0.28
18:36:07:129,-0.28,-0.33,-0.27
18:36:07:131,-0.31,-0.43,-0.28
18:36:07:134,-0.32,-0.33,-0.27
18:36:07:139,-0.29,-0.18,-0.25
18:36:07:149,-0.21,-0.02,-0.25
18:36:07:159,-0.07,-0.00,-0.28
18:36:07:169,0.09,-0.18,-0.33
18:36:07:181,0.24,-0.42,-0.35
18:36:07:188,0.34,-0.63,-0.37
18:36:07:198,0.37,-0.70,-0.36
18:36:07:207,0.32,-0.59,-0.33
18:36:07:247,0.18,-0.38,-0.31
18:36:07:250,-0.05,-0.12,-0.27
18:36:07:252,-0.27,0.14,-0.26
18:36:07:255,-0.44,0.32,-0.26
18:36:07:257,-0.51,0.50,-0.28
18:36:07:266,-0.44,0.63,-0.34
18:36:07:275,-0.26,0.74,-0.40
18:36:07:285,-0.00,0.86,-0.47
18:36:07:329,0.28,0.97,-0.55
18:36:07:332,0.50,1.00,-0.61
18:36:07:335,0.63,0.91,-0.62
18:36:07:337,0.63,0.70,-0.64
18:36:07:339,0.51,0.50,-0.59
18:36:07:343,0.36,0.41,-0.52
18:36:07:354,0.18,0.42,-0.43
18:36:07:367,-0.01,0.52,-0.28
18:36:07:373,-0.16,0.59,-0.16
18:36:07:383,-0.24,0.61,-0.06
18:36:07:392,-0.29,0.65,0.02
18:36:07:402,-0.18,0.71,0.05
18:36:07:445,0.09,0.68,0.04
18:36:07:448,0.39,0.58,0.02
18:36:07:451,0.60,0.36,-0.01
18:36:07:453,0.67,0.05,-0.04
18:36:07:455,0.61,-0.24,-0.05
18:36:07:460,0.51,-0.41,-0.04
18:36:07:470,0.48,-0.45,-0.02
18:36:07:483,0.46,-0.39,-0.03
18:36:07:490,0.39,-0.24,-0.02
18:36:07:500,0.34,-0.10,-0.03
18:36:07:509,0.36,0.11,-0.04
18:36:07:549,0.42,0.36,-0.04
18:36:07:551,0.53,0.56,-0.04
18:36:07:554,0.60,0.66,-0.02
18:36:07:556,0.59,0.58,-0.02
18:36:07:558,0.56,0.44,-0.02
18:36:07:567,0.55,0.35,0.03
18:36:07:577,0.62,0.35,0.08
18:36:07:587,0.74,0.37,0.14
18:36:07:629,0.84,0.39,0.21
18:36:07:796,0.84,0.34,0.26
18:36:07:797,0.78,0.31,0.32
18:36:07:799,0.74,0.32,0.36
18:36:07:801,0.81,0.26,0.38
18:36:07:802,0.88,0.21,0.39
18:36:07:803,0.93,0.11,0.41
18:36:07:805,0.94,-0.01,0.44
18:36:07:806,0.82,0.00,0.48
18:36:07:807,0.73,0.03,0.51
18:36:07:808,0.72,0.06,0.47
18:36:07:810,0.71,0.07,0.41
18:36:07:812,0.72,0.02,0.34
18:36:07:813,-0.41,-0.12,-0.18
18:36:07:815,-0.53,-0.17,-0.11
18:36:07:821,-0.49,-0.23,-0.05
18:36:07:857,-0.47,-0.29,-0.02
18:36:07:859,-0.56,-0.37,0.04
18:36:07:861,-0.77,-0.54,0.02
18:36:07:863,-1.00,-0.64,0.00
18:36:07:871,-1.13,-0.63,-0.00
18:36:07:907,-1.13,-0.54,-0.05
18:36:07:909,-1.00,-0.43,-0.09
18:36:07:910,-0.74,-0.31,-0.13
18:36:07:912,-0.40,-0.15,-0.16
18:36:07:919,-0.06,0.06,-0.18
18:36:07:926,0.17,0.31,-0.20
18:36:07:936,0.22,0.56,-0.23
18:36:07:949,0.14,0.67,-0.29
18:36:07:956,-0.01,0.67,-0.37
18:36:07:965,-0.13,0.59,-0.43
18:36:07:975,-0.18,0.49,-0.48
18:36:08:2,-0.14,0.46,-0.50
18:36:08:5,-0.06,0.49,-0.48
18:36:08:6,0.01,0.52,-0.47
18:36:08:16,0.04,0.54,-0.47
18:36:08:24,0.01,0.54,-0.49
18:36:08:34,-0.07,0.52,-0.53
18:36:08:43,-0.19,0.49,-0.56
18:36:08:53,-0.39,0.49,-0.55
18:36:08:107,-0.57,0.44,-0.51
18:36:08:111,-0.76,0.35,-0.39
18:36:08:115,-0.92,0.24,-0.18
18:36:08:118,-1.00,0.06,0.03
18:36:08:121,-1.06,-0.14,0.18
18:36:08:124,-1.04,-0.34,0.21
18:36:08:126,-0.92,-0.55,0.11
18:36:08:135,-0.71,-0.68,-0.01
18:36:08:141,-0.49,-0.70,-0.10
18:36:08:152,-0.30,-0.59,-0.13
18:36:08:160,-0.19,-0.39,-0.12
18:36:08:170,-0.16,-0.17,-0.11
18:36:08:224,-0.22,0.01,-0.09
18:36:08:228,-0.32,0.14,-0.10
18:36:08:231,-0.42,0.24,-0.09
18:36:08:234,-0.49,0.24,-0.11
18:36:08:236,-0.52,0.21,-0.12
18:36:08:239,-0.51,0.17,-0.08
18:36:08:242,-0.43,0.05,-0.06
18:36:08:254,-0.33,-0.01,0.02
18:36:08:258,-0.20,-0.08,0.09
18:36:08:272,-0.07,-0.18,0.10
18:36:08:277,-0.02,-0.17,0.11
18:36:08:326,-0.06,-0.05,0.11
18:36:08:332,-0.19,0.13,0.09
18:36:08:335,-0.36,0.31,0.11
18:36:08:338,-0.51,0.35,0.13
18:36:08:341,-0.59,0.18,0.14
18:36:08:344,-0.57,-0.11,0.14
18:36:08:348,-0.47,-0.43,0.13
18:36:08:356,-0.33,-0.70,0.12
18:36:08:369,-0.18,-0.83,0.13
18:36:08:374,-0.09,-0.79,0.15
18:36:08:425,-0.07,-0.65,0.15
18:36:08:434,-0.07,-0.47,0.12
18:36:08:436,-0.09,-0.33,0.05
18:36:08:439,-0.11,-0.33,0.01
18:36:08:442,-0.12,-0.39,0.02
18:36:08:445,-0.12,-0.42,0.08
18:36:08:447,-0.16,-0.41,0.15
18:36:08:456,-0.20,-0.33,0.19
18:36:08:461,-0.23,-0.27,0.19
18:36:08:471,-0.28,-0.31,0.15
18:36:08:520,-0.30,-0.41,0.09
18:36:08:522,-0.29,-0.54,0.04
18:36:08:524,-0.25,-0.62,-0.02
18:36:08:525,-0.14,-0.59,-0.03
18:36:08:526,0.02,-0.43,0.01
18:36:08:529,0.21,-0.20,0.06
18:36:08:539,0.41,-0.04,0.10
18:36:08:550,0.54,0.01,0.08
18:36:08:558,0.57,-0.13,0.02
18:36:08:568,0.46,-0.38,-0.06
18:36:08:577,0.26,-0.58,-0.09
18:36:08:603,0.06,-0.65,-0.05
18:36:08:605,-0.09,-0.58,-0.05
18:36:08:607,-0.07,-0.45,-0.10
18:36:08:617,0.10,-0.37,-0.18
18:36:08:626,0.30,-0.41,-0.27
18:36:08:636,0.49,-0.49,-0.31
18:36:08:646,0.60,-0.48,-0.27
18:36:08:798,0.60,-0.33,-0.21
18:36:08:800,0.58,-0.16,-0.16
18:36:08:802,0.58,-0.11,-0.13
18:36:08:804,0.53,-0.20,-0.08
18:36:08:806,0.49,-0.45,-0.06
18:36:08:808,0.45,-0.71,-0.04
18:36:08:810,0.41,-0.97,-0.03
18:36:08:812,0.47,-1.19,-0.04
18:36:08:814,0.58,-1.37,-0.03
18:36:08:816,0.69,-1.47,-0.02
18:36:08:818,0.81,-1.37,-0.00
18:36:08:820,0.87,-1.15,-0.02
18:36:08:823,1.23,-0.02,-0.20
18:36:08:825,1.19,-0.14,-0.20
18:36:08:826,1.15,-0.35,-0.19
18:36:08:834,1.19,-0.37,-0.14
18:36:08:840,1.28,-0.17,-0.13
18:36:08:851,1.30,0.26,-0.12
18:36:08:859,1.23,0.68,-0.14
18:36:08:901,1.16,0.88,-0.16
18:36:08:904,1.11,0.91,-0.17
18:36:08:906,1.00,0.80,-0.20
18:36:08:909,0.92,0.61,-0.25
18:36:08:912,0.79,0.55,-0.29
18:36:08:923,0.58,0.56,-0.35
18:36:08:927,0.48,0.67,-0.39
18:36:08:965,0.42,0.92,-0.40
18:36:08:968,0.33,1.20,-0.40
18:36:08:970,0.23,1.47,-0.34
18:36:08:973,0.14,1.67,-0.31
18:36:08:976,0.09,1.63,-0.33
18:36:08:986,0.09,1.49,-0.38
18:36:08:996,0.04,1.28,-0.49
18:36:09:35,-0.04,1.09,-0.56
18:36:09:38,-0.08,1.01,-0.56
18:36:09:40,-0.10,0.90,-0.58
18:36:09:41,-0.06,0.82,-0.56
18:36:09:44,0.07,0.67,-0.57
18:36:09:54,0.16,0.42,-0.65
18:36:09:71,0.05,0.30,-0.66
18:36:09:74,-0.21,0.15,-0.73
18:36:09:85,-0.48,0.09,-0.80
18:36:09:93,-0.66,0.25,-0.81
18:36:09:133,-0.63,0.48,-0.88
18:36:09:136,-0.51,0.76,-0.88
18:36:09:138,-0.60,0.78,-0.94
18:36:09:140,-0.90,0.17,-1.13
18:36:09:143,-1.24,-0.83,-1.22
18:36:09:152,-1.55,-1.73,-1.16
18:36:09:161,-1.64,-2.22,-0.98
18:36:09:172,-1.42,-1.96,-0.60
18:36:09:180,-0.96,-1.20,-0.21
18:36:09:190,-0.44,-0.32,0.12
18:36:09:232,0.07,0.65,0.45
18:36:09:235,0.25,1.65,0.70
18:36:09:237,0.10,2.32,0.80
18:36:09:240,-0.04,2.33,0.70
18:36:09:242,-0.16,1.70,0.47
18:36:09:252,-0.18,0.74,0.32
18:36:09:258,-0.16,-0.02,0.32
18:36:09:269,-0.00,-0.17,0.54
18:36:09:277,-0.01,-0.00,0.71
18:36:09:287,-0.19,0.43,0.85
18:36:09:297,-0.46,0.74,0.84
18:36:09:340,-0.84,0.84,0.68
18:36:09:343,-1.02,0.94,0.63
18:36:09:345,-0.94,0.68,0.42
18:36:09:347,-0.68,0.32,0.26
18:36:09:350,-0.46,-0.19,0.17
18:36:09:357,-0.34,-0.75,0.09
18:36:09:369,-0.32,-1.05,0.19
18:36:09:375,-0.40,-1.16,0.37
18:36:09:385,-0.54,-1.07,0.51
18:36:09:394,-0.73,-0.79,0.62
18:36:09:435,-0.86,-0.55,0.66
18:36:09:437,-0.83,-0.44,0.59
18:36:09:439,-0.64,-0.45,0.55
18:36:09:441,-0.34,-0.68,0.55
18:36:09:443,-0.06,-0.94,0.59
18:36:09:453,0.12,-1.07,0.67
18:36:09:462,0.19,-0.98,0.74
18:36:09:472,0.18,-0.66,0.78
18:36:09:516,0.15,-0.26,0.77
18:36:09:520,0.10,0.02,0.73
18:36:09:522,0.05,0.02,0.68
18:36:09:524,0.01,-0.29,0.61
18:36:09:526,-0.05,-0.76,0.59
18:36:09:530,-0.11,-1.19,0.62
18:36:09:540,-0.19,-1.33,0.68
18:36:09:553,-0.34,-0.88,0.71
18:36:09:559,-0.46,-0.15,0.66
18:36:09:569,-0.52,0.47,0.52
18:36:09:579,-0.45,0.83,0.33
18:36:09:588,-0.26,0.66,0.20
18:36:09:601,-0.06,0.31,0.14
18:36:09:647,0.07,0.02,0.09
18:36:09:650,0.08,-0.21,0.04
18:36:09:651,0.05,-0.34,-0.04
18:36:09:652,0.04,-0.40,-0.12
18:36:09:654,0.13,-0.34,-0.14
18:36:09:760,0.15,-0.18,-0.08
18:36:09:762,0.14,0.08,0.01
18:36:09:764,0.24,0.40,0.17
18:36:09:765,0.29,0.58,0.28
18:36:09:766,0.41,0.71,0.32
18:36:09:767,0.51,0.72,0.33
18:36:09:769,0.49,0.61,0.28
18:36:09:770,0.47,0.53,0.23
18:36:09:771,0.45,0.33,0.18
18:36:09:773,0.44,0.18,0.18
18:36:09:774,0.36,0.10,0.17
18:36:09:776,0.22,0.07,0.19
18:36:09:777,0.07,0.15,0.23
18:36:09:783,-0.01,0.25,0.22
18:36:09:792,0.03,0.34,0.17
18:36:09:803,0.08,0.41,0.09
18:36:09:812,0.12,0.48,-0.01
18:36:09:847,0.09,0.58,-0.11
18:36:09:852,-0.00,0.70,-0.21
18:36:09:853,-0.10,0.85,-0.30
18:36:09:855,-0.23,0.94,-0.37
18:36:09:860,-0.37,0.94,-0.40
18:36:09:896,-0.53,0.84,-0.42
18:36:09:901,-0.70,0.65,-0.41
18:36:09:902,-0.87,0.44,-0.40
18:36:09:904,-0.98,0.28,-0.39
18:36:09:909,-1.01,0.24,-0.33
18:36:09:920,-0.93,0.30,-0.30
18:36:09:928,-0.78,0.41,-0.31
18:36:09:965,-0.63,0.46,-0.34
18:36:09:968,-0.51,0.44,-0.40
18:36:09:970,-0.43,0.35,-0.42
18:36:09:971,-0.35,0.25,-0.38
18:36:09:977,-0.25,0.18,-0.31
18:36:09:988,-0.13,0.15,-0.26
18:36:09:997,-0.02,0.16,-0.26
18:36:10:6,0.13,0.21,-0.27
18:36:10:44,0.29,0.29,-0.30
18:36:10:47,0.42,0.41,-0.31
18:36:10:50,0.53,0.54,-0.29
18:36:10:52,0.55,0.63,-0.28
18:36:10:59,0.50,0.66,-0.26
18:36:10:66,0.43,0.58,-0.22
18:36:10:74,0.34,0.36,-0.22
18:36:10:87,0.29,0.08,-0.23
18:36:10:94,0.21,-0.24,-0.26
18:36:10:103,0.13,-0.50,-0.29
18:36:10:113,0.04,-0.63,-0.30
18:36:10:144,-0.04,-0.60,-0.30
18:36:10:146,-0.07,-0.52,-0.33
18:36:10:149,-0.06,-0.50,-0.39
18:36:10:152,-0.02,-0.55,-0.44
18:36:10:162,0.04,-0.66,-0.49
18:36:10:172,0.09,-0.69,-0.53
18:36:10:181,0.11,-0.58,-0.55
18:36:10:191,0.07,-0.37,-0.56
18:36:10:227,0.00,-0.12,-0.54
18:36:10:230,-0.06,0.03,-0.53
18:36:10:234,-0.13,0.02,-0.52
18:36:10:236,-0.21,-0.15,-0.50
18:36:10:242,-0.33,-0.50,-0.50
18:36:10:254,-0.46,-0.82,-0.45
18:36:10:259,-0.61,-0.99,-0.39
18:36:10:270,-0.67,-0.98,-0.34
18:36:10:278,-0.63,-0.78,-0.29
18:36:10:288,-0.52,-0.58,-0.25
18:36:10:298,-0.38,-0.50,-0.21
18:36:10:330,-0.24,-0.56,-0.16
18:36:10:335,-0.14,-0.75,-0.13
18:36:10:337,-0.04,-0.96,-0.11
18:36:10:339,0.13,-1.12,-0.15
18:36:10:346,0.35,-1.20,-0.24
18:36:10:356,0.59,-1.17,-0.32
18:36:10:371,0.74,-1.04,-0.42
18:36:10:376,0.74,-0.91,-0.45
18:36:10:388,0.56,-0.83,-0.43
18:36:10:395,0.26,-0.84,-0.44
18:36:10:405,-0.02,-0.89,-0.40
18:36:10:414,-0.21,-0.82,-0.41
18:36:10:452,-0.30,-0.63,-0.47
18:36:10:456,-0.36,-0.41,-0.53
18:36:10:458,-0.38,-0.19,-0.59
18:36:10:459,-0.38,-0.04,-0.63
18:36:10:463,-0.32,0.05,-0.61
18:36:10:473,-0.22,0.02,-0.60
18:36:10:482,-0.17,-0.13,-0.57
18:36:10:493,-0.23,-0.42,-0.52
18:36:10:541,-0.35,-0.72,-0.45
18:36:10:544,-0.43,-0.81,-0.34
18:36:10:545,-0.40,-0.67,-0.24
18:36:10:546,-0.27,-0.39,-0.20
18:36:10:548,-0.07,-0.03,-0.20
18:36:10:555,0.11,0.22,-0.25
18:36:10:560,0.23,0.33,-0.35
18:36:10:571,0.31,0.39,-0.40
18:36:10:580,0.38,0.36,-0.46
18:36:10:589,0.41,0.29,-0.48
18:36:10:599,0.38,0.27,-0.42
18:36:10:626,0.20,0.22,-0.36
18:36:10:628,-0.11,0.17,-0.24
18:36:10:781,-0.36,0.14,-0.15
18:36:10:782,-0.44,0.05,-0.14
18:36:10:784,-0.37,0.04,-0.15
18:36:10:786,-0.19,0.09,-0.24
18:36:10:787,-0.01,0.17,-0.33
18:36:10:789,0.02,0.29,-0.41
18:36:10:790,-0.05,0.34,-0.49
18:36:10:792,-0.18,0.33,-0.52
18:36:10:794,-0.37,0.26,-0.53
18:36:10:795,-0.55,0.17,-0.50
18:36:10:796,-0.66,0.05,-0.45
18:36:10:798,-0.71,-0.06,-0.41
18:36:10:799,-0.72,-0.96,0.07
18:36:10:800,-0.68,-1.11,0.32
18:36:10:807,-0.50,-1.13,0.47
18:36:10:813,-0.24,-0.99,0.60
18:36:10:825,-0.00,-0.67,0.69
18:36:10:835,0.23,-0.28,0.70
18:36:10:867,0.41,0.08,0.71
18:36:10:869,0.54,0.40,0.68
18:36:10:870,0.64,0.66,0.64
18:36:10:871,0.69,0.86,0.61
18:36:10:881,0.67,1.12,0.61
18:36:10:891,0.56,1.42,0.68
18:36:10:906,0.39,1.69,0.78
18:36:10:910,0.24,1.83,0.84
18:36:10:922,0.13,1.77,0.87
18:36:10:930,0.06,1.60,0.89
18:36:10:967,-0.00,1.35,0.87
18:36:10:970,-0.07,1.08,0.84
18:36:10:971,-0.13,0.90,0.81
18:36:10:973,-0.13,0.78,0.77
18:36:10:978,-0.07,0.78,0.75
18:36:10:989,0.00,0.84,0.81
18:36:10:998,0.10,0.84,0.86
18:36:11:8,0.19,0.82,0.92
18:36:11:62,0.28,0.70,0.99
18:36:11:66,0.37,0.53,0.99
18:36:11:70,0.46,0.29,0.98
18:36:11:72,0.54,-0.02,0.91
18:36:11:73,0.61,-0.25,0.82
18:36:11:76,0.66,-0.34,0.74
18:36:11:79,0.62,-0.20,0.67
18:36:11:86,0.50,0.16,0.67
18:36:11:95,0.37,0.33,0.58
18:36:11:107,0.29,0.38,0.55
18:36:11:114,0.31,0.24,0.55
18:36:11:124,0.43,-0.08,0.57
18:36:11:134,0.55,-0.28,0.69
18:36:11:179,0.61,-0.39,0.69
18:36:11:185,0.59,-0.43,0.63
18:36:11:188,0.52,-0.40,0.52
18:36:11:190,0.39,-0.35,0.43
18:36:11:194,0.30,-0.33,0.38
18:36:11:196,0.23,-0.32,0.40
18:36:11:206,0.18,-0.35,0.35
18:36:11:212,0.16,-0.33,0.28
18:36:11:223,0.14,-0.31,0.22
18:36:11:231,0.13,-0.32,0.15
18:36:11:271,0.12,-0.37,0.11
18:36:11:274,0.08,-0.49,0.11
18:36:11:276,0.01,-0.61,0.09
18:36:11:278,-0.10,-0.69,0.12
18:36:11:280,-0.19,-0.62,0.19
18:36:11:292,-0.23,-0.38,0.25
18:36:11:299,-0.21,-0.06,0.26
18:36:11:309,-0.13,0.28,0.21
18:36:11:354,-0.01,0.51,0.13
18:36:11:357,0.06,0.56,0.02
18:36:11:360,0.06,0.46,-0.03
18:36:11:362,-0.03,0.29,-0.01
18:36:11:364,-0.20,0.10,0.01
18:36:11:367,-0.33,-0.02,0.04
18:36:11:377,-0.41,0.00,0.08
18:36:11:390,-0.43,0.16,0.10
18:36:11:397,-0.45,0.35,0.08
18:36:11:407,-0.47,0.48,0.05
18:36:11:416,-0.41,0.42,-0.03
18:36:11:426,-0.21,0.31,-0.15
18:36:11:471,0.13,0.27,-0.23
18:36:11:474,0.47,0.35,-0.26
18:36:11:477,0.70,0.46,-0.26
18:36:11:479,0.73,0.48,-0.23
18:36:11:481,0.60,0.43,-0.20
18:36:11:484,0.49,0.36,-0.21
18:36:11:494,0.44,0.38,-0.18
18:36:11:507,0.42,0.48,-0.19
18:36:11:513,0.33,0.48,-0.19
18:36:11:523,0.07,0.29,-0.14
18:36:11:532,-0.31,0.02,-0.10
18:36:11:572,-0.65,-0.24,-0.01
18:36:11:574,-0.77,-0.42,0.05
18:36:11:577,-0.58,-0.45,0.07
18:36:11:578,-0.24,-0.43,0.08
18:36:11:581,0.13,-0.41,0.02
18:36:11:591,0.32,-0.38,-0.00
18:36:11:601,0.33,-0.43,-0.02
18:36:11:610,0.29,-0.47,-0.03
18:36:11:654,0.18,-0.47,0.00
18:36:11:656,0.10,-0.33,0.06
18:36:11:789,0.12,0.03,0.13
18:36:11:791,0.13,0.30,0.18
18:36:11:793,0.04,0.30,0.20
18:36:11:795,-0.05,0.07,0.17
18:36:11:797,-0.12,-0.24,0.14
18:36:11:798,-0.07,-0.31,0.14
18:36:11:799,0.15,-0.10,0.14
18:36:11:800,0.36,0.11,0.16
18:36:11:802,0.46,0.09,0.15
18:36:11:803,0.43,-0.18,0.11
18:36:11:805,0.40,-0.50,0.06
18:36:11:807,0.52,-0.71,-0.03
18:36:11:808,1.44,-0.67,-0.43
18:36:11:809,1.06,-0.71,-0.28
18:36:11:816,0.51,-0.53,-0.08
18:36:11:825,-0.10,-0.09,0.15
18:36:11:834,-0.69,0.45,0.42
18:36:11:865,-1.16,0.84,0.59
18:36:11:867,-1.39,0.91,0.66
18:36:11:868,-1.41,0.64,0.68
18:36:11:877,-1.25,0.19,0.62
18:36:11:882,-0.96,-0.18,0.52
18:36:11:892,-0.63,-0.30,0.45
18:36:11:906,-0.33,-0.18,0.39
18:36:11:911,-0.08,0.28,0.38
18:36:11:923,0.06,0.88,0.46
18:36:11:931,0.01,1.10,0.34
18:36:11:941,-0.15,1.19,0.16
18:36:11:950,-0.35,1.05,0.06
18:36:11:977,-0.46,0.54,-0.16
18:36:11:980,-0.37,0.13,-0.28
18:36:11:982,-0.12,-0.34,-0.30
18:36:11:990,0.14,-0.83,-0.38
18:36:11:999,0.33,-1.05,-0.42
18:36:12:9,0.46,-0.96,-0.34
18:36:12:18,0.50,-0.67,-0.31
18:36:12:28,0.54,-0.27,-0.35
18:36:12:65,0.57,0.09,-0.37
18:36:12:69,0.55,0.37,-0.37
18:36:12:71,0.48,0.47,-0.39
18:36:12:73,0.37,0.43,-0.40
18:36:12:80,0.23,0.37,-0.40
18:36:12:90,0.07,0.29,-0.37
18:36:12:96,-0.12,0.26,-0.30
18:36:12:108,-0.30,0.32,-0.22
18:36:12:115,-0.49,0.35,-0.18
18:36:12:125,-0.67,0.29,-0.13
18:36:12:135,-0.78,0.17,-0.12
18:36:12:167,-0.79,-0.04,-0.13
18:36:12:171,-0.69,-0.23,-0.17
18:36:12:173,-0.55,-0.24,-0.28
18:36:12:175,-0.47,-0.08,-0.38
18:36:12:183,-0.46,0.19,-0.49
18:36:12:194,-0.50,0.42,-0.66
18:36:12:208,-0.49,0.41,-0.85
18:36:12:213,-0.43,0.12,-1.06
18:36:12:224,-0.46,-0.37,-1.24
18:36:12:232,-0.61,-0.85,-1.30
18:36:12:242,-0.80,-1.23,-1.28
18:36:12:251,-0.96,-1.50,-1.26
18:36:12:293,-0.96,-1.66,-1.23
18:36:12:297,-0.81,-1.68,-1.16
18:36:12:299,-0.59,-1.55,-1.07
18:36:12:301,-0.35,-1.29,-0.98
18:36:12:304,-0.14,-1.05,-0.90
18:36:12:312,-0.00,-0.95,-0.90
18:36:12:326,0.05,-0.95,-0.89
18:36:12:329,0.08,-0.96,-0.83
18:36:12:341,0.08,-0.85,-0.73
18:36:12:349,0.08,-0.68,-0.63
18:36:12:390,0.01,-0.57,-0.53
18:36:12:393,-0.17,-0.52,-0.45
18:36:12:395,-0.45,-0.53,-0.36
18:36:12:397,-0.73,-0.47,-0.30
18:36:12:399,-0.93,-0.31,-0.25
18:36:12:409,-1.03,-0.13,-0.22
18:36:12:417,-1.02,-0.03,-0.21
18:36:12:426,-0.96,-0.07,-0.16
18:36:12:474,-0.81,-0.13,-0.10
18:36:12:477,-0.56,-0.16,-0.04
18:36:12:480,-0.30,-0.18,-0.02
18:36:12:481,-0.15,-0.13,-0.01
18:36:12:483,-0.11,-0.12,-0.04
18:36:12:486,-0.18,-0.16,-0.06
18:36:12:494,-0.32,-0.14,-0.03
18:36:12:510,-0.43,-0.17,-0.03
18:36:12:514,-0.51,-0.30,-0.01
18:36:12:525,-0.61,-0.36,0.05
18:36:12:533,-0.57,-0.39,0.08
18:36:12:543,-0.41,-0.37,0.14
18:36:12:553,-0.23,-0.23,0.21
18:36:12:592,-0.06,-0.14,0.27
18:36:12:600,-0.03,-0.13,0.36
18:36:12:608,-0.12,-0.22,0.43
18:36:12:611,-0.19,-0.42,0.49
18:36:12:614,-0.22,-0.62,0.54
18:36:12:617,-0.20,-0.76,0.62
18:36:12:626,-0.19,-0.84,0.71
18:36:12:634,-0.26,-0.85,0.81
18:36:12:655,-0.54,-0.76,1.00
18:36:12:761,-0.75,-0.65,1.05
18:36:12:762,-0.82,-0.52,1.04
18:36:12:763,-0.78,-0.37,0.97
18:36:12:765,-0.54,-0.23,0.84
18:36:12:766,-0.34,-0.02,0.78
18:36:12:768,-0.20,0.28,0.76
18:36:12:769,-0.01,0.57,0.75
18:36:12:770,0.21,0.78,0.71
18:36:12:772,0.40,0.85,0.67
18:36:12:773,0.54,0.83,0.62
18:36:12:774,0.62,0.82,0.59
18:36:12:776,0.67,0.88,0.53
18:36:12:777,0.69,1.02,0.51
18:36:12:779,0.63,1.19,0.57
18:36:12:809,0.51,1.37,0.65
18:36:12:811,0.34,1.51,0.74
18:36:12:812,0.20,1.63,0.80
18:36:12:815,0.11,1.71,0.75
18:36:12:850,0.10,1.78,0.72
18:36:12:853,0.19,1.74,0.69
18:36:12:856,0.34,1.64,0.62
18:36:12:857,0.51,1.52,0.57
18:36:12:865,0.64,1.38,0.48
18:36:12:896,0.69,1.29,0.40
18:36:12:898,0.68,1.21,0.36
18:36:12:900,0.67,1.10,0.35
18:36:12:903,0.66,0.96,0.38
18:36:12:912,0.59,0.84,0.43
18:36:12:925,0.44,0.85,0.48
