time,x,y,z
18:36:12:932,0.25,0.95,0.50
18:36:12:942,0.05,1.10,0.46
18:36:12:951,-0.08,1.20,0.39
18:36:12:984,-0.11,1.17,0.30
18:36:12:987,-0.08,1.03,0.25
18:36:12:990,-0.00,0.79,0.23
18:36:12:992,0.04,0.54,0.21
18:36:13:0,-0.00,0.33,0.19
18:36:13:10,-0.09,0.20,0.14
18:36:13:19,-0.18,0.21,0.08
18:36:13:29,-0.26,0.30,0.02
18:36:13:42,-0.24,0.43,-0.06
18:36:13:48,-0.14,0.45,-0.18
18:36:13:59,-0.01,0.37,-0.26
18:36:13:68,0.18,0.23,-0.38
18:36:13:108,0.40,0.07,-0.48
18:36:13:111,0.61,0.02,-0.58
18:36:13:113,0.87,0.15,-0.69
18:36:13:116,1.16,0.40,-0.77
18:36:13:118,1.38,0.65,-0.85
18:36:13:128,1.44,0.77,-0.93
18:36:13:136,1.29,0.73,-0.95
18:36:13:146,0.95,0.54,-0.96
18:36:13:193,0.51,0.23,-0.94
18:36:13:197,0.09,-0.12,-0.88
18:36:13:198,-0.24,-0.53,-0.89
18:36:13:200,-0.37,-0.92,-0.91
18:36:13:203,-0.29,-1.20,-0.92
18:36:13:206,-0.05,-1.30,-0.95
18:36:13:215,0.31,-1.16,-0.96
18:36:13:227,0.65,-0.84,-0.96
18:36:13:234,0.90,-0.46,-0.96
18:36:13:243,1.05,-0.11,-0.99
18:36:13:253,1.06,0.08,-1.05
18:36:13:294,0.87,0.16,-1.10
18:36:13:299,0.61,0.21,-1.11
18:36:13:302,0.39,0.14,-1.12
18:36:13:304,0.30,0.06,-1.08
18:36:13:307,0.39,-0.04,-1.08
18:36:13:315,0.54,-0.15,-1.05
18:36:13:321,0.63,-0.25,-1.00
18:36:13:331,0.58,-0.43,-0.93
18:36:13:343,0.46,-0.70,-0.82
18:36:13:350,0.33,-1.00,-0.74
18:36:13:360,0.33,-1.26,-0.66
18:36:13:369,0.50,-1.36,-0.56
18:36:13:410,0.67,-1.33,-0.48
18:36:13:413,0.73,-1.22,-0.43
18:36:13:415,0.55,-1.05,-0.38
18:36:13:418,0.14,-0.88,-0.32
18:36:13:420,-0.28,-0.71,-0.23
18:36:13:429,-0.53,-0.54,-0.11
18:36:13:438,-0.56,-0.43,-0.01
18:36:13:447,-0.43,-0.47,0.06
18:36:13:497,-0.20,-0.66,0.10
18:36:13:500,0.01,-0.89,0.12
18:36:13:502,0.15,-1.03,0.20
18:36:13:504,0.16,-1.01,0.27
18:36:13:508,0.08,-0.83,0.35
18:36:13:510,0.07,-0.73,0.30
18:36:13:518,-0.05,-0.49,0.42
18:36:13:527,-0.28,-0.30,0.57
18:36:13:534,-0.51,-0.23,0.62
18:36:13:544,-0.81,0.01,0.82
18:36:13:554,-0.92,0.08,0.80
18:36:13:583,-0.81,0.09,0.70
18:36:13:585,-0.57,0.15,0.69
18:36:13:587,-0.31,0.13,0.63
18:36:13:594,-0.03,0.07,0.64
18:36:13:602,0.28,0.03,0.69
18:36:13:612,0.59,-0.00,0.71
18:36:13:755,0.82,-0.02,0.74
18:36:13:756,0.93,-0.10,0.67
18:36:13:758,0.85,-0.21,0.58
18:36:13:760,0.64,-0.33,0.58
18:36:13:761,0.36,-0.44,0.60
18:36:13:762,0.13,-0.56,0.62
18:36:13:764,-0.11,-0.62,0.63
18:36:13:765,-0.35,-0.63,0.65
18:36:13:766,-0.55,-0.63,0.63
18:36:13:768,-0.73,-0.58,0.64
18:36:13:770,-0.77,-0.49,0.67
18:36:13:771,-0.72,-0.42,0.66
18:36:13:772,-0.61,0.02,0.51
18:36:13:774,-0.65,0.22,0.50
18:36:13:780,-0.72,0.40,0.58
18:36:13:787,-0.77,0.48,0.68
18:36:13:821,-0.80,0.44,0.79
18:36:13:824,-0.78,0.33,0.85
18:36:13:826,-0.72,0.19,0.82
18:36:13:828,-0.60,0.05,0.74
18:36:13:836,-0.47,-0.02,0.69
18:36:13:845,-0.36,-0.03,0.65
18:36:13:855,-0.26,-0.00,0.63
18:36:13:865,-0.22,0.08,0.65
18:36:13:902,-0.21,0.18,0.63
18:36:13:908,-0.23,0.30,0.61
18:36:13:909,-0.30,0.44,0.62
18:36:13:911,-0.40,0.53,0.61
18:36:13:914,-0.49,0.56,0.64
18:36:13:927,-0.55,0.51,0.67
18:36:13:933,-0.54,0.41,0.67
18:36:13:944,-0.48,0.35,0.71
18:36:13:955,-0.42,0.31,0.72
18:36:13:965,-0.39,0.35,0.73
18:36:13:972,-0.33,0.45,0.74
18:36:13:982,-0.06,0.54,0.70
18:36:14:26,0.20,0.57,0.59
18:36:14:29,0.50,0.51,0.50
18:36:14:31,0.74,0.38,0.45
18:36:14:33,0.75,0.17,0.39
18:36:14:35,0.79,0.02,0.43
18:36:14:45,0.79,-0.09,0.41
18:36:14:50,0.80,-0.17,0.41
18:36:14:61,0.78,-0.26,0.44
18:36:14:69,0.72,-0.40,0.44
18:36:14:79,0.63,-0.58,0.42
18:36:14:90,0.53,-0.76,0.37
18:36:14:129,0.48,-0.90,0.30
18:36:14:132,0.47,-0.96,0.26
18:36:14:134,0.41,-0.96,0.25
18:36:14:136,0.28,-0.90,0.23
18:36:14:138,0.12,-0.85,0.23
18:36:14:147,-0.06,-0.81,0.23
18:36:14:162,-0.21,-0.79,0.23
18:36:14:166,-0.30,-0.80,0.24
18:36:14:178,-0.39,-0.76,0.27
18:36:14:186,-0.47,-0.69,0.30
18:36:14:227,-0.54,-0.56,0.33
18:36:14:230,-0.56,-0.40,0.35
18:36:14:232,-0.54,-0.23,0.34
18:36:14:234,-0.46,-0.09,0.31
18:36:14:236,-0.37,-0.00,0.31
18:36:14:245,-0.27,0.00,0.28
18:36:14:254,-0.16,-0.03,0.25
18:36:14:264,-0.05,-0.08,0.21
18:36:14:315,0.03,-0.09,0.16
18:36:14:318,0.08,-0.04,0.13
18:36:14:320,0.06,0.06,0.12
18:36:14:323,0.03,0.16,0.12
18:36:14:325,-0.00,0.25,0.11
18:36:14:327,-0.04,0.31,0.09
18:36:14:335,-0.05,0.32,0.06
18:36:14:345,-0.07,0.31,0.00
18:36:14:351,-0.09,0.26,-0.04
18:36:14:361,-0.10,0.20,-0.07
18:36:14:370,-0.10,0.14,-0.12
18:36:14:410,-0.07,0.08,-0.15
18:36:14:413,-0.06,0.06,-0.19
18:36:14:415,-0.06,0.09,-0.22
18:36:14:417,-0.09,0.17,-0.25
18:36:14:420,-0.16,0.28,-0.25
18:36:14:429,-0.22,0.39,-0.26
18:36:14:439,-0.28,0.46,-0.27
18:36:14:448,-0.30,0.51,-0.26
18:36:14:461,-0.32,0.47,-0.28
18:36:14:468,-0.31,0.39,-0.27
18:36:14:478,-0.30,0.25,-0.29
18:36:14:487,-0.29,0.10,-0.32
18:36:14:528,-0.29,0.04,-0.31
18:36:14:531,-0.32,0.02,-0.31
18:36:14:533,-0.34,0.04,-0.27
18:36:14:535,-0.34,0.07,-0.22
18:36:14:537,-0.33,0.09,-0.20
18:36:14:546,-0.29,0.12,-0.18
18:36:14:555,-0.23,0.18,-0.19
18:36:14:565,-0.14,0.27,-0.21
18:36:14:610,-0.01,0.38,-0.25
18:36:14:614,0.11,0.49,-0.29
18:36:14:616,0.18,0.60,-0.33
18:36:14:618,0.18,0.71,-0.34
18:36:14:755,0.11,0.79,-0.32
18:36:14:756,0.02,0.83,-0.27
18:36:14:757,-0.06,0.82,-0.22
18:36:14:759,-0.11,0.75,-0.21
18:36:14:761,-0.14,0.71,-0.22
18:36:14:762,-0.17,0.72,-0.27
18:36:14:763,-0.20,0.79,-0.31
18:36:14:765,-0.25,0.93,-0.34
18:36:14:766,-0.30,1.07,-0.36
18:36:14:768,-0.34,1.18,-0.39
18:36:14:770,-0.37,1.24,-0.39
18:36:14:771,-0.40,1.21,-0.37
18:36:14:772,-0.27,0.53,-0.26
18:36:14:774,-0.21,0.45,-0.27
18:36:14:780,-0.13,0.46,-0.32
18:36:14:788,-0.06,0.55,-0.36
18:36:14:798,0.02,0.65,-0.39
18:36:14:837,0.05,0.70,-0.43
18:36:14:839,0.02,0.71,-0.42
18:36:14:841,-0.05,0.64,-0.39
18:36:14:842,-0.15,0.54,-0.35
18:36:14:849,-0.25,0.43,-0.30
18:36:14:857,-0.34,0.33,-0.27
18:36:14:866,-0.42,0.27,-0.25
18:36:14:902,-0.43,0.29,-0.24
18:36:14:905,-0.41,0.36,-0.25
18:36:14:907,-0.34,0.42,-0.26
18:36:14:908,-0.25,0.51,-0.29
18:36:14:916,-0.20,0.55,-0.32
18:36:14:929,-0.19,0.54,-0.34
18:36:14:934,-0.19,0.51,-0.35
18:36:14:944,-0.18,0.45,-0.37
18:36:14:954,-0.15,0.37,-0.38
18:36:14:964,-0.11,0.28,-0.37
18:36:14:973,-0.10,0.21,-0.38
18:36:15:5,-0.12,0.17,-0.35
18:36:15:9,-0.14,0.16,-0.34
18:36:15:11,-0.14,0.17,-0.33
18:36:15:14,-0.13,0.18,-0.31
18:36:15:22,-0.08,0.17,-0.31
18:36:15:32,-0.06,0.12,-0.29
18:36:15:46,-0.07,0.06,-0.27
18:36:15:51,-0.10,-0.00,-0.24
18:36:15:62,-0.19,-0.07,-0.18
18:36:15:70,-0.33,-0.10,-0.12
18:36:15:80,-0.53,-0.12,-0.05
18:36:15:90,-0.75,-0.13,0.05
18:36:15:135,-0.96,-0.15,0.15
18:36:15:138,-1.09,-0.19,0.24
18:36:15:140,-1.16,-0.25,0.32
18:36:15:143,-1.16,-0.33,0.37
18:36:15:145,-1.11,-0.43,0.37
18:36:15:153,-1.03,-0.48,0.34
18:36:15:162,-0.93,-0.50,0.29
18:36:15:167,-0.81,-0.47,0.22
18:36:15:178,-0.65,-0.41,0.15
18:36:15:187,-0.41,-0.32,0.09
18:36:15:217,-0.13,-0.25,0.03
18:36:15:219,0.19,-0.16,-0.03
18:36:15:220,0.51,-0.06,-0.07
18:36:15:228,0.77,0.01,-0.10
18:36:15:235,1.00,0.09,-0.12
18:36:15:246,1.14,0.17,-0.09
18:36:15:255,1.18,0.21,-0.05
18:36:15:265,1.16,0.24,-0.03
18:36:15:274,1.03,0.24,0.02
18:36:15:308,0.83,0.25,0.07
18:36:15:310,0.58,0.25,0.13
18:36:15:312,0.29,0.25,0.23
18:36:15:314,0.06,0.24,0.30
18:36:15:323,-0.06,0.19,0.34
18:36:15:333,-0.04,0.13,0.34
18:36:15:347,0.07,0.05,0.31
18:36:15:352,0.23,0.03,0.26
18:36:15:362,0.40,0.03,0.22
18:36:15:372,0.55,0.06,0.17
18:36:15:403,0.65,0.08,0.16
18:36:15:406,0.73,0.02,0.16
18:36:15:409,0.75,-0.11,0.15
18:36:15:412,0.73,-0.27,0.18
18:36:15:421,0.70,-0.38,0.22
18:36:15:431,0.67,-0.42,0.24
18:36:15:440,0.63,-0.37,0.26
18:36:15:450,0.52,-0.28,0.26
18:36:15:463,0.38,-0.19,0.26
18:36:15:469,0.18,-0.14,0.24
18:36:15:479,0.00,-0.14,0.24
18:36:15:488,-0.09,-0.22,0.21
18:36:15:527,-0.12,-0.31,0.17
18:36:15:530,-0.07,-0.42,0.15
18:36:15:532,-0.00,-0.52,0.14
18:36:15:534,0.16,-0.62,0.17
18:36:15:537,0.53,-0.81,0.27
18:36:15:547,0.92,-0.99,0.34
18:36:15:556,1.29,-1.16,0.39
18:36:15:566,1.54,-1.27,0.43
18:36:15:632,1.54,-1.25,0.43
18:36:15:636,1.41,-1.19,0.44
18:36:15:639,1.18,-1.10,0.46
18:36:15:641,0.86,-0.99,0.49
18:36:15:749,0.40,-0.93,0.43
18:36:15:751,-0.07,-0.92,0.35
18:36:15:753,-0.45,-0.97,0.24
18:36:15:754,-0.71,-1.01,0.10
18:36:15:755,-0.75,-1.04,-0.06
18:36:15:757,-0.24,-1.03,-0.49
18:36:15:758,0.69,-0.92,-1.03
18:36:15:759,1.61,-0.80,-1.49
18:36:15:761,2.10,-0.61,-1.61
18:36:15:763,1.75,-0.45,-1.22
18:36:15:765,0.90,-0.39,-0.59
18:36:15:767,0.07,-0.44,0.07
18:36:15:768,-0.76,-0.91,0.74
18:36:15:769,-0.89,-1.05,0.72
18:36:15:771,-0.95,-1.15,0.69
18:36:15:780,-0.86,-1.17,0.64
18:36:15:789,-0.64,-1.10,0.57
18:36:15:821,-0.42,-0.90,0.50
18:36:15:823,-0.28,-0.66,0.42
18:36:15:826,-0.19,-0.44,0.32
18:36:15:834,-0.17,-0.27,0.23
18:36:15:838,-0.13,-0.20,0.11
18:36:15:848,-0.05,-0.15,0.01
18:36:15:857,-0.02,-0.13,-0.09
18:36:15:867,-0.01,-0.08,-0.15
18:36:15:879,-0.08,0.04,-0.16
18:36:15:887,-0.16,0.19,-0.16
18:36:15:897,-0.18,0.36,-0.14
18:36:15:906,-0.15,0.51,-0.14
18:36:15:938,-0.05,0.59,-0.15
18:36:15:941,0.05,0.61,-0.16
18:36:15:945,0.11,0.61,-0.17
18:36:15:947,0.19,0.56,-0.16
18:36:15:955,0.23,0.53,-0.12
18:36:15:965,0.23,0.53,-0.05
18:36:15:974,0.21,0.51,0.05
18:36:15:984,0.16,0.50,0.20
18:36:16:29,-0.02,0.51,0.38
18:36:16:33,-0.22,0.49,0.54
18:36:16:35,-0.37,0.47,0.68
18:36:16:37,-0.55,0.48,0.75
18:36:16:39,-0.61,0.45,0.78
18:36:16:43,-0.56,0.37,0.78
18:36:16:52,-0.53,0.33,0.76
18:36:16:65,-0.46,0.26,0.75
18:36:16:72,-0.37,0.27,0.71
18:36:16:82,-0.34,0.36,0.67
18:36:16:91,-0.33,0.47,0.60
18:36:16:129,-0.36,0.60,0.52
18:36:16:133,-0.41,0.74,0.42
18:36:16:135,-0.48,0.79,0.28
18:36:16:136,-0.59,0.77,0.10
18:36:16:140,-0.61,0.68,-0.14
18:36:16:149,-0.26,0.52,-0.40
18:36:16:159,0.30,0.38,-0.57
18:36:16:169,0.90,0.32,-0.63
18:36:16:181,1.35,0.30,-0.60
18:36:16:188,1.34,0.29,-0.51
18:36:16:198,1.09,0.31,-0.42
18:36:16:208,0.81,0.32,-0.34
18:36:16:247,0.48,0.31,-0.28
18:36:16:250,0.17,0.30,-0.19
18:36:16:252,-0.14,0.26,-0.08
18:36:16:254,-0.35,0.20,0.05
18:36:16:256,-0.38,0.13,0.19
18:36:16:266,-0.29,0.10,0.30
18:36:16:276,-0.18,0.08,0.39
18:36:16:286,-0.10,0.07,0.44
18:36:16:330,-0.06,0.09,0.47
18:36:16:334,-0.05,0.11,0.51
18:36:16:336,0.01,0.10,0.49
18:36:16:338,0.11,0.08,0.46
18:36:16:340,0.20,0.08,0.43
18:36:16:349,0.24,0.12,0.43
18:36:16:354,0.24,0.17,0.41
18:36:16:366,0.20,0.24,0.36
18:36:16:373,0.22,0.25,0.25
18:36:16:383,0.22,0.20,0.08
18:36:16:393,0.14,0.11,-0.09
18:36:16:432,0.08,-0.05,-0.23
18:36:16:435,0.03,-0.17,-0.40
18:36:16:437,0.10,-0.27,-0.55
18:36:16:439,0.36,-0.35,-0.74
18:36:16:442,0.66,-0.37,-0.91
18:36:16:451,0.74,-0.28,-0.95
18:36:16:467,0.52,-0.13,-0.83
18:36:16:471,0.16,0.03,-0.62
18:36:16:483,-0.25,0.17,-0.34
18:36:16:490,-0.44,0.18,-0.08
18:36:16:500,-0.42,0.06,0.12
18:36:16:511,-0.45,-0.13,0.28
18:36:16:551,-0.46,-0.33,0.41
18:36:16:554,-0.39,-0.49,0.43
18:36:16:556,-0.12,-0.59,0.38
18:36:16:558,0.24,-0.57,0.42
18:36:16:562,0.46,-0.44,0.53
18:36:16:570,0.39,-0.34,0.68
18:36:16:577,0.08,-0.26,0.77
18:36:16:587,-0.24,-0.20,0.73
18:36:16:630,-0.48,-0.27,0.50
18:36:16:809,-0.65,-0.36,0.16
18:36:16:811,-0.78,-0.42,-0.18
18:36:16:812,-0.83,-0.48,-0.53
18:36:16:814,-0.79,-0.40,-0.79
18:36:16:815,-0.67,-0.18,-0.93
18:36:16:816,-0.56,0.11,-0.96
18:36:16:818,-0.52,0.38,-0.96
18:36:16:819,-0.54,0.56,-0.93
18:36:16:821,-0.58,0.59,-0.82
18:36:16:822,-0.60,0.48,-0.70
18:36:16:823,-0.63,0.32,-0.50
18:36:16:825,-0.68,0.18,-0.27
18:36:16:826,-0.98,0.48,-0.85
18:36:16:827,-1.11,0.57,-0.97
18:36:16:829,-1.13,0.61,-1.06
18:36:16:839,-1.09,0.53,-1.08
18:36:16:874,-1.01,0.39,-0.97
18:36:16:876,-0.89,0.14,-0.81
18:36:16:879,-0.85,-0.09,-0.59
18:36:16:881,-0.85,-0.19,-0.40
18:36:16:888,-0.73,-0.19,-0.30
18:36:16:934,-0.63,-0.09,-0.30
18:36:16:937,-0.56,-0.01,-0.36
18:36:16:939,-0.50,-0.02,-0.48
18:36:16:941,-0.53,-0.08,-0.63
18:36:16:942,-0.52,-0.12,-0.73
18:36:16:950,-0.47,-0.16,-0.76
18:36:16:956,-0.42,-0.24,-0.81
18:36:16:967,-0.42,-0.32,-0.89
18:36:16:975,-0.45,-0.34,-0.99
18:36:16:985,-0.48,-0.32,-1.14
18:36:17:29,-0.42,-0.25,-1.28
18:36:17:32,-0.30,-0.17,-1.37
18:36:17:36,-0.23,-0.15,-1.40
18:36:17:38,-0.15,-0.15,-1.36
18:36:17:39,-0.09,-0.13,-1.27
18:36:17:45,-0.07,-0.07,-1.16
18:36:17:54,-0.02,0.04,-1.05
18:36:17:67,-0.05,0.18,-1.02
18:36:17:73,-0.10,0.33,-1.02
18:36:17:84,-0.09,0.44,-1.04
18:36:17:92,-0.10,0.45,-1.07
18:36:17:102,-0.09,0.35,-1.06
18:36:17:148,-0.08,0.20,-0.98
18:36:17:151,-0.01,0.05,-0.83
18:36:17:153,0.12,-0.06,-0.63
18:36:17:155,0.26,-0.08,-0.45
18:36:17:157,0.34,-0.04,-0.29
18:36:17:160,0.37,0.04,-0.24
18:36:17:170,0.39,0.15,-0.28
18:36:17:184,0.39,0.30,-0.37
18:36:17:190,0.49,0.40,-0.46
18:36:17:200,0.52,0.39,-0.50
18:36:17:208,0.46,0.30,-0.45
18:36:17:249,0.43,0.17,-0.32
18:36:17:252,0.36,0.05,-0.14
18:36:17:254,0.25,0.01,0.08
18:36:17:256,0.17,0.02,0.25
18:36:17:258,0.13,-0.01,0.31
18:36:17:268,0.11,-0.07,0.31
18:36:17:277,0.13,-0.18,0.26
18:36:17:287,0.20,-0.32,0.19
18:36:17:330,0.24,-0.43,0.16
18:36:17:333,0.25,-0.54,0.13
18:36:17:337,0.27,-0.61,0.13
18:36:17:339,0.29,-0.62,0.18
18:36:17:341,0.31,-0.58,0.27
18:36:17:345,0.30,-0.48,0.44
18:36:17:355,0.29,-0.38,0.61
18:36:17:368,0.25,-0.28,0.79
18:36:17:374,0.12,-0.17,0.92
18:36:17:384,0.02,-0.09,0.94
18:36:17:393,-0.04,-0.02,0.91
18:36:17:433,-0.04,-0.02,0.86
18:36:17:435,0.08,-0.13,0.85
18:36:17:437,0.27,-0.29,0.90
18:36:17:439,0.38,-0.44,0.97
18:36:17:442,0.43,-0.50,1.04
18:36:17:452,0.35,-0.45,1.00
18:36:17:462,0.21,-0.30,0.83
18:36:17:472,0.06,-0.03,0.72
18:36:17:484,-0.01,0.20,0.63
18:36:17:491,-0.06,0.36,0.63
18:36:17:501,-0.09,0.50,0.81
18:36:17:512,-0.03,0.56,0.99
18:36:17:552,-0.00,0.63,1.17
18:36:17:555,0.06,0.70,1.32
18:36:17:557,0.13,0.75,1.33
18:36:17:559,0.15,0.76,1.17
18:36:17:561,0.17,0.76,0.94
18:36:17:569,0.26,0.75,0.75
18:36:17:578,0.34,0.69,0.72
18:36:17:588,0.33,0.70,0.83
18:36:17:620,0.37,0.72,1.09
18:36:17:623,0.36,0.74,1.36
18:36:17:624,0.40,0.62,1.52
18:36:17:626,0.43,0.33,1.56
18:36:17:636,0.38,0.04,1.46
18:36:17:650,0.43,-0.15,1.23
18:36:17:656,0.36,-0.08,0.98
18:36:17:800,0.39,0.14,0.76
18:36:17:802,0.43,0.28,0.59
18:36:17:803,0.39,0.25,0.55
18:36:17:805,0.37,0.11,0.57
18:36:17:806,0.38,-0.09,0.59
18:36:17:808,0.30,-0.20,0.60
18:36:17:810,0.23,-0.19,0.51
18:36:17:812,0.32,-0.15,0.32
18:36:17:813,0.38,-0.10,0.11
18:36:17:815,0.45,-0.07,-0.08
18:36:17:816,0.51,-0.05,-0.18
18:36:17:818,0.40,-0.01,-0.15
18:36:17:819,0.46,-0.12,0.09
18:36:17:820,0.55,-0.23,0.10
18:36:17:822,0.61,-0.32,0.11
18:36:17:859,0.70,-0.41,0.11
18:36:17:862,0.76,-0.42,0.09
18:36:17:864,0.76,-0.38,0.09
18:36:17:866,0.69,-0.30,0.07
18:36:17:872,0.63,-0.16,0.03
18:36:17:879,0.63,0.00,-0.02
18:36:17:889,0.69,0.13,-0.09
18:36:17:900,0.78,0.16,-0.15
18:36:17:908,0.89,0.11,-0.19
18:36:17:945,0.86,-0.06,-0.20
18:36:17:951,0.83,-0.26,-0.21
18:36:17:953,0.84,-0.38,-0.23
18:36:17:954,0.82,-0.37,-0.23
18:36:17:957,0.88,-0.24,-0.22
18:36:17:968,0.91,-0.02,-0.22
18:36:17:976,0.84,0.22,-0.24
18:36:17:986,0.65,0.42,-0.31
18:36:17:996,0.49,0.53,-0.42
18:36:18:6,0.42,0.59,-0.53
18:36:18:41,0.45,0.56,-0.63
18:36:18:44,0.54,0.47,-0.68
18:36:18:46,0.60,0.37,-0.68
18:36:18:48,0.57,0.31,-0.60
18:36:18:55,0.52,0.30,-0.44
18:36:18:68,0.54,0.33,-0.32
18:36:18:74,0.53,0.43,-0.17
18:36:18:84,0.51,0.48,-0.15
18:36:18:93,0.42,0.51,-0.29
18:36:18:103,0.30,0.60,-0.48
18:36:18:113,0.30,0.69,-0.77
18:36:18:145,0.38,0.80,-1.01
18:36:18:149,0.48,0.91,-1.12
18:36:18:151,0.57,0.96,-1.08
18:36:18:153,0.58,0.94,-0.93
18:36:18:161,0.52,0.88,-0.69
18:36:18:171,0.33,0.77,-0.43
18:36:18:184,0.15,0.61,-0.28
18:36:18:191,-0.07,0.50,-0.22
18:36:18:200,0.02,0.46,-0.15
18:36:18:210,0.19,0.38,-0.15
18:36:18:220,0.33,0.23,-0.12
18:36:18:229,0.49,-0.06,-0.05
18:36:18:260,0.25,-0.37,0.05
18:36:18:263,0.20,-0.67,0.20
18:36:18:265,0.30,-0.90,0.28
18:36:18:272,0.39,-1.02,0.26
18:36:18:278,0.55,-1.13,0.07
18:36:18:288,0.52,-1.16,-0.18
18:36:18:300,0.40,-1.04,-0.43
18:36:18:307,0.30,-0.83,-0.61
18:36:18:318,0.23,-0.60,-0.69
18:36:18:326,0.25,-0.41,-0.70
18:36:18:368,0.28,-0.30,-0.71
18:36:18:370,0.28,-0.29,-0.70
18:36:18:372,0.12,-0.44,-0.71
18:36:18:375,-0.04,-0.55,-0.74
18:36:18:376,-0.25,-0.82,-0.69
18:36:18:385,-0.44,-1.09,-0.72
18:36:18:394,-0.38,-1.23,-0.79
18:36:18:404,-0.16,-1.39,-0.93
18:36:18:448,0.10,-1.52,-1.25
18:36:18:451,0.27,-1.68,-1.49
18:36:18:454,0.28,-1.81,-1.63
18:36:18:457,0.10,-1.81,-1.62
18:36:18:459,0.02,-1.58,-1.38
18:36:18:463,0.12,-1.15,-1.13
18:36:18:472,0.32,-0.62,-1.00
18:36:18:486,0.53,-0.14,-1.07
18:36:18:492,0.66,0.16,-1.28
18:36:18:502,0.75,0.19,-1.54
18:36:18:511,0.76,-0.08,-1.81
18:36:18:521,0.69,-0.48,-2.00
18:36:18:531,0.52,-0.79,-2.08
18:36:18:570,0.37,-0.90,-2.09
18:36:18:574,0.28,-0.76,-2.07
18:36:18:576,0.26,-0.44,-2.09
18:36:18:578,0.30,-0.05,-2.10
18:36:18:581,0.37,0.32,-2.11
18:36:18:591,0.43,0.60,-2.09
18:36:18:605,0.50,0.74,-2.07
18:36:18:609,0.53,0.78,-2.11
18:36:18:619,0.51,0.76,-2.18
18:36:18:628,0.51,0.70,-2.23
18:36:18:667,0.52,0.62,-2.29
18:36:18:670,0.55,0.56,-2.33
18:36:18:806,0.63,0.57,-2.34
18:36:18:808,0.78,0.91,-2.27
18:36:18:809,0.99,1.18,-2.25
18:36:18:811,1.10,1.34,-2.18
18:36:18:813,1.05,1.37,-2.09
18:36:18:814,0.84,1.02,-2.10
18:36:18:816,0.42,0.72,-2.13
18:36:18:817,0.08,0.51,-2.12
18:36:18:819,-0.03,0.46,-2.04
18:36:18:821,-0.11,0.51,-2.03
18:36:18:823,-0.04,0.69,-1.94
18:36:18:824,0.08,0.94,-1.90
18:36:18:826,0.14,1.47,-1.76
18:36:18:827,0.08,1.19,-1.84
18:36:18:834,0.01,0.89,-1.92
18:36:18:843,-0.05,0.63,-1.98
18:36:18:854,-0.00,0.48,-2.01
18:36:18:861,0.07,0.55,-1.97
18:36:18:895,0.16,0.71,-1.89
18:36:18:898,0.22,0.86,-1.76
18:36:18:901,0.14,1.01,-1.62
18:36:18:902,0.05,1.00,-1.52
18:36:18:911,0.01,0.87,-1.53
18:36:18:922,0.01,0.68,-1.63
18:36:18:929,0.02,0.52,-1.73
18:36:18:963,0.01,0.45,-1.79
18:36:18:968,-0.06,0.49,-1.79
18:36:18:969,-0.14,0.62,-1.73
18:36:18:970,-0.15,0.72,-1.65
18:36:18:977,-0.11,0.74,-1.62
18:36:18:987,-0.09,0.68,-1.58
18:36:18:997,-0.05,0.55,-1.54
18:36:19:7,0.00,0.45,-1.53
18:36:19:20,0.05,0.40,-1.51
18:36:19:26,0.14,0.43,-1.51
18:36:19:36,0.22,0.54,-1.51
18:36:19:46,0.24,0.66,-1.49
18:36:19:86,0.23,0.73,-1.46
18:36:19:89,0.25,0.76,-1.42
18:36:19:91,0.29,0.73,-1.38
18:36:19:92,0.38,0.65,-1.35
18:36:19:94,0.50,0.57,-1.29
18:36:19:106,0.60,0.48,-1.24
18:36:19:113,0.66,0.43,-1.22
18:36:19:123,0.69,0.41,-1.21
18:36:19:164,0.64,0.39,-1.22
18:36:19:168,0.55,0.40,-1.20
18:36:19:170,0.45,0.41,-1.13
18:36:19:172,0.31,0.42,-1.03
18:36:19:174,0.22,0.47,-0.89
18:36:19:187,0.14,0.51,-0.77
18:36:19:191,0.08,0.51,-0.71
18:36:19:204,0.06,0.45,-0.70
18:36:19:211,0.07,0.32,-0.73
18:36:19:221,0.09,0.18,-0.75
18:36:19:230,0.12,0.07,-0.74
18:36:19:269,0.17,0.04,-0.72
18:36:19:272,0.25,0.13,-0.68
18:36:19:274,0.36,0.27,-0.69
18:36:19:276,0.50,0.42,-0.73
18:36:19:279,0.62,0.52,-0.76
18:36:19:289,0.74,0.58,-0.83
18:36:19:298,0.86,0.60,-0.88
18:36:19:308,0.95,0.56,-0.91
18:36:19:320,1.03,0.45,-0.98
18:36:19:327,1.10,0.27,-1.02
18:36:19:369,1.16,0.10,-1.01
18:36:19:373,1.22,-0.02,-0.92
18:36:19:376,1.30,-0.04,-0.74
18:36:19:378,1.37,0.00,-0.51
18:36:19:380,1.39,0.07,-0.28
18:36:19:389,1.39,0.14,-0.16
18:36:19:395,1.38,0.24,-0.17
18:36:19:405,1.37,0.34,-0.28
18:36:19:415,1.38,0.43,-0.44
18:36:19:425,1.36,0.44,-0.64
18:36:19:459,1.32,0.39,-0.79
18:36:19:461,1.22,0.25,-0.90
18:36:19:463,1.08,0.09,-0.97
18:36:19:465,0.85,-0.05,-0.93
18:36:19:473,0.60,-0.13,-0.83
