time,x,y,z
18:22:42:486,-0.42,0.13,1.08
18:22:42:496,-0.34,0.05,1.06
18:22:42:505,-0.22,-0.01,0.93
18:22:42:540,-0.12,-0.03,0.77
18:22:42:544,-0.05,-0.02,0.62
18:22:42:546,-0.00,0.04,0.57
18:22:42:548,-0.00,0.10,0.62
18:22:42:554,-0.04,0.13,0.73
18:22:42:564,-0.11,0.10,0.85
18:22:42:754,-0.22,0.00,0.96
18:22:42:756,-0.32,-0.10,1.05
18:22:42:758,-0.37,-0.23,1.06
18:22:42:759,-0.36,-0.35,1.02
18:22:42:762,-0.33,-0.45,0.88
18:22:42:763,-0.30,-0.51,0.72
18:22:42:764,-0.30,-0.51,0.59
18:22:42:766,-0.33,-0.44,0.49
18:22:42:768,-0.34,-0.34,0.46
18:22:42:770,-0.32,-0.26,0.47
18:22:42:771,-0.26,-0.25,0.48
18:22:42:773,-0.17,-0.27,0.54
18:22:42:774,-0.41,-0.19,0.45
18:22:42:775,-0.27,-0.03,0.40
18:22:42:785,-0.10,0.05,0.42
18:22:42:788,0.01,0.02,0.51
18:22:42:818,0.03,-0.04,0.60
18:22:42:820,-0.03,-0.12,0.71
18:22:42:821,-0.19,-0.18,0.77
18:22:42:830,-0.35,-0.25,0.81
18:22:42:836,-0.48,-0.32,0.84
18:22:42:866,-0.53,-0.40,0.84
18:22:42:869,-0.49,-0.46,0.79
18:22:42:871,-0.37,-0.47,0.72
18:22:42:880,-0.19,-0.42,0.64
18:22:42:885,-0.05,-0.34,0.53
18:22:42:897,0.02,-0.23,0.44
18:22:42:904,-0.02,-0.12,0.34
18:22:42:914,-0.13,-0.03,0.22
18:22:42:924,-0.25,0.01,0.13
18:22:42:952,-0.35,0.05,0.06
18:22:42:955,-0.42,0.07,0.05
18:22:42:957,-0.46,0.05,0.13
18:22:42:965,-0.45,0.03,0.23
18:22:42:973,-0.44,-0.07,0.36
18:22:42:982,-0.43,-0.25,0.51
18:22:42:996,-0.49,-0.46,0.60
18:22:43:2,-0.58,-0.64,0.67
18:22:43:14,-0.64,-0.82,0.70
18:22:43:21,-0.65,-0.92,0.67
18:22:43:57,-0.57,-0.91,0.61
18:22:43:61,-0.47,-0.81,0.53
18:22:43:63,-0.39,-0.59,0.42
18:22:43:65,-0.26,-0.34,0.35
18:22:43:70,-0.13,-0.06,0.30
18:22:43:80,-0.04,0.17,0.30
18:22:43:89,0.04,0.33,0.33
18:22:43:99,-0.03,0.40,0.33
18:22:43:109,-0.19,0.38,0.32
18:22:43:143,-0.34,0.30,0.26
18:22:43:147,-0.45,0.25,0.17
18:22:43:149,-0.47,0.21,0.10
18:22:43:151,-0.40,0.21,0.06
18:22:43:157,-0.28,0.16,0.07
18:22:43:167,-0.14,0.08,0.15
18:22:43:180,-0.05,0.01,0.26
18:22:43:187,-0.04,-0.09,0.35
18:22:43:197,-0.09,-0.17,0.44
18:22:43:206,-0.22,-0.24,0.47
18:22:43:240,-0.38,-0.35,0.46
18:22:43:245,-0.54,-0.43,0.41
18:22:43:247,-0.68,-0.43,0.32
18:22:43:249,-0.78,-0.39,0.18
18:22:43:255,-0.81,-0.25,-0.00
18:22:43:264,-0.77,-0.04,-0.14
18:22:43:275,-0.75,0.16,-0.25
18:22:43:285,-0.74,0.35,-0.29
18:22:43:302,-0.76,0.45,-0.30
18:22:43:307,-0.85,0.47,-0.31
18:22:43:325,-0.91,0.43,-0.32
18:22:43:334,-0.92,0.29,-0.29
18:22:43:337,-0.94,0.08,-0.27
18:22:43:342,-0.86,-0.15,-0.23
18:22:43:371,-0.79,-0.33,-0.14
18:22:43:373,-0.79,-0.48,-0.07
18:22:43:374,-0.79,-0.57,0.10
18:22:43:381,-0.91,-0.65,0.29
18:22:43:391,-1.01,-0.78,0.38
18:22:43:401,-1.09,-0.81,0.44
18:22:43:432,-1.12,-0.79,0.36
18:22:43:434,-1.06,-0.74,0.23
18:22:43:435,-0.98,-0.64,0.18
18:22:43:439,-0.81,-0.72,0.26
18:22:43:449,-0.74,-0.90,0.40
18:22:43:459,-0.75,-1.19,0.54
18:22:43:469,-0.86,-1.53,0.61
18:22:43:481,-1.06,-1.76,0.51
18:22:43:488,-1.20,-1.84,0.43
18:22:43:498,-1.37,-1.69,0.33
18:22:43:508,-1.43,-1.44,0.24
18:22:43:553,-1.47,-1.04,0.19
18:22:43:556,-1.42,-0.73,0.10
18:22:43:561,-1.22,-0.70,0.07
18:22:43:567,-1.12,-0.75,0.12
18:22:43:569,-1.01,-1.10,0.26
18:22:43:573,-1.04,-1.43,0.37
18:22:43:581,-1.10,-1.78,0.37
18:22:43:586,-1.25,-2.14,0.24
18:22:43:600,-1.42,-2.41,0.07
18:22:43:606,-1.62,-2.62,0.01
18:22:43:806,-1.98,-2.41,0.08
18:22:43:807,-2.15,-2.00,0.29
18:22:43:809,-2.07,-1.54,0.50
18:22:43:811,-1.70,-1.25,0.62
18:22:43:813,-1.10,-1.25,0.71
18:22:43:814,-0.54,-1.44,0.74
18:22:43:816,-0.22,-1.66,0.76
18:22:43:817,-0.15,-1.84,0.73
18:22:43:819,-0.25,-2.24,0.69
18:22:43:820,-0.54,-2.84,0.72
18:22:43:822,-0.90,-3.40,0.75
18:22:43:824,-1.26,-3.81,0.78
18:22:43:825,-0.16,-3.99,0.01
18:22:43:827,-0.33,-4.47,0.03
18:22:43:835,-0.54,-4.78,0.29
18:22:43:839,-0.75,-4.80,0.62
18:22:43:870,-0.87,-4.47,0.82
18:22:43:872,-0.80,-3.88,0.83
18:22:43:874,-0.50,-3.26,0.69
18:22:43:904,-0.11,-2.93,0.50
18:22:43:907,0.18,-2.84,0.37
18:22:43:908,0.19,-2.88,0.30
18:22:43:910,-0.02,-3.01,0.29
18:22:43:917,-0.26,-3.03,0.31
18:22:43:928,-0.42,-3.10,0.47
18:22:43:936,-0.44,-3.36,0.68
18:22:43:971,-0.33,-3.70,0.88
18:22:43:974,-0.08,-4.11,1.02
18:22:43:976,0.22,-4.39,0.98
18:22:43:980,0.53,-4.44,0.91
18:22:43:989,0.78,-4.45,0.74
18:22:44:1,0.93,-4.35,0.54
18:22:44:5,1.07,-4.19,0.41
18:22:44:16,1.07,-4.08,0.32
18:22:44:24,0.97,-3.93,0.35
18:22:44:36,0.77,-3.87,0.54
18:22:44:45,0.50,-3.98,0.70
18:22:44:56,0.31,-4.16,0.71
18:22:44:99,0.21,-4.28,0.56
18:22:44:103,0.26,-4.29,0.24
18:22:44:105,0.52,-4.14,-0.04
18:22:44:108,0.86,-3.81,-0.21
18:22:44:109,1.17,-3.61,-0.32
18:22:44:114,1.28,-3.46,-0.45
18:22:44:124,1.22,-3.31,-0.52
18:22:44:135,1.09,-3.33,-0.57
18:22:44:141,0.88,-3.36,-0.51
18:22:44:151,0.64,-3.49,-0.22
18:22:44:160,0.45,-3.79,0.06
18:22:44:196,0.45,-4.13,0.29
18:22:44:200,0.56,-4.46,0.18
18:22:44:202,0.67,-4.70,-0.19
18:22:44:205,0.55,-4.72,-0.63
18:22:44:209,0.41,-4.59,-1.06
18:22:44:220,0.47,-4.23,-1.27
18:22:44:234,0.80,-3.82,-1.39
18:22:44:238,1.24,-3.48,-1.51
18:22:44:250,1.42,-3.20,-1.59
18:22:44:257,1.19,-3.12,-1.60
18:22:44:296,0.83,-3.14,-1.47
18:22:44:299,0.53,-3.18,-1.13
18:22:44:302,0.42,-3.19,-0.73
18:22:44:304,0.60,-3.20,-0.45
18:22:44:307,0.80,-3.15,-0.44
18:22:44:317,0.98,-3.03,-0.78
18:22:44:326,1.12,-2.94,-1.34
18:22:44:336,1.20,-2.80,-1.88
18:22:44:378,1.19,-2.88,-2.29
18:22:44:382,1.12,-3.10,-2.33
18:22:44:385,1.01,-3.29,-2.10
18:22:44:388,0.99,-3.60,-1.72
18:22:44:391,1.13,-3.77,-1.23
18:22:44:395,1.56,-3.85,-0.96
18:22:44:405,2.12,-3.80,-0.83
18:22:44:418,2.49,-3.55,-0.83
18:22:44:423,2.77,-3.15,-0.96
18:22:44:433,2.82,-2.74,-1.13
18:22:44:442,2.56,-2.44,-1.27
18:22:44:452,2.34,-2.27,-1.42
18:22:44:485,2.16,-2.15,-1.35
18:22:44:487,2.10,-2.05,-0.98
18:22:44:489,2.10,-1.99,-0.58
18:22:44:492,2.20,-1.99,-0.22
18:22:44:501,2.45,-2.08,-0.11
18:22:44:510,2.78,-2.16,-0.28
18:22:44:520,3.08,-2.24,-0.56
18:22:44:533,3.25,-2.31,-0.87
18:22:44:540,3.27,-2.38,-1.11
18:22:44:550,3.21,-2.46,-1.20
18:22:44:559,3.28,-2.49,-1.03
18:22:44:591,3.30,-2.51,-0.69
18:22:44:596,3.29,-2.55,-0.27
18:22:44:599,3.24,-2.50,-0.01
18:22:44:601,3.24,-2.32,-0.09
18:22:44:608,3.21,-2.04,-0.35
18:22:44:618,3.19,-1.61,-0.64
18:22:44:627,3.36,-1.16,-0.92
18:22:44:637,3.34,-0.98,-0.79
18:22:44:680,3.34,-0.96,-0.36
18:22:44:683,3.38,-1.24,0.05
18:22:44:871,3.18,-1.70,0.49
18:22:44:873,3.01,-2.09,0.56
18:22:44:875,3.11,-2.49,0.31
18:22:44:877,3.22,-2.61,-0.21
18:22:44:879,3.34,-2.51,-0.64
18:22:44:880,3.49,-2.32,-0.88
18:22:44:882,3.51,-1.93,-0.97
18:22:44:884,3.41,-1.66,-0.67
18:22:44:885,3.37,-1.52,-0.32
18:22:44:887,3.39,-1.40,0.01
18:22:44:889,3.43,-1.42,0.28
18:22:44:891,3.52,-1.46,0.32
18:22:44:893,2.94,-1.96,-0.63
18:22:44:895,3.22,-1.95,-0.32
18:22:44:905,3.31,-1.86,0.01
18:22:44:909,3.49,-1.76,0.39
18:22:44:919,3.70,-1.60,0.88
18:22:44:959,3.77,-1.58,1.45
18:22:44:963,3.76,-1.66,1.82
18:22:44:965,3.16,-1.84,1.84
18:22:44:967,2.25,-2.15,1.61
18:22:44:970,1.64,-2.29,1.27
18:22:44:978,1.49,-2.34,1.09
18:22:45:8,1.92,-2.23,1.15
18:22:45:11,2.43,-2.00,1.38
18:22:45:15,2.49,-1.71,1.62
18:22:45:18,2.01,-1.51,1.82
18:22:45:27,1.36,-1.39,1.86
18:22:45:36,1.02,-1.55,1.72
18:22:45:50,1.11,-1.50,0.88
18:22:45:56,1.25,-0.89,0.43
18:22:45:67,1.18,-0.15,0.06
18:22:45:75,0.69,0.66,-0.62
18:22:45:85,0.20,0.83,-0.73
18:22:45:95,-0.17,0.47,-1.05
18:22:45:119,-0.69,-0.08,-0.45
18:22:45:122,-0.73,-0.60,0.06
18:22:45:124,-0.92,-1.01,1.03
18:22:45:135,-0.66,-1.40,1.72
18:22:45:143,0.16,-1.58,1.73
18:22:45:153,0.97,-1.77,2.12
18:22:45:167,1.76,-1.80,1.96
18:22:45:173,1.86,-1.86,2.14
18:22:45:184,1.74,-1.88,1.99
18:22:45:192,1.63,-1.37,1.54
18:22:45:202,1.46,-0.96,1.22
18:22:45:211,1.62,-0.65,0.46
18:22:45:242,1.86,-0.73,-0.27
18:22:45:244,1.69,-1.40,-0.56
18:22:45:248,1.37,-1.90,-0.71
18:22:45:251,0.69,-2.10,-0.49
18:22:45:260,-0.15,-1.69,-0.11
18:22:45:270,-0.81,-1.01,0.25
18:22:45:310,-1.28,-0.23,0.63
18:22:45:315,-1.30,0.34,0.69
18:22:45:317,-1.08,0.57,0.52
18:22:45:320,-0.79,0.66,0.23
18:22:45:322,-0.47,0.64,-0.15
18:22:45:328,-0.26,0.56,-0.35
18:22:45:338,-0.21,0.46,-0.46
18:22:45:351,-0.04,0.40,-0.50
18:22:45:358,0.09,0.31,-1.02
18:22:45:367,-0.03,-0.02,-1.32
18:22:45:377,-0.35,-0.05,-1.49
18:22:45:387,-0.88,-0.09,-1.67
18:22:45:433,-1.15,0.02,-1.12
18:22:45:436,-0.88,0.48,-0.85
18:22:45:438,-0.29,0.69,-0.89
18:22:45:441,0.28,0.83,-0.98
18:22:45:443,0.69,0.93,-1.30
18:22:45:445,0.90,1.01,-1.49
18:22:45:455,1.03,1.06,-1.27
18:22:45:469,1.26,1.19,-1.17
18:22:45:475,1.43,1.24,-1.50
18:22:45:485,1.37,1.23,-1.69
18:22:45:494,1.28,1.40,-2.08
18:22:45:533,1.13,1.32,-1.92
18:22:45:537,0.66,0.38,-1.10
18:22:45:539,0.55,-1.16,-0.44
18:22:45:541,0.55,-1.51,-0.44
18:22:45:543,0.46,-1.56,-0.85
18:22:45:553,0.63,-0.67,-1.66
18:22:45:562,0.62,0.78,-2.53
18:22:45:572,0.44,0.80,-2.65
18:22:45:615,0.39,0.75,-2.66
18:22:45:619,0.36,0.67,-2.54
18:22:45:623,0.38,0.66,-2.32
18:22:45:625,0.41,0.64,-1.99
18:22:45:627,0.31,0.55,-1.64
18:22:45:635,0.29,0.42,-1.24
18:22:45:640,0.36,0.29,-0.91
18:22:45:651,0.50,0.24,-0.68
18:22:45:659,0.68,0.27,-0.41
18:22:45:669,0.77,0.33,-0.14
18:22:45:679,0.75,0.39,0.12
18:22:45:689,0.83,0.46,0.30
18:22:45:721,1.02,0.48,0.39
18:22:45:723,1.34,0.48,0.44
18:22:45:725,1.47,0.34,0.35
18:22:45:727,1.54,0.25,0.21
18:22:45:895,1.49,0.10,-0.02
18:22:45:897,1.25,-0.02,-0.30
18:22:45:898,1.18,0.01,-0.39
18:22:45:900,1.05,-0.02,-0.39
18:22:45:901,0.99,0.02,-0.24
18:22:45:903,0.97,0.08,-0.02
18:22:45:904,0.86,0.11,0.20
18:22:45:906,0.80,0.11,0.33
18:22:45:907,0.74,0.09,0.32
18:22:45:908,0.72,0.07,0.25
18:22:45:910,0.76,0.06,0.26
18:22:45:912,0.73,0.06,0.33
18:22:45:913,0.89,0.02,0.50
18:22:45:915,0.88,0.01,0.45
18:22:45:923,0.83,-0.02,0.45
18:22:45:935,0.80,-0.05,0.40
18:22:45:942,0.76,-0.08,0.24
18:22:45:975,0.71,-0.12,0.04
18:22:45:977,0.60,-0.12,-0.07
18:22:45:979,0.44,-0.13,-0.04
18:22:45:981,0.31,-0.08,0.12
18:22:46:11,0.21,-0.01,0.34
18:22:46:13,0.17,0.01,0.48
18:22:46:15,0.23,0.02,0.51
18:22:46:22,0.31,0.01,0.44
18:22:46:29,0.36,-0.01,0.36
18:22:46:39,0.42,-0.02,0.31
18:22:46:75,0.42,-0.01,0.32
18:22:46:78,0.40,0.00,0.39
18:22:46:79,0.34,0.01,0.43
18:22:46:83,0.23,0.01,0.44
18:22:46:90,0.09,0.01,0.39
18:22:46:97,-0.06,-0.01,0.27
18:22:46:107,-0.20,-0.04,0.10
18:22:46:118,-0.30,-0.04,-0.13
18:22:46:126,-0.25,-0.06,-0.30
18:22:46:137,-0.06,-0.10,-0.48
18:22:46:146,0.19,-0.09,-0.53
18:22:46:179,0.49,-0.09,-0.37
18:22:46:183,0.64,-0.09,-0.11
18:22:46:185,0.67,0.00,0.25
18:22:46:187,0.66,0.05,0.52
18:22:46:195,0.54,0.07,0.62
18:22:46:205,0.45,0.09,0.57
18:22:46:214,0.41,0.06,0.40
18:22:46:224,0.35,0.00,0.15
18:22:46:236,0.34,-0.06,-0.17
18:22:46:243,0.29,-0.11,-0.51
18:22:46:254,0.20,-0.15,-0.76
18:22:46:263,0.11,-0.16,-0.81
18:22:46:310,0.03,-0.09,-0.60
18:22:46:315,-0.00,-0.02,-0.21
18:22:46:318,-0.05,0.06,0.23
18:22:46:321,-0.06,0.12,0.61
18:22:46:324,-0.06,0.14,0.79
18:22:46:326,-0.09,0.14,0.77
18:22:46:333,-0.09,0.08,0.58
18:22:46:341,-0.10,0.03,0.30
18:22:46:354,-0.08,-0.00,0.01
18:22:46:361,-0.03,-0.03,-0.22
18:22:46:371,0.03,-0.03,-0.37
18:22:46:380,0.09,-0.03,-0.46
18:22:46:429,0.12,-0.03,-0.47
18:22:46:435,0.13,-0.03,-0.46
18:22:46:437,0.08,-0.01,-0.42
18:22:46:440,-0.08,-0.00,-0.35
18:22:46:442,-0.18,0.02,-0.24
18:22:46:444,-0.25,0.03,-0.15
18:22:46:448,-0.15,0.03,-0.09
18:22:46:458,0.07,0.02,-0.05
18:22:46:501,0.24,0.01,-0.05
18:22:46:504,0.40,0.02,-0.02
18:22:46:507,0.40,0.04,0.10
18:22:46:509,0.33,0.06,0.26
18:22:46:510,0.18,0.09,0.40
18:22:46:521,0.03,0.08,0.45
18:22:46:526,-0.08,0.04,0.37
18:22:46:538,-0.11,0.01,0.16
18:22:46:545,-0.08,-0.06,-0.14
18:22:46:555,-0.05,-0.09,-0.45
18:22:46:565,0.01,-0.09,-0.64
18:22:46:602,0.05,-0.08,-0.69
18:22:46:605,0.12,-0.04,-0.57
18:22:46:608,0.16,-0.02,-0.35
18:22:46:610,0.17,0.02,-0.14
18:22:46:614,0.16,0.05,0.05
18:22:46:623,0.12,0.08,0.22
18:22:46:638,0.07,0.09,0.32
18:22:46:643,0.03,0.09,0.36
18:22:46:654,0.01,0.08,0.32
18:22:46:662,-0.00,0.06,0.22
18:22:46:672,0.03,0.05,0.09
18:22:46:682,0.05,0.02,-0.04
18:22:46:721,0.09,0.03,-0.15
18:22:46:723,0.23,-0.01,-0.30
18:22:46:726,0.29,-0.00,-0.39
18:22:46:727,0.31,-0.03,-0.43
18:22:46:730,0.19,-0.05,-0.44
18:22:46:740,-0.08,-0.03,-0.36
18:22:46:756,-0.34,-0.07,-0.32
18:22:46:947,-0.62,-0.03,-0.24
18:22:46:948,-0.81,-0.04,-0.12
18:22:46:949,-0.73,-0.03,0.00
18:22:46:951,-0.45,0.02,0.17
18:22:46:952,-0.06,0.04,0.30
18:22:46:954,0.43,0.06,0.36
18:22:46:955,0.66,0.07,0.33
18:22:46:957,0.67,0.03,0.09
18:22:46:958,0.49,-0.01,-0.28
18:22:46:959,0.14,-0.06,-0.68
18:22:46:961,-0.23,-0.11,-0.91
18:22:46:962,-0.39,-0.13,-0.89
18:22:46:964,0.16,0.18,0.34
18:22:46:965,0.11,0.06,0.08
18:22:46:998,-0.03,-0.04,-0.05
18:22:47:0,-0.11,0.00,-0.07
18:22:47:3,-0.06,0.11,-0.25
18:22:47:4,-0.19,0.19,-0.24
18:22:47:12,-0.21,0.33,-0.18
18:22:47:43,-0.32,0.41,-0.15
18:22:47:45,-0.44,0.39,0.10
18:22:47:46,-0.31,0.37,0.13
18:22:47:75,-0.27,0.31,0.02
18:22:47:77,-0.26,0.28,-0.07
18:22:47:79,-0.29,0.32,-0.22
18:22:47:81,-0.36,0.42,-0.26
18:22:47:90,-0.37,0.50,-0.24
18:22:47:125,-0.32,0.48,-0.24
18:22:47:127,-0.21,0.52,-0.32
18:22:47:129,-0.12,0.53,-0.35
18:22:47:130,-0.03,0.52,-0.31
18:22:47:139,0.10,0.51,-0.24
18:22:47:149,0.21,0.27,-0.07
18:22:47:159,0.30,0.01,-0.04
18:22:47:171,0.23,-0.06,-0.19
18:22:47:178,-0.11,-0.22,-0.71
18:22:47:188,-0.62,-0.30,-1.44
18:22:47:197,-1.27,-0.22,-2.19
18:22:47:230,-1.93,-0.19,-2.63
18:22:47:233,-2.51,0.06,-2.45
18:22:47:236,-2.96,0.36,-1.80
18:22:47:239,-3.24,0.47,-0.98
18:22:47:246,-3.19,0.36,-0.35
18:22:47:256,-2.81,0.21,0.05
18:22:47:266,-2.05,0.20,0.27
18:22:47:275,-1.01,0.19,0.23
18:22:47:288,-0.02,0.28,0.14
18:22:47:295,0.94,0.30,-0.01
18:22:47:305,1.60,0.21,-0.29
18:22:47:314,1.88,0.16,-0.49
18:22:47:348,1.89,0.16,-0.67
18:22:47:352,1.57,0.21,-0.93
18:22:47:355,1.05,0.24,-1.12
18:22:47:357,0.49,0.29,-1.34
18:22:47:363,0.06,0.31,-1.45
18:22:47:373,-0.27,0.30,-1.44
18:22:47:383,-0.47,0.28,-1.28
18:22:47:392,-0.48,0.24,-0.89
18:22:47:435,-0.37,0.23,-0.41
18:22:47:437,-0.14,0.27,0.11
18:22:47:439,0.14,0.44,0.50
18:22:47:442,0.47,0.54,0.67
18:22:47:444,0.74,0.58,0.48
18:22:47:457,0.80,0.46,-0.00
18:22:47:460,0.78,0.30,-0.57
18:22:47:473,0.55,0.15,-1.26
18:22:47:480,0.17,-0.03,-1.76
18:22:47:490,-0.01,-0.08,-1.94
18:22:47:500,-0.10,-0.07,-1.80
18:22:47:550,-0.11,0.02,-1.27
18:22:47:554,-0.05,0.15,-0.59
18:22:47:558,-0.04,0.29,0.08
18:22:47:560,-0.04,0.35,0.58
18:22:47:563,0.01,0.36,0.78
18:22:47:565,0.12,0.33,0.64
18:22:47:568,0.26,0.25,0.21
18:22:47:578,0.39,0.10,-0.40
18:22:47:590,0.59,-0.02,-0.90
18:22:47:597,0.80,-0.03,-1.11
18:22:47:607,0.92,-0.05,-1.11
18:22:47:618,1.01,-0.08,-0.91
18:22:47:668,1.36,-0.13,-0.72
18:22:47:672,1.24,-0.16,-0.37
18:22:47:675,1.31,-0.10,0.03
18:22:47:678,1.28,-0.00,0.39
18:22:47:680,0.89,0.14,0.70
18:22:47:683,0.88,0.15,0.77
18:22:47:688,0.62,0.06,0.61
18:22:47:697,0.41,-0.03,0.31
18:22:47:706,0.17,-0.13,0.04
18:22:47:714,0.02,-0.11,-0.21
18:22:47:753,0.04,-0.03,-0.29
18:22:47:755,0.13,0.02,-0.22
18:22:47:757,0.25,0.05,-0.12
18:22:47:759,0.45,0.10,-0.18
18:22:47:762,0.72,0.11,-0.03
18:22:47:773,0.82,0.08,0.13
18:22:47:782,0.94,0.05,0.35
18:22:47:794,0.99,-0.05,0.65
18:22:47:807,0.86,-0.12,0.69
18:22:48:1,0.84,-0.13,0.65
18:22:48:3,0.80,-0.14,0.50
18:22:48:4,0.71,-0.11,0.37
18:22:48:6,0.66,-0.04,0.15
18:22:48:7,0.58,-0.01,-0.08
18:22:48:9,0.44,-0.03,-0.26
18:22:48:11,0.31,-0.03,-0.34
18:22:48:12,0.22,-0.04,-0.29
18:22:48:14,0.13,-0.06,-0.16
18:22:48:15,0.06,-0.03,0.01
18:22:48:17,-0.03,-0.03,0.15
18:22:48:18,-0.13,-0.03,0.23
18:22:48:19,1.31,0.01,0.69
18:22:48:21,2.88,-0.06,0.61
18:22:48:58,3.93,-0.03,0.41
18:22:48:61,4.91,-0.20,-0.65
18:22:48:64,4.12,-0.06,-1.75
18:22:48:65,2.49,-0.19,-2.60
18:22:48:67,0.93,-0.35,-3.01
18:22:48:106,-0.97,-0.25,-2.38
18:22:48:109,-2.27,-0.37,-1.41
18:22:48:111,-3.20,-0.23,-0.51
18:22:48:113,-3.27,0.22,1.16
18:22:48:115,-2.45,0.73,2.85
18:22:48:128,-0.91,1.02,4.13
18:22:48:132,0.61,0.92,4.91
18:22:48:144,1.19,0.38,4.13
18:22:48:153,0.73,-0.12,2.69
18:22:48:192,-0.32,-0.19,1.15
18:22:48:194,-0.88,-0.02,-0.20
18:22:48:195,-0.69,0.06,-1.12
18:22:48:197,-0.05,0.16,-1.50
18:22:48:208,0.49,-0.04,-1.38
18:22:48:211,0.68,-0.12,-1.11
18:22:48:220,0.50,-0.19,-1.21
18:22:48:256,0.29,-0.39,-0.98
18:22:48:257,0.21,-0.42,-0.76
18:22:48:259,0.06,-0.34,-0.38
18:22:48:261,-0.00,-0.10,0.16
18:22:48:273,-0.16,0.02,0.15
18:22:48:281,-0.19,0.09,-0.11
18:22:48:290,-0.00,0.03,-0.67
18:22:48:297,0.27,-0.05,-1.11
18:22:48:308,0.70,-0.06,-1.35
18:22:48:317,0.97,-0.07,-1.24
18:22:48:327,1.01,-0.05,-0.85
18:22:48:374,0.89,0.04,-0.29
18:22:48:377,0.61,0.14,0.33
18:22:48:380,0.35,0.25,0.92
18:22:48:382,0.21,0.35,1.44
18:22:48:383,0.24,0.42,1.87
18:22:48:389,0.35,0.51,2.41
18:22:48:403,0.44,0.70,2.96
18:22:48:406,0.50,1.02,3.55
18:22:48:415,0.40,1.34,4.18
18:22:48:454,0.14,1.22,4.48
18:22:48:457,-0.28,0.60,4.16
18:22:48:460,-0.60,-0.36,3.54
18:22:48:462,-0.94,-1.35,2.43
18:22:48:464,-1.01,-2.05,1.12
18:22:48:476,-0.52,-1.76,0.32
18:22:48:485,-0.20,-1.08,-0.50
18:22:48:496,-0.12,-0.46,-1.43
18:22:48:508,0.05,0.11,-2.25
18:22:48:513,0.06,0.22,-3.06
18:22:48:526,0.16,0.15,-3.53
18:22:48:531,0.36,0.11,-3.45
18:22:48:569,0.30,0.15,-3.04
18:22:48:573,0.11,0.03,-2.40
18:22:48:575,-0.07,-0.02,-1.65
18:22:48:576,-0.10,0.02,-0.78
18:22:48:584,-0.11,0.11,-0.02
18:22:48:591,-0.17,0.26,0.37
18:22:48:599,-0.43,0.26,0.28
18:22:48:609,-0.56,0.14,0.10
18:22:48:648,-0.49,0.05,-0.11
18:22:48:650,-0.40,-0.03,-0.19
18:22:48:655,-0.20,-0.06,-0.08
18:22:48:657,-0.08,-0.07,-0.10
18:22:48:667,-0.06,-0.02,-0.06
18:22:48:677,0.01,0.08,0.06
18:22:48:689,0.05,0.17,0.16
18:22:48:697,-0.03,0.17,0.13
18:22:48:707,-0.10,0.14,0.05
18:22:48:717,-0.11,0.11,-0.11
18:22:48:747,-0.08,0.11,-0.35
18:22:48:749,0.04,0.16,-0.62
18:22:48:750,0.12,0.19,-0.95
18:22:48:758,0.16,0.19,-1.30
18:22:48:765,0.23,0.19,-1.48
18:22:48:775,0.24,0.17,-1.50
18:22:48:784,0.17,0.15,-1.39
18:22:48:794,-0.02,0.12,-1.17
18:22:48:807,-0.13,0.14,-0.86
18:22:48:814,-0.04,0.14,-0.60
18:22:48:826,0.22,0.12,-0.40
18:22:48:833,0.64,0.11,-0.24
18:22:48:872,0.99,0.04,-0.24
18:22:48:875,1.11,0.02,-0.25
18:22:48:877,1.01,0.03,-0.26
18:22:49:95,0.74,0.03,-0.27
18:22:49:98,0.39,0.05,-0.21
18:22:49:100,0.15,0.06,-0.11
18:22:49:103,0.04,0.05,-0.02
18:22:49:106,0.04,0.04,0.04
18:22:49:108,0.14,0.04,0.06
18:22:49:111,0.12,0.01,-0.01
18:22:49:112,0.15,0.05,-0.04
18:22:49:114,0.20,0.07,-0.08
18:22:49:118,0.20,0.07,-0.13
18:22:49:127,0.29,0.09,-0.07
18:22:49:131,0.31,0.04,-0.05
18:22:49:132,-0.04,0.04,-0.13
18:22:49:135,-0.04,0.06,-0.06
18:22:49:138,-0.01,0.08,0.05
18:22:49:140,0.05,0.06,0.15
18:22:49:142,0.10,0.04,0.22
18:22:49:149,0.15,0.01,0.26
18:22:49:157,0.19,-0.02,0.29
18:22:49:174,0.20,-0.04,0.32
18:22:49:176,0.18,-0.04,0.33
18:22:49:183,0.15,-0.05,0.33
18:22:49:221,0.13,-0.05,0.29
18:22:49:224,0.11,-0.05,0.23
18:22:49:225,0.09,-0.05,0.15
18:22:49:227,0.06,-0.03,0.05
18:22:49:232,0.02,-0.03,-0.04
18:22:49:244,-0.05,-0.02,-0.04
18:22:49:252,-0.12,-0.02,0.05
18:22:49:266,-0.15,-0.03,0.22
18:22:49:315,-0.15,-0.02,0.39
18:22:49:322,-0.06,-0.03,0.47
18:22:49:325,0.08,-0.04,0.42
18:22:49:331,0.20,-0.05,0.31
18:22:49:334,0.29,-0.06,0.19
18:22:49:336,0.31,-0.06,0.11
18:22:49:340,0.26,-0.06,0.08
18:22:49:343,0.21,-0.05,0.05
18:22:49:350,0.14,-0.05,0.04
18:22:49:359,0.06,-0.05,0.05
18:22:49:368,0.00,-0.03,0.06
18:22:49:406,-0.04,-0.03,0.08
