time,x,y,z
18:10:45:315,0.02,0.00,0.02
18:10:45:352,0.02,-0.00,0.01
18:10:45:354,0.01,-0.00,-0.00
18:10:45:356,-0.00,-0.01,-0.00
18:10:45:357,-0.01,-0.01,-0.00
18:10:45:374,-0.00,-0.01,-0.00
18:10:45:383,-0.00,-0.00,0.01
18:10:45:417,0.01,-0.00,0.01
18:10:45:419,-0.00,-0.00,0.01
18:10:45:421,-0.01,-0.00,0.01
18:10:45:423,-0.00,0.00,-0.00
18:10:45:432,0.01,0.00,-0.01
18:10:45:442,0.01,0.00,-0.01
18:10:45:456,0.01,0.00,-0.01
18:10:45:461,0.01,-0.00,-0.01
18:10:45:471,-0.00,-0.00,-0.00
18:10:45:539,-0.01,-0.00,-0.00
18:10:45:540,-0.00,-0.00,-0.00
18:10:45:542,-0.00,-0.01,-0.00
18:10:45:543,0.01,-0.00,-0.00
18:10:45:545,0.01,-0.00,-0.00
18:10:45:546,0.00,0.01,-0.00
18:10:45:549,-0.00,-0.00,-0.00
18:10:45:558,0.00,-0.00,0.01
18:10:45:599,0.01,-0.00,0.01
18:10:45:601,0.00,-0.00,-0.00
18:10:45:603,-0.01,-0.00,-0.02
18:10:45:617,-0.01,-0.00,-0.02
18:10:45:626,0.01,-0.00,-0.01
18:10:45:671,0.02,-0.00,-0.01
18:10:45:674,0.01,-0.00,-0.01
18:10:45:676,0.01,-0.00,-0.01
18:10:45:677,-0.01,0.01,-0.01
18:10:45:679,-0.01,-0.00,-0.00
18:10:45:689,0.00,-0.00,-0.00
18:10:45:694,0.00,-0.00,0.01
18:10:45:737,0.01,-0.01,0.02
18:10:45:739,0.01,-0.00,0.02
18:10:45:740,0.00,-0.00,0.02
18:10:45:742,-0.01,-0.00,0.02
18:10:45:745,-0.02,-0.00,-0.00
18:10:45:757,-0.02,-0.00,-0.00
18:10:45:763,-0.01,-0.00,-0.00
18:10:45:773,0.00,0.01,-0.01
18:10:45:782,0.01,0.01,0.00
18:10:45:825,0.01,-0.00,0.00
18:10:45:828,0.00,-0.00,0.00
18:10:45:831,0.00,-0.01,0.00
18:10:45:833,-0.01,-0.01,0.01
18:10:45:837,-0.01,0.00,0.01
18:10:45:844,0.00,0.00,0.01
18:10:45:860,0.01,0.00,0.00
18:10:45:873,0.00,0.00,0.00
18:10:45:879,0.00,0.00,0.01
18:10:45:958,0.01,0.00,0.02
18:10:45:961,0.01,0.01,0.01
18:10:45:964,0.01,0.01,0.01
18:10:45:967,0.01,0.01,0.01
18:10:45:972,0.00,0.01,0.00
18:10:45:975,0.00,0.00,0.00
18:10:45:978,-0.01,0.00,0.01
18:10:45:980,-0.02,0.00,0.01
18:10:45:989,-0.01,0.01,0.01
18:10:45:996,-0.02,0.01,0.01
18:10:46:8,-0.01,-0.00,-0.00
18:10:46:16,-0.01,0.01,0.01
18:10:46:76,-0.01,-0.00,0.02
18:10:46:80,-0.00,-0.00,0.03
18:10:46:83,0.01,0.02,0.02
18:10:46:88,0.01,0.02,0.01
18:10:46:90,0.01,0.02,0.01
18:10:46:93,-0.00,0.01,0.01
18:10:46:96,0.01,-0.00,0.00
18:10:46:113,0.01,0.01,-0.00
18:10:46:176,-0.00,0.01,-0.01
18:10:46:179,-0.00,-0.00,-0.02
18:10:46:183,-0.00,-0.00,-0.01
18:10:46:187,-0.00,-0.01,-0.01
18:10:46:191,-0.01,-0.00,0.00
18:10:46:193,-0.02,-0.00,0.00
18:10:46:195,-0.02,-0.01,0.00
18:10:46:201,-0.02,-0.00,-0.01
18:10:46:210,-0.02,-0.00,-0.01
18:10:46:247,-0.02,-0.01,-0.01
18:10:46:250,-0.02,-0.01,0.00
18:10:46:252,-0.01,-0.02,-0.00
18:10:46:255,-0.00,-0.02,0.00
18:10:46:260,-0.00,-0.01,-0.00
18:10:46:268,-0.00,-0.01,-0.01
18:10:46:278,-0.01,0.00,-0.01
18:10:46:314,-0.01,0.00,-0.02
18:10:46:317,-0.02,0.01,-0.02
18:10:46:320,-0.01,0.00,-0.03
18:10:46:327,-0.02,0.00,-0.02
18:10:46:340,-0.02,0.01,-0.02
18:10:46:346,-0.02,-0.00,-0.02
18:10:46:356,-0.03,-0.00,-0.01
18:10:46:375,-0.03,-0.00,-0.01
18:10:46:386,-0.02,-0.00,-0.01
18:10:46:428,-0.02,-0.00,-0.01
18:10:46:430,-0.02,-0.00,-0.00
18:10:46:434,-0.02,-0.00,-0.00
18:10:46:444,-0.01,-0.00,-0.00
18:10:46:457,-0.01,-0.00,0.01
18:10:46:473,-0.01,-0.00,0.01
18:10:46:482,-0.02,-0.00,0.01
18:10:46:492,-0.02,-0.00,-0.00
18:10:46:503,-0.02,-0.00,-0.00
18:10:46:535,-0.01,-0.00,-0.00
18:10:46:537,0.00,-0.00,-0.00
18:10:46:539,0.01,-0.00,-0.00
18:10:46:541,0.01,-0.00,0.00
18:10:46:550,0.00,-0.00,0.00
18:10:46:560,-0.01,-0.00,0.00
18:10:46:574,-0.01,-0.00,0.00
18:10:46:580,-0.00,-0.00,0.00
18:10:46:654,0.01,-0.00,0.00
18:10:46:655,0.01,-0.00,0.01
18:10:46:657,0.01,-0.00,0.01
18:10:46:658,-0.00,-0.00,0.01
18:10:46:660,-0.01,-0.00,0.01
18:10:46:661,-0.01,-0.00,-0.01
18:10:46:662,-0.01,-0.00,-0.01
18:10:46:670,-0.00,-0.00,-0.01
18:10:46:677,0.00,-0.00,0.00
18:10:46:717,0.00,0.01,0.00
18:10:46:720,0.00,-0.00,0.01
18:10:46:722,0.00,-0.00,0.01
18:10:46:725,-0.01,-0.01,0.01
18:10:46:735,0.00,0.01,0.00
18:10:46:745,-0.01,0.01,0.00
18:10:46:790,0.00,0.01,0.00
18:10:46:792,0.00,-0.00,0.01
18:10:46:794,-0.01,-0.00,0.01
18:10:46:813,-0.02,-0.00,0.00
18:10:46:863,-0.01,-0.00,-0.01
18:10:46:866,-0.01,-0.00,-0.01
18:10:46:868,-0.01,-0.00,-0.01
18:10:46:870,0.00,-0.00,-0.00
18:10:46:882,0.00,-0.00,-0.00
18:10:46:930,0.00,0.01,0.01
18:10:46:934,-0.01,0.01,0.01
18:10:46:936,0.00,0.01,0.01
18:10:46:939,0.00,-0.00,-0.00
18:10:46:941,0.00,-0.00,-0.00
18:10:46:950,-0.00,-0.00,-0.01
18:10:46:960,-0.00,-0.00,-0.01
18:10:46:979,0.00,-0.00,-0.01
18:10:47:31,0.00,-0.00,-0.00
18:10:47:34,-0.01,-0.00,-0.00
18:10:47:36,0.00,-0.00,-0.00
18:10:47:39,0.01,-0.00,-0.00
18:10:47:41,0.03,-0.00,-0.00
18:10:47:49,0.02,0.01,-0.01
18:10:47:59,0.01,0.01,-0.01
18:10:47:66,0.01,0.01,-0.01
18:10:47:76,-0.00,0.01,-0.01
18:10:47:86,-0.00,-0.00,-0.00
18:10:47:96,-0.01,-0.00,-0.00
18:10:47:146,-0.01,-0.00,-0.00
18:10:47:149,-0.00,0.01,0.00
18:10:47:159,-0.00,0.01,-0.00
18:10:47:166,0.00,0.01,0.00
18:10:47:176,0.01,-0.00,-0.00
18:10:47:183,0.02,-0.01,0.00
18:10:47:193,0.02,-0.02,0.00
18:10:47:202,0.01,-0.02,0.00
18:10:47:248,0.00,-0.02,0.00
18:10:47:251,0.00,-0.01,-0.01
18:10:47:253,0.00,-0.01,-0.01
18:10:47:256,0.00,-0.01,-0.01
18:10:47:258,0.00,-0.02,-0.01
18:10:47:266,-0.00,-0.02,0.00
18:10:47:271,-0.00,-0.01,0.00
18:10:47:280,-0.00,-0.01,0.00
18:10:47:335,-0.00,-0.00,0.00
18:10:47:339,-0.01,-0.00,0.00
18:10:47:343,-0.01,-0.00,0.00
18:10:47:348,-0.01,-0.00,0.00
18:10:47:351,-0.01,-0.00,0.00
18:10:47:368,-0.01,-0.00,0.00
18:10:47:377,-0.00,-0.00,0.00
18:10:47:397,-0.00,0.00,0.00
18:10:47:434,-0.00,0.00,0.00
18:10:47:436,0.00,0.00,0.00
18:10:47:438,0.00,-0.01,0.01
18:10:47:446,0.01,-0.01,0.00
18:10:47:460,0.01,-0.01,0.00
18:10:47:465,-0.00,-0.01,0.00
18:10:47:484,0.01,0.00,-0.01
18:10:47:486,0.01,0.00,0.00
18:10:47:504,0.01,0.00,0.00
18:10:47:538,-0.00,0.01,0.00
18:10:47:543,-0.00,0.01,0.00
18:10:47:552,-0.00,0.00,-0.01
18:10:47:562,0.01,0.00,-0.01
18:10:47:577,0.01,0.00,-0.01
18:10:47:582,0.02,0.00,-0.01
18:10:47:592,0.02,0.00,0.00
18:10:47:601,0.01,-0.01,-0.01
18:10:47:622,0.00,-0.01,-0.01
18:10:47:670,0.00,0.00,0.00
18:10:47:673,0.00,-0.01,0.01
18:10:47:675,0.00,-0.01,0.01
18:10:47:677,-0.01,-0.01,0.01
18:10:47:680,-0.01,-0.01,0.01
18:10:47:693,-0.01,0.00,0.00
18:10:47:699,-0.02,0.00,0.01
18:10:47:712,-0.01,0.00,0.01
18:10:47:781,-0.01,0.01,0.01
18:10:47:785,-0.00,0.02,0.00
18:10:47:788,-0.00,0.02,0.01
18:10:47:791,-0.00,0.02,0.02
18:10:47:793,-0.00,0.01,0.02
18:10:47:796,-0.00,0.00,0.02
18:10:47:798,-0.00,0.00,0.02
18:10:47:874,-0.00,0.00,0.01
18:10:47:875,-0.00,0.00,0.01
18:10:47:877,-0.00,0.00,0.01
18:10:47:878,-0.01,0.00,0.00
18:10:47:879,-0.01,0.00,0.00
18:10:47:880,-0.01,0.00,0.00
18:10:47:882,0.01,0.00,0.00
18:10:47:887,0.01,-0.01,0.00
18:10:47:893,0.01,-0.00,0.01
18:10:47:902,-0.00,-0.01,0.01
18:10:47:937,-0.00,-0.00,0.01
18:10:47:940,-0.00,0.01,0.01
18:10:47:942,-0.00,-0.00,-0.00
18:10:47:944,0.00,0.01,-0.00
18:10:47:951,0.00,-0.00,-0.00
18:10:47:961,0.00,-0.00,-0.00
18:10:47:980,0.00,-0.01,-0.00
18:10:47:992,0.00,-0.01,-0.00
18:10:48:0,0.00,-0.01,0.01
18:10:48:10,-0.01,-0.01,0.01
18:10:48:19,-0.01,0.01,0.01
18:10:48:61,-0.01,0.02,0.00
18:10:48:64,-0.01,0.02,-0.00
18:10:48:66,0.01,0.02,-0.00
18:10:48:68,0.01,0.01,-0.00
18:10:48:69,0.01,0.01,-0.00
18:10:48:87,0.00,0.02,-0.01
18:10:48:125,0.00,0.02,-0.00
18:10:48:128,0.00,0.01,-0.00
18:10:48:130,0.00,0.01,0.00
18:10:48:131,0.01,-0.00,0.00
18:10:48:146,0.01,0.01,0.00
18:10:48:161,0.02,0.01,-0.00
18:10:48:165,0.01,0.01,0.00
18:10:48:178,0.00,0.01,0.00
18:10:48:185,0.00,-0.00,0.00
18:10:48:195,-0.02,-0.00,-0.01
18:10:48:204,-0.02,-0.00,-0.01
18:10:48:250,-0.01,-0.00,-0.01
18:10:48:254,-0.01,-0.00,-0.02
18:10:48:257,0.00,-0.00,-0.01
18:10:48:259,-0.01,-0.01,-0.01
18:10:48:267,-0.01,-0.01,-0.00
18:10:48:278,-0.01,-0.01,-0.00
18:10:48:282,0.01,-0.00,-0.00
18:10:48:294,0.01,-0.00,-0.00
18:10:48:301,0.01,-0.00,-0.01
18:10:48:311,0.01,-0.00,-0.01
18:10:48:321,-0.01,-0.00,-0.01
18:10:48:366,-0.01,-0.01,-0.00
18:10:48:370,-0.01,-0.01,-0.01
18:10:48:372,-0.00,-0.01,-0.01
18:10:48:381,-0.01,0.00,-0.01
18:10:48:395,-0.01,0.01,0.01
18:10:48:399,-0.01,0.01,0.01
18:10:48:411,-0.01,-0.00,0.01
18:10:48:418,-0.00,-0.01,0.01
18:10:48:466,0.00,-0.01,0.01
18:10:48:469,0.01,-0.01,0.01
18:10:48:471,0.01,-0.00,0.01
18:10:48:475,0.01,-0.00,0.00
18:10:48:478,-0.01,0.01,0.00
18:10:48:531,0.00,-0.00,0.00
18:10:48:535,0.00,-0.00,0.00
18:10:48:545,0.00,-0.00,0.00
18:10:48:555,0.01,-0.00,0.00
18:10:48:566,0.01,0.00,-0.01
18:10:48:579,0.01,0.01,-0.01
18:10:48:596,-0.01,0.01,-0.01
18:10:48:603,-0.01,0.01,0.00
18:10:48:613,-0.01,0.00,-0.01
18:10:48:668,-0.02,0.00,-0.01
18:10:48:671,-0.01,0.00,-0.02
18:10:48:674,-0.01,0.00,-0.01
18:10:48:676,0.01,0.00,-0.01
18:10:48:678,0.01,0.00,0.00
18:10:48:681,0.01,0.00,-0.01
18:10:48:746,0.00,0.00,0.00
18:10:48:748,0.00,0.01,0.00
18:10:48:750,0.00,0.01,0.01
18:10:48:751,0.00,0.01,-0.01
18:10:48:753,-0.01,-0.00,-0.01
18:10:48:764,-0.02,-0.00,-0.01
18:10:48:768,-0.03,-0.00,-0.01
18:10:48:778,-0.03,-0.00,0.00
18:10:48:797,-0.02,-0.00,0.00
18:10:48:838,-0.01,-0.00,0.00
18:10:48:840,0.00,0.01,0.00
18:10:48:846,0.00,0.02,0.00
18:10:48:856,0.00,0.02,0.00
18:10:48:865,0.00,0.02,-0.01
18:10:48:878,0.00,0.02,-0.01
18:10:48:885,0.00,0.01,-0.01
18:10:48:895,0.00,0.01,-0.01
18:10:48:904,0.00,0.01,0.00
18:10:48:937,0.00,-0.01,0.00
18:10:48:946,0.01,-0.01,0.00
18:10:48:953,0.01,-0.00,0.00
18:10:48:963,0.01,-0.01,0.00
18:10:48:972,0.01,-0.01,0.00
18:10:49:46,0.00,-0.01,0.00
18:10:49:48,0.00,-0.01,0.00
18:10:49:49,0.00,-0.00,0.00
18:10:49:51,0.00,-0.00,0.00
18:10:49:53,0.01,-0.00,0.00
18:10:49:55,0.01,-0.00,-0.01
18:10:49:56,0.01,-0.00,-0.01
18:10:49:104,0.01,-0.00,0.00
18:10:49:106,0.01,-0.00,0.00
18:10:49:109,0.01,-0.01,0.00
18:10:49:111,0.01,-0.01,-0.01
18:10:49:118,0.01,-0.02,-0.01
18:10:49:154,0.01,-0.02,-0.01
18:10:49:156,0.01,-0.01,-0.01
18:10:49:159,0.00,-0.01,0.00
18:10:49:161,0.00,-0.00,0.00
18:10:49:177,0.00,-0.00,0.01
18:10:49:186,0.00,-0.00,0.01
18:10:49:196,0.00,-0.00,0.01
18:10:49:206,-0.00,-0.01,0.01
18:10:49:216,-0.00,-0.01,0.00
18:10:49:266,-0.00,-0.01,0.00
18:10:49:269,-0.00,-0.01,0.00
18:10:49:271,-0.00,0.00,0.00
18:10:49:274,-0.01,0.00,-0.01
18:10:49:277,-0.01,0.00,-0.01
18:10:49:284,-0.01,-0.01,-0.01
18:10:49:297,-0.00,-0.01,-0.01
18:10:49:323,-0.00,0.00,-0.01
18:10:49:379,-0.00,0.00,0.00
18:10:49:384,-0.00,0.00,0.00
18:10:49:386,-0.00,0.00,0.00
18:10:49:389,-0.00,0.00,0.00
18:10:49:393,-0.00,-0.01,0.00
18:10:49:396,-0.00,-0.01,0.00
18:10:49:411,-0.01,0.00,0.00
18:10:49:430,-0.01,0.01,-0.01
18:10:49:439,-0.01,0.01,-0.01
18:10:49:476,-0.00,0.01,-0.01
18:10:49:478,-0.00,0.01,0.00
18:10:49:488,-0.00,0.01,-0.01
18:10:49:498,-0.00,0.01,-0.01
18:10:49:517,-0.00,0.01,-0.01
18:10:49:554,-0.00,0.01,0.00
18:10:49:557,-0.00,0.01,-0.01
18:10:49:559,-0.00,0.01,-0.01
18:10:49:567,0.00,0.01,-0.01
18:10:49:579,0.00,0.00,0.00
18:10:49:585,0.00,0.00,0.00
18:10:49:596,0.00,0.00,0.00
18:10:49:605,0.00,0.00,0.01
18:10:49:615,-0.01,-0.01,0.00
18:10:49:625,-0.01,0.00,0.00
18:10:49:666,-0.01,0.00,0.01
18:10:49:669,0.00,0.01,0.01
18:10:49:671,0.00,0.00,0.02
18:10:49:673,0.00,0.00,0.01
18:10:49:683,0.00,0.00,0.01
18:10:49:698,0.00,0.00,0.02
18:10:49:702,0.00,0.00,0.01
18:10:49:721,0.00,0.00,0.01
18:10:49:755,-0.01,0.01,0.01
18:10:49:759,-0.01,0.01,0.01
18:10:49:761,-0.01,0.02,0.01
18:10:49:770,-0.01,0.02,0.01
18:10:49:780,-0.01,0.02,0.00
18:10:49:789,-0.01,0.02,-0.01
18:10:49:799,-0.01,0.01,-0.01
18:10:49:812,0.00,0.01,-0.01
18:10:49:819,0.01,0.01,0.00
18:10:49:838,0.02,0.01,0.00
18:10:49:879,0.02,-0.00,0.00
18:10:49:881,0.01,-0.00,0.00
18:10:49:882,0.01,-0.00,0.00
18:10:49:884,0.00,-0.00,0.00
18:10:49:894,-0.01,-0.00,-0.00
18:10:49:901,-0.02,-0.00,-0.00
18:10:49:906,-0.02,-0.00,0.00
18:10:49:916,-0.02,-0.00,-0.00
18:10:49:959,-0.01,-0.00,-0.00
18:10:49:961,0.00,0.01,-0.00
18:10:49:963,0.00,0.00,-0.00
18:10:49:964,0.00,0.00,-0.00
18:10:49:974,0.01,-0.00,-0.00
18:10:49:984,0.01,-0.00,-0.00
18:10:50:4,0.01,-0.00,-0.00
18:10:50:13,0.00,-0.00,-0.00
18:10:50:23,0.00,-0.01,-0.00
18:10:50:55,0.00,-0.02,-0.00
18:10:50:65,0.00,-0.01,-0.00
18:10:50:71,0.00,-0.01,-0.01
18:10:50:81,0.00,0.00,-0.02
18:10:50:91,0.01,0.01,-0.02
18:10:50:101,0.01,0.00,-0.02
18:10:50:114,0.01,0.00,-0.01
18:10:50:120,0.01,-0.01,-0.01
18:10:50:130,0.00,-0.02,-0.01
18:10:50:140,-0.01,-0.01,-0.01
18:10:50:187,-0.01,-0.01,-0.01
18:10:50:191,-0.00,-0.02,-0.00
18:10:50:277,-0.00,-0.01,-0.00
18:10:50:278,-0.00,-0.01,-0.00
18:10:50:279,-0.00,-0.01,-0.00
18:10:50:281,-0.01,-0.00,-0.00
18:10:50:282,-0.00,0.00,0.00
18:10:50:283,-0.00,0.01,-0.00
18:10:50:285,-0.00,0.01,0.00
18:10:50:288,-0.00,0.01,0.00
18:10:50:289,-0.00,-0.00,0.00
18:10:50:291,-0.00,-0.01,0.00
18:10:50:297,-0.00,-0.02,0.00
18:10:50:305,-0.00,-0.00,0.01
18:10:50:324,-0.01,-0.00,0.01
18:10:50:358,-0.01,0.02,0.00
18:10:50:361,-0.01,0.01,-0.01
18:10:50:363,-0.01,-0.00,-0.01
18:10:50:365,-0.00,-0.00,-0.01
18:10:50:373,-0.00,-0.01,0.00
18:10:50:383,-0.00,-0.00,0.00
18:10:50:423,-0.00,0.02,0.00
18:10:50:425,-0.00,0.02,0.00
18:10:50:427,0.01,0.01,0.01
18:10:50:434,0.02,-0.01,0.01
18:10:50:441,0.02,-0.01,0.01
18:10:50:494,0.01,-0.01,0.00
18:10:50:497,0.00,-0.01,0.00
18:10:50:499,0.00,-0.01,0.00
18:10:50:515,0.00,0.00,0.00
18:10:50:519,0.00,0.00,0.00
18:10:50:532,0.00,0.00,0.01
18:10:50:539,0.00,0.00,0.01
18:10:50:549,0.00,0.00,0.01
18:10:50:603,0.00,0.00,0.01
18:10:50:607,0.00,0.01,0.02
18:10:50:609,0.01,-0.00,0.02
18:10:50:611,-0.00,-0.00,0.01
18:10:50:626,-0.00,-0.01,-0.00
18:10:50:636,-0.01,0.00,-0.00
18:10:50:647,-0.00,0.01,-0.00
18:10:50:665,-0.00,-0.00,-0.00
18:10:50:706,-0.00,-0.01,-0.00
18:10:50:708,-0.00,-0.01,-0.00
18:10:50:711,-0.00,0.00,-0.00
18:10:50:718,-0.00,0.00,0.01
18:10:50:733,-0.00,-0.01,0.00
18:10:50:743,-0.00,-0.01,0.01
18:10:50:779,-0.00,-0.01,-0.00
18:10:50:782,0.01,-0.01,-0.00
18:10:50:784,0.01,0.00,-0.00
18:10:50:786,0.01,0.00,-0.01
18:10:50:801,-0.00,0.00,-0.01
18:10:50:831,-0.00,0.00,-0.00
18:10:50:840,0.01,0.00,0.00
18:10:50:850,0.01,0.00,0.00
18:10:50:917,0.01,0.01,0.00
18:10:50:920,-0.00,0.01,-0.01
18:10:50:922,-0.00,0.01,-0.00
18:10:50:924,-0.00,0.01,-0.01
18:10:50:926,-0.00,0.00,-0.00
18:10:50:930,-0.01,0.01,-0.01
18:10:50:939,-0.01,0.01,-0.00
18:10:50:951,-0.01,0.00,-0.00
18:10:50:957,-0.01,-0.01,-0.00
18:10:50:992,-0.00,-0.02,-0.00
18:10:50:997,-0.00,-0.02,-0.01
18:10:50:998,-0.00,-0.01,-0.01
18:10:50:999,0.01,0.00,-0.01
18:10:51:9,0.01,0.01,-0.01
18:10:51:15,0.01,0.01,0.01
18:10:51:35,-0.00,0.00,0.01
18:10:51:74,-0.00,-0.01,0.01
18:10:51:76,0.01,-0.02,0.01
18:10:51:78,0.01,-0.01,0.01
18:10:51:93,-0.00,0.00,-0.00
18:10:51:102,-0.00,0.00,0.01
18:10:51:114,-0.00,-0.01,0.01
18:10:51:122,-0.00,-0.01,0.02
18:10:51:132,-0.00,-0.00,0.02
18:10:51:141,-0.00,-0.00,0.01
18:10:51:220,-0.00,-0.00,-0.00
18:10:51:222,-0.00,-0.01,-0.00
18:10:51:223,-0.00,-0.01,-0.01
18:10:51:225,-0.01,0.00,-0.01
18:10:51:226,-0.01,0.00,-0.02
18:10:51:230,-0.01,0.00,-0.01
18:10:51:231,-0.00,0.00,-0.00
18:10:51:240,-0.00,0.00,0.01
18:10:51:291,-0.00,0.01,-0.00
18:10:51:293,-0.00,0.01,0.01
18:10:51:307,-0.00,0.00,0.01
18:10:51:317,-0.00,0.00,0.01
18:10:51:326,-0.00,0.00,-0.00
18:10:51:336,-0.00,0.00,-0.00
18:10:51:382,-0.00,0.01,0.01
18:10:51:386,-0.00,0.01,0.01
18:10:51:388,-0.00,0.00,-0.01
18:10:51:400,-0.00,0.00,-0.01
18:10:51:417,-0.01,0.00,-0.01
18:10:51:424,-0.00,0.00,-0.00
18:10:51:434,-0.00,0.00,-0.00
18:10:51:521,-0.00,0.00,-0.00
18:10:51:522,0.02,0.01,-0.00
18:10:51:524,0.01,0.01,-0.00
18:10:51:526,-0.00,0.01,-0.00
18:10:51:527,-0.00,-0.00,-0.01
18:10:51:528,-0.00,-0.01,-0.01
18:10:51:530,0.01,-0.01,-0.01
18:10:51:533,0.01,-0.01,-0.00
18:10:51:534,0.00,-0.01,-0.00
18:10:51:540,0.00,-0.01,-0.00
18:10:51:576,0.00,-0.00,-0.00
18:10:51:610,0.00,-0.00,-0.00
18:10:51:612,0.01,-0.00,-0.00
18:10:51:614,0.01,-0.00,-0.00
18:10:51:616,0.01,-0.00,-0.01
18:10:51:618,0.01,-0.00,-0.01
18:10:51:628,0.00,-0.00,-0.01
18:10:51:674,-0.01,-0.00,0.00
18:10:51:677,-0.01,-0.00,-0.00
18:10:51:679,-0.02,-0.00,0.00
18:10:51:696,-0.03,-0.00,0.00
18:10:51:705,-0.04,-0.01,0.00
18:10:51:718,-0.03,-0.01,0.00
18:10:51:725,-0.02,-0.01,-0.01
18:10:51:735,-0.01,-0.01,-0.01
18:10:51:745,-0.00,-0.01,-0.01
18:10:51:754,-0.00,-0.01,0.00
18:10:51:807,-0.00,-0.01,0.01
18:10:51:810,0.00,0.01,0.01
18:10:51:813,0.00,0.01,0.00
18:10:51:823,0.00,0.00,0.00
18:10:51:842,0.00,0.01,0.00
18:10:51:890,-0.01,0.01,0.00
18:10:51:893,-0.01,0.01,-0.01
18:10:51:896,-0.01,0.01,-0.01
18:10:51:898,-0.01,0.00,-0.01
18:10:51:901,0.00,0.00,-0.01
18:10:51:903,0.00,0.00,0.00
18:10:51:911,0.01,0.00,0.00
18:10:51:920,-0.00,0.00,0.00
18:10:51:934,-0.00,0.00,0.00
18:10:51:950,-0.00,0.00,0.00
18:10:51:959,0.01,0.00,0.00
18:10:51:969,0.01,0.00,0.00
18:10:51:978,0.02,0.00,0.01
18:10:52:23,0.02,0.00,0.01
18:10:52:26,0.01,0.00,0.00
18:10:52:29,0.01,0.00,-0.01
18:10:52:31,0.01,0.00,-0.02
18:10:52:91,0.01,0.00,-0.01
18:10:52:93,0.01,-0.00,0.00
18:10:52:97,0.01,-0.00,0.00
18:10:52:99,0.01,-0.00,0.00
18:10:52:101,0.01,-0.00,-0.01
18:10:52:109,0.00,-0.00,-0.01
18:10:52:119,0.00,-0.00,-0.01
18:10:52:124,0.00,-0.01,-0.01
18:10:52:135,0.00,-0.02,0.00
18:10:52:143,0.00,-0.02,-0.00
18:10:52:153,0.00,-0.02,0.00
18:10:52:193,0.00,-0.01,0.00
18:10:52:195,0.01,-0.00,0.00
18:10:52:197,0.01,-0.00,0.01
18:10:52:199,0.01,-0.00,0.02
18:10:52:206,0.01,-0.01,0.02
18:10:52:211,0.00,-0.01,0.03
18:10:52:225,0.00,-0.01,0.02
18:10:52:234,0.00,-0.02,0.01
18:10:52:241,0.00,-0.01,0.01
18:10:52:250,0.00,-0.01,0.00
18:10:52:295,0.00,-0.00,0.00
18:10:52:297,0.00,-0.00,0.00
18:10:52:299,-0.01,-0.00,0.00
18:10:52:309,-0.02,-0.01,0.00
18:10:52:319,-0.03,-0.01,-0.01
18:10:52:328,-0.02,-0.01,-0.01
18:10:52:381,-0.01,0.01,-0.01
18:10:52:384,-0.00,0.01,0.00
18:10:52:386,-0.00,0.01,0.00
18:10:52:387,-0.00,0.01,0.00
18:10:52:389,-0.00,0.00,-0.01
18:10:52:397,-0.00,0.01,-0.01
18:10:52:406,-0.00,0.02,-0.02
18:10:52:420,-0.00,0.02,-0.02
18:10:52:426,-0.00,0.02,-0.02
18:10:52:435,-0.00,0.01,-0.03
18:10:52:445,-0.00,0.00,-0.02
18:10:52:455,-0.00,-0.01,-0.03
18:10:52:509,0.01,-0.01,-0.03
18:10:52:512,0.01,0.00,-0.02
18:10:52:515,0.00,0.00,-0.01
18:10:52:518,0.00,0.00,0.00
18:10:52:526,0.00,0.00,0.01
18:10:52:543,0.00,-0.01,0.01
18:10:52:592,0.00,-0.01,0.01
18:10:52:595,0.01,-0.01,0.00
18:10:52:597,0.01,-0.01,-0.01
18:10:52:601,0.01,0.00,-0.01
18:10:52:603,0.00,0.00,-0.00
18:10:52:605,-0.01,0.00,-0.00
18:10:52:692,-0.01,0.00,0.01
18:10:52:693,-0.02,0.00,0.02
18:10:52:695,-0.01,-0.01,0.02
18:10:52:696,-0.01,-0.01,0.02
18:10:52:698,0.00,-0.01,0.02
18:10:52:699,-0.01,0.00,0.02
18:10:52:700,-0.01,0.00,0.02
18:10:52:701,-0.01,0.00,0.01
18:10:52:708,0.00,0.01,0.01
18:10:52:727,0.00,0.00,0.01
18:10:52:761,0.00,0.00,0.01
18:10:52:764,0.01,-0.01,0.01
18:10:52:766,0.01,-0.01,0.01
18:10:52:768,0.01,0.00,0.01
18:10:52:775,0.01,-0.01,0.01
18:10:52:810,0.00,0.00,0.01
18:10:52:813,0.00,0.00,0.01
18:10:52:816,0.00,0.00,0.01
18:10:52:817,0.00,0.01,-0.00
18:10:52:824,0.00,0.00,0.01
18:10:52:843,0.00,-0.01,0.01
18:10:52:877,0.00,-0.01,-0.00
18:10:52:880,0.00,-0.01,-0.00
18:10:52:883,0.00,0.00,-0.00
18:10:52:892,0.00,0.00,-0.01
18:10:52:902,0.00,0.00,0.00
18:10:52:911,0.00,0.00,0.00
18:10:52:921,0.00,0.00,0.01
18:10:52:935,0.00,0.00,0.02
18:10:52:941,0.00,0.00,0.01
18:10:52:951,0.00,0.01,0.01
18:10:52:960,0.00,0.01,0.00
18:10:52:970,0.00,0.01,0.00
18:10:52:980,-0.01,0.01,0.01
