time,x,y,z
18:10:18:17,0.15,-0.00,0.09
18:10:18:20,0.16,-0.00,0.11
18:10:18:24,0.15,-0.01,0.10
18:10:18:27,0.15,-0.01,0.10
18:10:18:29,0.14,-0.01,0.10
18:10:18:32,0.11,-0.00,0.08
18:10:18:41,0.11,-0.00,0.06
18:10:18:51,0.10,-0.00,0.04
18:10:18:142,0.08,0.01,0.04
18:10:18:143,0.06,0.01,0.05
18:10:18:145,0.04,0.01,0.06
18:10:18:146,0.02,0.01,0.06
18:10:18:148,0.02,0.01,0.07
18:10:18:149,0.02,0.02,0.06
18:10:18:151,0.03,0.02,0.06
18:10:18:152,0.05,0.01,0.05
18:10:18:153,0.07,0.01,0.05
18:10:18:189,0.07,0.00,0.05
18:10:18:192,0.08,-0.01,0.05
18:10:18:193,-0.18,-0.05,-1.04
18:10:18:195,-1.16,-0.23,-2.11
18:10:18:197,-1.72,-0.28,-3.12
18:10:18:209,-2.13,-0.39,-3.51
18:10:18:216,-2.79,-0.56,-3.74
18:10:18:258,-3.16,-0.86,-3.94
18:10:18:261,-3.77,-1.17,-3.80
18:10:18:264,-4.01,-1.19,-3.65
18:10:18:266,-3.81,-1.00,-1.98
18:10:18:268,-2.13,-0.30,-0.58
18:10:18:275,-0.15,0.40,1.21
18:10:18:285,1.62,0.99,2.80
18:10:18:322,3.98,1.66,4.63
18:10:18:326,5.62,2.14,7.27
18:10:18:328,7.02,2.11,9.08
18:10:18:330,9.29,2.43,10.52
18:10:18:333,10.17,2.28,11.02
18:10:18:343,9.56,2.31,10.00
18:10:18:390,8.04,2.31,8.25
18:10:18:393,4.88,1.08,5.54
18:10:18:395,2.53,-0.09,1.38
18:10:18:397,-0.28,-1.45,-2.33
18:10:18:399,-3.29,-2.32,-5.32
18:10:18:402,-4.39,-1.75,-5.55
18:10:18:411,-7.01,-0.96,-7.09
18:10:18:425,-8.04,-0.64,-7.44
18:10:18:430,-7.76,-0.32,-7.11
18:10:18:440,-8.79,-0.54,-7.90
18:10:18:450,-7.74,-0.65,-5.80
18:10:18:489,-6.20,-0.25,-4.03
18:10:18:492,-4.87,0.05,-2.65
18:10:18:494,-3.62,0.18,-1.49
18:10:18:496,-2.46,0.50,0.63
18:10:18:498,-0.67,0.86,2.41
18:10:18:509,1.33,0.98,4.48
18:10:18:518,3.68,1.34,6.98
18:10:18:528,6.19,1.39,8.63
18:10:18:580,7.15,1.17,8.73
18:10:18:584,8.90,0.97,9.23
18:10:18:589,8.74,0.91,7.78
18:10:18:592,7.29,0.40,5.26
18:10:18:594,5.57,-0.37,3.38
18:10:18:597,1.95,-0.94,0.26
18:10:18:600,-0.62,-1.68,-1.70
18:10:18:608,-2.80,-1.62,-2.73
18:10:18:615,-4.46,-1.17,-2.20
18:10:18:626,-5.60,-0.42,-2.31
18:10:18:635,-5.60,-0.42,-4.07
18:10:18:682,-5.84,-0.85,-4.62
18:10:18:687,-5.12,-0.81,-5.53
18:10:18:691,-3.65,-0.86,-5.53
18:10:18:694,-2.88,-0.32,-3.58
18:10:18:696,-1.46,0.37,-2.35
18:10:18:699,-0.63,0.50,-1.28
18:10:18:708,-0.13,0.24,-0.20
18:10:18:713,0.55,0.05,0.68
18:10:18:725,1.21,-0.16,1.26
18:10:18:732,1.68,-0.38,1.85
18:10:18:742,1.79,-0.34,2.28
18:10:18:754,1.56,-0.34,2.31
18:10:18:800,1.25,-0.42,1.95
18:10:18:803,1.09,-0.38,1.26
18:10:18:807,1.23,-0.26,0.42
18:10:18:810,1.35,-0.21,-0.30
18:10:18:812,1.47,-0.18,-0.99
18:10:18:815,1.41,-0.09,-1.35
18:10:18:825,1.15,-0.19,-1.47
18:10:18:829,1.07,-0.13,-1.35
18:10:18:843,1.08,-0.07,-1.05
18:10:18:849,1.08,-0.06,-0.82
18:10:18:910,1.10,-0.00,-0.10
18:10:18:917,0.90,-0.08,-0.34
18:10:18:918,0.63,-0.02,-0.25
18:10:18:923,0.26,-0.06,-0.49
18:10:18:925,-0.30,-0.06,-1.11
18:10:18:927,-0.72,-0.07,-1.06
18:10:18:928,-1.07,-0.16,-1.34
18:10:18:931,-1.26,-0.17,-1.38
18:10:18:941,-1.33,-0.15,-1.39
18:10:18:946,-1.31,-0.08,-1.32
18:10:18:962,-1.35,0.00,-1.13
18:10:18:965,-1.39,0.05,-0.95
18:10:19:10,-1.38,0.06,-0.88
18:10:19:12,-1.42,0.04,-0.81
18:10:19:15,-1.33,0.03,-0.86
18:10:19:17,-1.14,0.03,-0.88
18:10:19:19,-0.83,0.04,-0.89
18:10:19:28,-0.48,0.05,-0.87
18:10:19:34,-0.16,0.06,-0.79
18:10:19:108,0.07,0.05,-0.65
18:10:19:110,0.20,0.05,-0.44
18:10:19:112,0.26,0.05,-0.22
18:10:19:113,0.25,0.07,-0.03
18:10:19:115,0.20,0.07,0.11
18:10:19:116,0.13,0.08,0.13
18:10:19:118,0.07,0.07,0.08
18:10:19:119,0.03,0.06,-0.03
18:10:19:127,-0.00,0.06,-0.16
18:10:19:131,-0.04,0.05,-0.24
18:10:19:177,-0.07,0.05,-0.29
18:10:19:180,-0.09,0.05,-0.29
18:10:19:181,-0.09,0.06,-0.24
18:10:19:182,-0.07,0.06,-0.18
18:10:19:184,-0.01,0.06,-0.12
18:10:19:234,0.06,0.07,-0.07
18:10:19:238,0.13,0.07,-0.01
18:10:19:240,0.20,0.07,0.04
18:10:19:241,0.25,0.06,0.09
18:10:19:243,0.28,0.06,0.14
18:10:19:245,0.29,0.06,0.18
18:10:19:248,0.28,0.05,0.21
18:10:19:257,0.26,0.06,0.22
18:10:19:267,0.23,0.04,0.21
18:10:19:317,0.22,0.03,0.19
18:10:19:322,0.23,0.02,0.14
18:10:19:323,0.24,0.02,0.10
18:10:19:325,0.25,0.02,0.08
18:10:19:327,0.25,0.01,0.07
18:10:19:329,0.23,0.02,0.10
18:10:19:339,0.22,0.02,0.13
18:10:19:345,0.22,0.03,0.15
18:10:19:398,0.22,0.03,0.16
18:10:19:400,0.23,0.03,0.16
18:10:19:404,0.23,0.02,0.17
18:10:19:406,0.23,0.01,0.17
18:10:19:407,0.22,0.01,0.17
18:10:19:408,0.22,0.00,0.16
18:10:19:415,0.21,0.00,0.14
18:10:19:424,0.19,0.00,0.11
18:10:19:432,0.17,-0.01,0.10
18:10:19:442,0.15,-0.01,0.07
18:10:19:490,0.14,-0.01,0.06
18:10:19:492,0.13,-0.01,0.06
18:10:19:494,0.13,-0.01,0.05
18:10:19:495,0.13,-0.01,0.07
18:10:19:496,0.12,-0.01,0.09
18:10:19:500,0.13,-0.01,0.11
18:10:19:510,0.13,-0.01,0.12
18:10:19:520,0.14,-0.02,0.12
18:10:19:530,0.16,-0.02,0.12
18:10:19:575,0.16,-0.02,0.11
18:10:19:577,0.15,-0.01,0.09
18:10:19:579,0.12,-0.01,0.07
18:10:19:581,0.10,-0.01,0.06
18:10:19:582,0.07,-0.01,0.04
18:10:19:592,0.05,-0.02,0.04
18:10:19:598,0.04,-0.02,0.02
18:10:19:617,0.03,-0.02,0.02
18:10:19:627,0.01,-0.02,0.01
18:10:19:638,0.02,-0.01,0.02
18:10:19:692,0.01,-0.01,0.02
18:10:19:697,0.00,-0.01,0.00
18:10:19:699,0.02,0.00,-0.00
18:10:19:701,0.00,-0.01,-0.00
18:10:19:703,-0.01,-0.01,-0.01
18:10:19:706,-0.02,0.01,-0.01
18:10:19:709,-0.04,-0.00,-0.00
18:10:19:716,-0.03,-0.00,-0.01
18:10:19:726,-0.02,-0.00,-0.01
18:10:19:734,-0.02,-0.01,-0.01
18:10:19:780,-0.03,-0.00,0.00
18:10:19:782,-0.03,-0.00,-0.01
18:10:19:784,-0.02,0.01,-0.02
18:10:19:785,-0.01,0.02,-0.02
18:10:19:793,-0.00,0.02,-0.02
18:10:19:802,0.01,0.02,-0.01
18:10:19:812,0.02,0.01,-0.00
18:10:19:825,0.02,0.00,0.01
18:10:19:831,0.01,-0.01,-0.00
18:10:19:842,-0.00,-0.01,-0.01
18:10:19:851,-0.01,-0.01,-0.01
18:10:19:901,-0.02,-0.01,-0.03
18:10:19:903,-0.02,-0.01,-0.02
18:10:19:905,-0.02,-0.01,-0.02
18:10:19:907,-0.01,-0.01,-0.02
18:10:19:916,-0.01,0.00,-0.02
18:10:19:919,-0.02,0.00,-0.01
18:10:19:929,-0.02,0.00,0.00
18:10:19:976,-0.02,0.01,0.01
18:10:19:978,-0.02,0.01,0.01
18:10:19:980,-0.01,0.01,0.01
18:10:19:981,-0.00,0.01,0.01
18:10:19:983,-0.00,0.00,-0.00
18:10:19:987,0.00,-0.01,-0.00
18:10:19:997,0.00,0.00,-0.00
18:10:20:9,-0.01,0.00,-0.01
18:10:20:16,-0.01,0.01,-0.01
18:10:20:26,-0.02,0.01,-0.02
18:10:20:36,-0.02,0.00,-0.03
18:10:20:102,-0.03,0.00,-0.03
18:10:20:104,-0.03,-0.01,-0.03
18:10:20:105,-0.02,-0.01,-0.02
18:10:20:106,0.00,-0.01,-0.02
18:10:20:108,0.01,-0.01,-0.01
18:10:20:109,0.01,0.00,-0.01
18:10:20:152,0.02,0.01,0.00
18:10:20:155,0.01,0.02,0.01
18:10:20:157,0.01,0.02,0.01
18:10:20:159,0.01,0.02,0.00
18:10:20:160,-0.00,0.01,-0.01
18:10:20:162,-0.00,0.00,-0.01
18:10:20:208,0.01,0.00,-0.01
18:10:20:211,0.01,0.00,0.01
18:10:20:213,0.01,0.00,0.02
18:10:20:214,0.01,0.00,0.01
18:10:20:215,-0.00,0.01,0.01
18:10:20:220,0.01,0.00,0.00
18:10:20:230,0.01,0.00,0.01
18:10:20:276,-0.00,0.00,0.01
18:10:20:280,-0.00,-0.01,0.01
18:10:20:281,-0.01,-0.02,0.02
18:10:20:283,-0.01,-0.02,0.01
18:10:20:284,-0.00,-0.02,-0.00
18:10:20:293,-0.00,-0.01,-0.00
18:10:20:299,-0.00,0.01,-0.00
18:10:20:310,-0.00,0.01,-0.00
18:10:20:318,-0.00,0.02,0.01
18:10:20:328,-0.01,0.01,0.01
18:10:20:337,-0.01,-0.00,-0.00
18:10:20:383,-0.01,-0.00,-0.00
18:10:20:387,-0.01,-0.01,-0.01
18:10:20:390,-0.00,-0.01,-0.02
18:10:20:392,0.01,-0.01,-0.01
18:10:20:393,0.01,-0.01,-0.01
18:10:20:399,0.01,-0.01,-0.00
18:10:20:410,0.01,-0.01,0.01
18:10:20:415,-0.00,-0.01,0.01
18:10:20:426,0.01,-0.01,0.00
18:10:20:435,0.01,-0.01,-0.00
18:10:20:445,0.01,-0.01,-0.01
18:10:20:454,0.01,-0.01,-0.01
18:10:20:524,-0.00,-0.01,-0.01
18:10:20:528,-0.00,-0.00,-0.00
18:10:20:530,-0.00,-0.00,0.01
18:10:20:533,-0.00,0.00,-0.00
18:10:20:536,0.01,-0.01,-0.02
18:10:20:538,0.01,-0.02,-0.01
18:10:20:541,0.01,-0.02,-0.00
18:10:20:544,0.02,-0.02,0.00
18:10:20:547,0.01,0.00,0.01
18:10:20:558,0.01,0.00,0.02
18:10:20:571,-0.00,0.00,0.00
18:10:20:646,-0.00,-0.01,-0.00
18:10:20:648,0.01,-0.01,-0.00
18:10:20:650,0.01,-0.01,0.01
18:10:20:652,0.01,-0.01,0.01
18:10:20:653,-0.00,0.00,0.01
18:10:20:655,-0.00,0.01,-0.00
18:10:20:657,0.01,0.01,-0.01
18:10:20:659,0.01,0.02,-0.00
18:10:20:708,0.02,0.01,-0.00
18:10:20:710,0.01,0.01,-0.00
18:10:20:712,0.02,0.00,-0.00
18:10:20:713,0.03,-0.00,-0.01
18:10:20:717,0.02,-0.00,-0.00
18:10:20:727,0.02,-0.00,0.01
18:10:20:736,0.01,-0.00,0.01
18:10:20:775,-0.00,-0.00,0.01
18:10:20:777,-0.00,-0.00,0.01
18:10:20:785,-0.01,0.01,0.02
18:10:20:795,-0.01,0.00,0.01
18:10:20:814,0.00,0.00,0.01
18:10:20:826,0.00,-0.01,0.01
18:10:20:833,0.00,0.00,0.02
18:10:20:843,0.00,0.00,0.02
18:10:20:853,-0.01,0.00,0.01
18:10:20:894,-0.01,0.00,0.01
18:10:20:896,-0.01,0.00,-0.00
18:10:20:897,0.00,0.00,-0.01
18:10:20:899,0.01,0.00,-0.00
18:10:20:901,0.01,0.00,-0.00
18:10:20:911,0.01,-0.01,-0.00
18:10:20:921,0.00,-0.01,0.01
18:10:20:931,-0.01,-0.01,-0.00
18:10:20:985,0.00,-0.01,-0.01
18:10:20:987,0.00,-0.01,-0.02
18:10:20:989,0.00,-0.01,-0.01
18:10:20:991,0.00,-0.01,-0.01
18:10:20:993,0.00,-0.01,0.00
18:10:21:2,0.01,0.00,0.01
18:10:21:11,0.02,0.00,0.01
18:10:21:18,0.02,0.01,0.01
18:10:21:28,0.00,0.01,0.01
18:10:21:38,-0.01,0.00,0.00
18:10:21:78,-0.03,0.01,-0.01
18:10:21:80,-0.03,0.01,-0.02
18:10:21:82,-0.02,0.01,-0.03
18:10:21:83,-0.02,0.01,-0.02
18:10:21:86,0.00,0.00,-0.01
18:10:21:152,0.00,-0.01,0.00
18:10:21:154,0.00,-0.01,0.01
18:10:21:155,0.00,-0.01,0.01
18:10:21:157,-0.01,-0.01,0.00
18:10:21:158,-0.01,-0.01,-0.01
18:10:21:159,0.00,-0.01,-0.01
18:10:21:160,0.01,-0.01,-0.02
18:10:21:169,0.01,0.00,-0.02
18:10:21:178,0.01,0.01,-0.02
18:10:21:184,0.01,0.01,-0.03
18:10:21:227,-0.01,0.01,-0.03
18:10:21:229,-0.01,0.00,-0.02
18:10:21:231,-0.01,-0.01,-0.01
18:10:21:232,-0.02,-0.01,-0.01
18:10:21:234,-0.01,-0.01,0.00
18:10:21:244,0.00,-0.01,-0.01
18:10:21:252,0.01,-0.01,-0.01
18:10:21:262,0.02,-0.01,-0.01
18:10:21:271,0.02,-0.01,-0.02
18:10:21:318,0.01,-0.01,-0.01
18:10:21:320,0.00,-0.01,-0.02
18:10:21:322,-0.01,-0.01,-0.01
18:10:21:325,-0.01,-0.01,0.01
18:10:21:332,-0.01,-0.01,0.02
18:10:21:341,-0.01,-0.01,0.01
18:10:21:350,0.00,0.00,0.01
18:10:21:412,0.00,0.00,0.01
18:10:21:416,0.00,0.00,-0.00
18:10:21:418,0.00,0.00,0.01
18:10:21:420,-0.01,0.00,-0.00
18:10:21:422,-0.01,0.00,-0.00
18:10:21:425,-0.01,0.01,-0.00
18:10:21:428,0.00,0.01,-0.00
18:10:21:430,0.01,0.01,0.01
18:10:21:437,0.02,0.01,-0.00
18:10:21:447,0.02,0.00,-0.00
18:10:21:458,0.02,0.01,-0.00
18:10:21:515,0.01,0.00,-0.01
18:10:21:518,0.01,0.00,-0.01
18:10:21:520,0.01,0.00,-0.00
18:10:21:522,-0.01,-0.01,-0.01
18:10:21:524,-0.01,-0.01,-0.00
18:10:21:527,-0.02,0.00,0.01
18:10:21:529,-0.02,0.00,-0.00
18:10:21:538,-0.01,0.00,0.01
18:10:21:547,0.00,0.00,0.01
18:10:21:554,0.01,0.00,-0.00
18:10:21:607,0.01,0.00,-0.00
18:10:21:609,0.02,0.01,-0.00
18:10:21:611,0.01,0.02,-0.00
18:10:21:613,0.01,0.02,0.02
18:10:21:614,0.01,0.02,0.03
18:10:21:616,0.00,0.01,0.02
18:10:21:621,0.00,0.00,0.01
18:10:21:631,-0.01,-0.01,-0.01
18:10:21:645,-0.01,-0.01,-0.02
18:10:21:662,-0.01,-0.01,-0.02
18:10:21:670,-0.01,0.00,-0.01
18:10:21:724,-0.01,0.00,-0.01
18:10:21:728,0.00,0.00,-0.01
18:10:21:730,0.01,0.00,-0.01
18:10:21:732,0.02,-0.01,-0.01
18:10:21:734,0.03,-0.01,-0.01
18:10:21:736,0.03,-0.01,-0.00
18:10:21:739,0.02,-0.01,0.01
18:10:21:748,0.02,0.00,-0.00
18:10:21:812,0.02,0.00,0.01
18:10:21:816,0.02,0.00,-0.00
18:10:21:819,0.01,0.00,-0.00
18:10:21:821,-0.00,-0.00,-0.01
18:10:21:822,-0.01,-0.00,-0.01
18:10:21:827,-0.00,-0.00,-0.01
18:10:21:829,0.02,-0.00,-0.01
18:10:21:837,0.02,0.01,-0.00
18:10:21:848,0.02,0.02,0.01
18:10:21:855,0.01,0.02,0.01
18:10:21:917,-0.01,0.01,0.01
18:10:21:920,-0.00,-0.00,0.00
18:10:21:922,0.01,-0.01,0.00
18:10:21:925,0.01,-0.01,0.00
18:10:21:928,0.01,-0.01,0.01
18:10:21:930,-0.00,-0.01,0.01
18:10:21:932,-0.00,-0.01,0.00
18:10:21:934,-0.00,-0.01,0.00
18:10:22:11,-0.01,-0.01,0.00
18:10:22:13,-0.00,-0.01,0.00
18:10:22:15,-0.01,-0.01,-0.01
18:10:22:16,0.00,-0.01,-0.01
18:10:22:18,0.00,-0.01,-0.01
18:10:22:20,0.01,-0.01,0.00
18:10:22:33,0.00,-0.01,0.01
18:10:22:40,0.01,-0.01,0.02
18:10:22:49,0.00,-0.01,0.02
18:10:22:95,0.00,0.00,0.02
18:10:22:97,0.01,0.00,0.01
18:10:22:99,0.01,0.00,0.00
18:10:22:100,0.02,0.00,-0.01
18:10:22:102,0.02,-0.01,-0.01
18:10:22:108,0.01,-0.01,-0.01
18:10:22:118,0.00,-0.01,-0.01
18:10:22:183,-0.01,-0.01,-0.01
18:10:22:185,-0.01,0.00,-0.01
18:10:22:186,-0.01,0.00,-0.01
18:10:22:188,0.00,0.00,0.00
18:10:22:189,0.01,0.00,0.00
18:10:22:190,0.01,-0.01,-0.01
18:10:22:191,0.02,-0.01,0.00
18:10:22:197,0.02,-0.01,0.00
18:10:22:205,0.02,-0.00,0.01
18:10:22:246,0.01,-0.00,0.02
18:10:22:249,0.01,0.01,0.02
18:10:22:250,0.01,0.01,0.01
18:10:22:251,0.01,0.02,0.01
18:10:22:254,0.01,0.02,0.01
18:10:22:264,0.00,0.02,0.01
18:10:22:311,-0.01,0.01,0.00
18:10:22:314,-0.01,0.01,-0.00
18:10:22:315,-0.01,-0.00,-0.01
18:10:22:316,-0.02,-0.00,0.00
18:10:22:332,-0.02,-0.00,-0.01
18:10:22:341,-0.02,-0.00,-0.00
18:10:22:351,-0.02,-0.00,0.00
18:10:22:396,-0.01,0.01,0.01
18:10:22:399,-0.00,-0.00,0.02
18:10:22:401,0.01,-0.00,0.01
18:10:22:402,0.02,-0.00,0.01
18:10:22:404,0.01,-0.01,-0.00
18:10:22:414,0.01,0.01,-0.01
18:10:22:419,0.01,0.01,-0.00
18:10:22:431,-0.00,0.01,-0.00
18:10:22:438,0.01,0.02,0.01
18:10:22:449,0.01,0.01,0.02
18:10:22:460,-0.00,0.01,0.02
18:10:22:514,0.01,0.02,0.01
18:10:22:518,0.01,0.01,0.01
18:10:22:520,-0.00,0.01,0.01
18:10:22:522,0.01,-0.00,-0.00
18:10:22:524,0.01,-0.01,0.01
18:10:22:527,-0.00,-0.01,0.01
18:10:22:530,-0.00,-0.01,-0.00
18:10:22:537,-0.00,-0.01,-0.00
18:10:22:548,-0.00,-0.01,-0.01
18:10:22:555,0.01,-0.01,-0.02
18:10:22:565,0.02,-0.01,-0.01
18:10:22:575,0.01,0.00,-0.01
18:10:22:635,-0.00,0.00,-0.00
18:10:22:637,-0.00,0.00,0.01
18:10:22:639,-0.00,0.00,-0.00
18:10:22:641,-0.00,0.00,0.01
18:10:22:645,-0.00,0.00,-0.00
18:10:22:648,-0.01,0.00,-0.00
18:10:22:650,-0.02,0.00,0.01
18:10:22:657,-0.01,-0.01,0.01
18:10:22:666,-0.00,-0.01,0.02
18:10:22:672,0.01,-0.01,0.01
18:10:22:717,0.01,-0.01,-0.00
18:10:22:719,-0.00,-0.01,-0.01
18:10:22:721,-0.00,-0.01,-0.02
18:10:22:723,-0.01,0.00,-0.02
18:10:22:724,-0.00,0.01,-0.02
18:10:22:740,-0.01,0.01,-0.02
18:10:22:750,-0.01,0.01,-0.02
18:10:22:796,-0.01,0.00,-0.01
18:10:22:799,-0.00,0.00,-0.00
18:10:22:800,-0.00,0.00,-0.00
18:10:22:802,0.01,0.00,-0.00
18:10:22:804,-0.00,0.01,-0.01
18:10:22:808,-0.00,0.01,-0.02
18:10:22:828,-0.01,0.00,-0.02
18:10:22:838,-0.00,-0.01,-0.01
18:10:22:848,-0.01,0.00,-0.01
18:10:22:857,-0.00,0.00,-0.00
18:10:22:867,-0.00,0.01,-0.00
18:10:22:939,-0.00,0.02,-0.00
18:10:22:942,0.01,0.01,-0.00
18:10:22:948,0.01,0.01,-0.01
18:10:22:950,0.01,0.00,0.00
18:10:22:953,-0.00,0.00,0.00
18:10:22:956,-0.01,0.00,0.01
18:10:22:959,-0.01,0.00,0.02
18:10:22:961,0.00,0.01,0.01
18:10:22:965,0.00,0.01,0.00
18:10:22:967,0.01,0.02,-0.01
18:10:22:974,0.00,0.02,-0.03
18:10:23:32,-0.01,0.01,-0.02
18:10:23:35,-0.01,0.00,-0.02
18:10:23:37,-0.02,0.00,-0.02
18:10:23:38,-0.02,0.01,-0.00
18:10:23:39,-0.01,0.01,0.01
18:10:23:41,0.00,0.01,0.01
18:10:23:42,0.01,0.01,0.01
18:10:23:52,0.02,0.01,-0.00
18:10:23:97,0.02,0.01,-0.01
18:10:23:100,0.01,0.01,-0.00
18:10:23:101,0.00,0.01,0.01
18:10:23:103,-0.01,0.01,0.01
18:10:23:104,-0.02,0.02,0.02
18:10:23:111,-0.01,0.02,0.01
18:10:23:120,-0.01,0.01,-0.00
18:10:23:139,0.00,-0.00,-0.01
18:10:23:224,-0.01,-0.00,-0.01
18:10:23:225,-0.01,-0.00,-0.00
18:10:23:229,0.00,-0.01,-0.00
18:10:23:231,0.00,-0.02,0.01
18:10:23:232,0.00,-0.02,0.01
18:10:23:233,0.01,-0.01,0.01
18:10:23:235,0.00,-0.01,0.02
18:10:23:237,-0.01,0.00,0.01
18:10:23:238,0.00,0.00,0.02
18:10:23:239,-0.01,-0.01,0.01
18:10:23:246,-0.01,0.00,0.01
18:10:23:256,-0.01,-0.02,0.01
18:10:23:298,-0.01,-0.02,-0.00
18:10:23:300,0.00,-0.01,0.01
18:10:23:301,0.01,-0.02,-0.00
18:10:23:303,0.02,-0.01,-0.00
18:10:23:304,0.02,-0.01,-0.00
18:10:23:315,0.01,-0.01,-0.00
18:10:23:324,0.00,-0.02,-0.00
18:10:23:364,0.00,-0.01,0.01
18:10:23:367,-0.01,-0.01,0.01
18:10:23:368,-0.01,-0.02,0.01
18:10:23:369,0.01,-0.01,0.01
18:10:23:372,0.01,-0.01,0.01
18:10:23:382,0.01,0.00,0.01
18:10:23:392,0.01,0.00,-0.00
18:10:23:433,0.00,0.00,-0.00
18:10:23:436,-0.01,-0.01,-0.00
18:10:23:437,0.00,-0.02,-0.00
18:10:23:439,0.01,-0.01,0.01
18:10:23:441,0.01,-0.01,0.01
18:10:23:451,0.01,-0.01,-0.00
18:10:23:462,0.00,-0.00,-0.00
18:10:23:471,-0.01,-0.01,-0.01
18:10:23:531,-0.01,-0.01,-0.00
18:10:23:534,0.00,-0.01,-0.00
18:10:23:536,0.01,-0.01,-0.00
18:10:23:538,0.02,-0.01,-0.00
18:10:23:540,0.02,-0.00,-0.02
18:10:23:542,0.02,-0.00,-0.01
18:10:23:546,0.01,-0.00,0.00
18:10:23:549,0.01,0.01,0.01
18:10:23:558,0.01,-0.00,0.02
18:10:23:568,0.01,-0.00,0.02
18:10:23:577,0.01,-0.00,0.00
18:10:23:632,0.01,-0.01,-0.00
18:10:23:636,0.01,-0.00,-0.01
18:10:23:638,-0.00,-0.00,-0.00
18:10:23:640,-0.00,0.01,0.00
18:10:23:641,-0.00,-0.00,0.01
18:10:23:650,-0.00,0.01,0.00
18:10:23:655,0.01,0.01,-0.00
18:10:23:675,-0.00,0.02,0.00
18:10:23:733,-0.00,0.01,-0.01
18:10:23:736,-0.00,0.01,0.01
18:10:23:738,-0.01,0.01,0.01
18:10:23:740,-0.00,0.01,0.00
18:10:23:742,-0.00,0.01,0.01
18:10:23:744,-0.00,0.00,0.01
18:10:23:747,-0.00,0.01,0.00
18:10:23:755,-0.01,0.01,0.01
18:10:23:768,-0.00,0.01,-0.01
18:10:23:772,-0.01,0.02,-0.02
18:10:23:782,-0.00,0.01,-0.02
18:10:23:792,0.00,0.00,-0.02
18:10:23:831,-0.01,0.01,-0.00
18:10:23:833,-0.01,0.00,-0.01
18:10:23:834,-0.01,-0.00,0.00
18:10:23:836,-0.01,-0.00,0.01
18:10:23:839,-0.01,-0.01,0.01
18:10:23:850,-0.00,-0.01,0.00
18:10:23:869,-0.00,-0.00,0.00
18:10:23:924,0.01,-0.00,0.00
18:10:23:928,0.01,0.01,0.00
18:10:23:931,0.02,-0.00,0.00
18:10:23:933,0.01,-0.00,0.01
18:10:23:935,0.01,-0.00,0.02
18:10:23:937,0.01,-0.01,0.02
18:10:23:947,0.01,-0.01,0.01
18:10:23:957,0.02,-0.00,0.01
18:10:23:966,0.01,-0.00,0.01
18:10:23:976,-0.00,-0.00,0.01
18:10:23:986,-0.01,-0.00,0.01
18:10:24:31,-0.01,-0.01,0.00
18:10:24:33,-0.01,-0.01,0.00
18:10:24:35,-0.00,-0.01,-0.01
18:10:24:36,-0.00,-0.01,-0.01
18:10:24:38,-0.01,-0.01,-0.01
18:10:24:44,-0.00,-0.01,-0.02
18:10:24:54,-0.01,-0.00,-0.02
18:10:24:66,-0.00,-0.00,-0.02
18:10:24:74,0.01,-0.00,-0.01
18:10:24:83,-0.00,-0.00,-0.01
18:10:24:92,0.01,-0.01,-0.01
18:10:24:132,-0.00,-0.01,-0.01
18:10:24:134,-0.00,-0.01,-0.02
18:10:24:136,0.01,-0.00,-0.02
18:10:24:137,0.01,0.01,-0.02
18:10:24:151,-0.00,0.02,-0.01
18:10:24:161,-0.01,0.01,0.00
18:10:24:254,-0.01,0.01,-0.00
18:10:24:256,-0.00,-0.00,-0.01
18:10:24:257,0.01,-0.00,-0.01
18:10:24:259,-0.00,-0.01,0.00
18:10:24:260,0.01,-0.01,0.01
18:10:24:261,-0.00,-0.00,0.00
18:10:24:263,-0.00,-0.00,-0.01
18:10:24:264,-0.00,0.01,-0.02
18:10:24:272,-0.00,0.01,-0.01
18:10:24:277,0.01,-0.00,-0.01
18:10:24:287,0.02,0.00,-0.01
18:10:24:332,0.02,-0.01,0.00
18:10:24:334,0.01,-0.01,0.00
18:10:24:336,0.01,0.00,0.00
18:10:24:338,-0.01,0.00,-0.02
18:10:24:351,-0.02,0.00,-0.03
18:10:24:355,-0.02,0.00,-0.03
18:10:24:367,-0.04,0.00,-0.03
18:10:24:375,-0.02,0.01,-0.01
18:10:24:394,-0.00,0.01,-0.00
18:10:24:439,0.02,0.01,-0.01
18:10:24:441,0.01,-0.00,0.00
18:10:24:443,0.01,-0.00,0.01
18:10:24:446,-0.00,-0.00,-0.00
18:10:24:453,-0.00,-0.00,-0.01
18:10:24:464,-0.00,-0.01,-0.01
18:10:24:472,-0.00,-0.01,-0.01
18:10:24:530,-0.01,-0.01,-0.01
18:10:24:532,-0.00,-0.01,-0.01
18:10:24:534,-0.00,0.01,-0.00
18:10:24:535,0.01,0.01,-0.00
18:10:24:537,0.01,0.02,-0.00
18:10:24:540,0.02,0.01,-0.01
18:10:24:551,0.02,0.01,-0.01
18:10:24:559,0.01,0.01,-0.00
18:10:24:569,-0.01,0.01,0.00
18:10:24:580,-0.02,0.02,-0.00
18:10:24:633,-0.02,0.01,-0.01
18:10:24:636,-0.00,-0.00,-0.01
18:10:24:638,-0.00,-0.00,0.00
18:10:24:639,-0.00,-0.00,0.01
18:10:24:641,0.01,0.01,0.01
18:10:24:651,0.01,0.02,0.02
